Info;Código;Nombre;Estado;Fecha cotización;Fecha venta.;Fecha Visto bueno;Fecha compromiso;Fecha despacho;Fecha factura;# Factura;Cliente directo;Clasificación c directo;Cliente final;Clasificación c final;Vendedor;Producto;Puntos;Cantidad;Costo papel;Costo impresión + bz;Costo planchas;Costo Servicios;Costo Terminación;Costo directo;Costo general;Costo hora máquina;Costo total;Precio venta;Clase;Des/Inc (%) venta;Des/Inc OT (%);Comisión vendedor (%);Comisión cliente;Unidad;Máquina;Papel;Matrices;Tiraje;Colores;Area Sustrato;Área de impresión;Imposicion;Dimensiones;Cotizado como;#;Servicio;VB cliente por PDF;Barniz;BRC;Costo pieza;Precio pieza;Comentario
Proyecto;10346;ETQ CLAMSH HIPPIE 18 OZ ;RechazadoCancela Compra;24-01-2022;-;-;-;-;-;-;INNOPRINT 1;-;INNOPRINT 1;-;Francisco Javier Urzua Ramirez;2 PRM CL PRIME CLAMSHELL;-;140000;470386;68195;-;17059;15879;571519;-;157760;729279;1216600;A;0,1;-;-;-;%;-;-;7.0;6195,24;-;250x2.000;240x352.43;3x3R;76x114;Temas;1;Estandar;No;1;-;-;-;
Proyecto;10347;ETQ BOTTOM 18 OZ HIPPIE ORGANICS ;RechazadoCancela Compra;24-01-2022;-;-;-;-;-;-;INNOPRINT 1;-;INNOPRINT 1;-;Francisco Javier Urzua Ramirez;2 PRM CL PRIME CLAMSHELL;-;140000;62292;14000;-;4150;2196;82638;-;37492;120130;406000;A+;102,8;101,4;-;-;%;-;-;1.0;1374,5;-;160x2.000;136x190.5;5x4R;30x34;Temas;1;Estandar;No;-;-;-;-;
Proyecto;10348;65X225 CAJA VICONTO (SAP 44524), # Ref NV 38612;Facturado;24-01-2022;24-01-2022;11-05-2022;-;09-08-2022;09-08-2022;F-0001;COMERCIAL GREENVIC S.A.;-;COMERCIAL GREENVIC S.A.;-;Marco Antonio Palacios Diaz;1 PRM PRIME;-;150000;819399;110060;-;31862;28212;989533;-;202206;1191739;4050000;A+;103,9;103,8;-;-;%;-;-;6.0;11571,5;-;250x2.000;229x409.59;6x1R;225x65;Temas;1;Estandar;No;1;-;-;-;-
Proyecto;10349;et caja san alberto 2022, # Ref NV 38636;Facturado;24-01-2022;24-01-2022;11-05-2022;-;09-08-2022;09-08-2022;F-0001;COMERCIAL GREENVIC S.A.;-;COMERCIAL GREENVIC S.A.;-;Rodrigo Abuter;1 PRM PRIME;-;50000;249887;11079;71063;4323;4212;340564;-;82543;423107;705500;A;-;-;-;-;%;-;-;3.0;1579,08;-;300x2.000;252x333.38;4x3R;80x80;Temas;1;Estandar;No;1;-;-;-;-
Proyecto;10352;ETQ 290 x 92 IDEALPAK;RechazadoCancela Compra;24-01-2022;-;-;-;-;-;-;INVERSIONES IDEALPAK LTDA;-;INVERSIONES IDEALPAK LTDA;-;Felipe Rodrigo Maira;3 PRM DG PRIME DIGITAL;-;2000;41410;8822;-;250614;4233;305079;-;40872;345951;576600;A;-;-;-;-;%;-;-;0.0;237,17;-;330x2.000;288x887.25;3x3R;92x290;Temas;1;Estandar;No;-;-;-;-;
Proyecto;10353;REP.78x60 BRESLER FRAMBUESA/ SAP 54304/ COEMBAL/ NV 38633/ 200.000 UNID., # Ref NV 38633;Facturado;24-01-2022;24-01-2022;04-02-2022;28-02-2022;09-08-2022;09-08-2022;F-0001;COEMBAL CHILE S.A;-;COEMBAL CHILE S.A;-;Marco Antonio Palacios Diaz;1 PRM PRIME;-;200000;601717;308626;-;16994;17603;944940;-;110383;1055323;1376000;B;-21,8;-21,8;-;-;%;-;-;6.0;6171,07;-;;192x409.58;5x3R;60x78;Temas;1;Estandar;No;1;-;-;-;-
Proyecto;10354;REP.78X60 CHIRIMOYA BRESLE/ SAP 54305/ COEMBAL/ NV 38633/ 310.000 UNID., # Ref NV 38633;Facturado;24-01-2022;24-01-2022;04-02-2022;28-02-2022;09-08-2022;09-08-2022;F-0001;COEMBAL CHILE S.A;-;COEMBAL CHILE S.A;-;Marco Antonio Palacios Diaz;1 PRM PRIME;-;310000;932710;478370;-;26340;27278;1464698;-;145061;1609759;2132800;B;-20,5;-20,6;-;-;%;-;-;6.0;9565,65;-;;192x409.58;5x3R;60x78;Temas;1;Estandar;No;1;-;-;-;-
Proyecto;10355;REP.78X60 ROLLS CROCANTE BRESLER/ 38633/ 430.000 UND., # Ref NV  38633;Facturado;24-01-2022;24-01-2022;04-02-2022;28-02-2022;09-08-2022;09-08-2022;F-0001;COEMBAL CHILE S.A;-;COEMBAL CHILE S.A;-;Marco Antonio Palacios Diaz;1 PRM PRIME;-;555555;1671509;857292;-;47203;48876;2624880;-;222232;2847112;3822219;B;-19,5;-19,5;-;-;%;-;-;6.0;17142,61;-;;192x409.58;5x3R;60x78;Temas;1;Estandar;No;1;-;-;-;-
Proyecto;10356;REP.12X30 TERMICO DIRECTO/ SAP 55710/ AGR.TERUEL/ NV 38637/ , # Ref NV 38637;Facturado;24-01-2022;24-01-2022;11-05-2022;-;09-08-2022;09-08-2022;F-0001;INNOPRINT 1;-;INNOPRINT 1;-;Marco Antonio Palacios Diaz;6 IND BLC INDUSTRIAL BLANCA;-;160000;73516;-;-;3057;1228;77801;-;35305;113106;185600;B+;-1,5;-1,7;-;-;%;-;-;0.0;1012,13;-;;102x368.3;20x3R;30x12;Temas;1;Estandar;No;-;-;-;-;-
Proyecto;10357;[Repeticion] [SAP 45567] ETIQUETA IND.22 X 32 MM SB LOGO PINO VERDE (3 columnas), # Ref nv 38694;Facturado;25-01-2022;27-01-2022;11-05-2022;-;09-08-2022;09-08-2022;F-0001;COMERCIAL GUIVAR LTDA.;-;COMERCIAL GUIVAR LTDA.;-;Mauricio Fernando Medina Leon;5 IND IMP INDUSTRIAL IMPRESAS;-;320000;84743;19394;-;8048;3387;115572;-;73734;189306;316800;A;0,4;-;-;-;%;-;-;1.0;2716,18;-;110x2.000;108x266.7;11x3R;32x22;Temas;1;Estandar;No;-;-;-;-;-
Proyecto;10358;[REPETICION] [SAP 53217] ETIQUETA INDUSTRIAL 25 X 45 PP FRIO BOLSA RIO BRANCO(BLUMAR);RechazadoCancela Compra;25-01-2022;-;-;-;-;-;-;SALMONES BLUMAR S.A.;-;SALMONES BLUMAR S.A.;-;Mauricio Fernando Medina Leon;5 IND IMP INDUSTRIAL IMPRESAS;-;36000;27545;4500;-;1534;579;34158;-;33118;67276;112320;A;0,2;-;-;-;%;-;-;1.0;512,93;-;110x2.000;98x219.08;8x2R;45x25;Temas;1;Estandar;No;-;-;-;-;
Proyecto;10359;ETIQUETA BOBINA;RechazadoCancela Compra;25-01-2022;-;-;-;-;-;-;ELABORADORA DE ALIMENTOS DOÑIHUE LTDA.;-;ELABORADORA DE ALIMENTOS DOÑIHUE LTDA.;-;Matias Silva Morales;3 PRM DG PRIME DIGITAL;-;370000;199788;76272;-;67680;10287;354027;-;99703;453730;758499;A;0,3;-;-;-;%;-;-;0.0;1664,25;-;250x0;192x792;24x8R;20x30;Temas;1;Estandar;No;-;-;-;-;
Proyecto;10360;ETIQUETA 25X50 PP CONO 1 (SAP 52012) , # Ref NV 38625;Facturado;25-01-2022;26-01-2022;11-05-2022;-;09-08-2022;09-08-2022;F-0001;COMERCIAL GREENVIC S.A.;-;COMERCIAL GREENVIC S.A.;-;Marco Antonio Palacios Diaz;6 IND BLC INDUSTRIAL BLANCA;-;500000;451791;-;-;22229;9312;483332;-;57175;540507;1010000;A+;12,1;-;-;-;%;-;-;0.0;7358,75;-;110x2.000;108x285.75;10x2R;50x25;Temas;1;Estandar;No;-;-;-;-;-
Proyecto;10361;ETIQUETA FOLIO PALLET 266,7 X 100 GREENVIC AZUL (SAP 49028), # Ref NV 38624;Facturado;25-01-2022;26-01-2022;03-02-2022;17-02-2022;09-08-2022;09-08-2022;F-0001;COMERCIAL GREENVIC S.A.;-;COMERCIAL GREENVIC S.A.;-;Marco Antonio Palacios Diaz;7 IND FOL INDUSTRIAL FOLIO;-;10000;98634;3678;-;-;3252;105564;-;24370;129934;410000;A+;89,3;89,3;-;-;%;-;-;2.0;2801;-;100x2.000;100x266.7;1x1R;100x266,7;Temas;1;Estandar;No;-;-;-;-;-
Proyecto;10362;ETQ 290 x 95 IDEALPAK;RechazadoCancela Compra;25-01-2022;-;-;-;-;-;-;INVERSIONES IDEALPAK LTDA;-;INVERSIONES IDEALPAK LTDA;-;Felipe Rodrigo Maira;3 PRM DG PRIME DIGITAL;-;2000;41378;8822;-;250612;4252;305064;-;40872;345936;576560;A;-;-;-;-;%;-;-;0.0;236,67;-;330x2.000;297x885;3x3R;95x290;Temas;1;Estandar;No;-;-;-;-;
Proyecto;10363;ET CIERRE CAMISA INGLEBY;RechazadoCancela Compra;25-01-2022;-;-;-;-;-;-;INNOPRINT 1;-;INNOPRINT 1;-;Rodrigo Abuter;5 IND IMP INDUSTRIAL IMPRESAS;-;2000000;1329615;85940;26733;39116;46543;1527947;-;198787;1726734;2880000;A;0,1;-;-;-;%;-;-;1.0;14205,61;-;330x2.000;308x307.98;7x7R;40x40;Temas;1;Estandar;No;1;-;-;-;
Proyecto;10364;DIGITAL 225 X 115 - CODITECH;RechazadoCancela Compra;25-01-2022;-;-;-;-;-;-;VENTAS Y SERVICIOS COMPUTACIONALES CODITECH LTDA;-;VENTAS Y SERVICIOS COMPUTACIONALES CODITECH LTDA;-;Matias Silva Morales;3 PRM DG PRIME DIGITAL;-;20000;206916;98900;-;257095;14364;577275;-;133763;711038;1102200;B;-7;-;-;-;%;-;-;0.0;2486;-;260x2.000;238x912;4x2R;115x225;Temas;1;Estandar;No;-;-;-;-;
Proyecto;10365;DIGITAL 130 X 25 - CODITECH;RechazadoCancela Compra;25-01-2022;-;-;-;-;-;-;VENTAS Y SERVICIOS COMPUTACIONALES CODITECH LTDA;-;VENTAS Y SERVICIOS COMPUTACIONALES CODITECH LTDA;-;Matias Silva Morales;3 PRM DG PRIME DIGITAL;-;20000;29388;13214;-;250828;4684;307714;-;43349;351063;544200;B;-7;-;-;-;%;-;-;0.0;306;-;300x2.000;290x798;6x10R;25x130;Temas;1;Estandar;No;-;-;-;-;
Proyecto;10366;FLEXO 130 X 25;RechazadoCancela Compra;25-01-2022;-;-;-;-;-;-;VENTAS Y SERVICIOS COMPUTACIONALES CODITECH LTDA;-;VENTAS Y SERVICIOS COMPUTACIONALES CODITECH LTDA;-;Matias Silva Morales;1 PRM PRIME;-;20000;52504;17015;130874;250830;936;472159;-;89870;562029;871200;B;-7;-;-;-;%;-;-;6.0;546,7;-;300x2.000;290x266.7;2x10R;25x130;Temas;1;Estandar;No;1;-;-;-;
Proyecto;10367;ET CLAMSHELL SUN DISK ;RechazadoCancela Compra;26-01-2022;-;-;-;-;-;-;EXPORTADORA AGUA SANTA S.A.;-;EXPORTADORA AGUA SANTA S.A.;-;Rodrigo Abuter;3 PRM DG PRIME DIGITAL;-;60000;94235;39560;-;2872;7960;144627;-;72455;217082;372000;A;2,8;2,6;-;-;%;-;-;0.0;1006,8;-;330x2.000;265x922.8;12x5R;50x75;Temas;1;Estandar;No;-;-;-;-;
Proyecto;10368;ETIQUETA IND. IMPRESA 30 X 22 PRODUCTO DEL AÑO AGROSUPER 2022 PP AF A2 DIS032022, # Ref NV 39141;Facturado;26-01-2022;11-03-2022;11-05-2022;-;09-08-2022;09-08-2022;F-0001;ELABORADORA DE ALIMENTOS DOÑIHUE LTDA.;-;ELABORADORA DE ALIMENTOS DOÑIHUE LTDA.;-;Matias Silva Morales;3 PRM DG PRIME DIGITAL;-;16000;12784;8360;-;3193;3440;29169;-;35299;64468;107520;A;0,1;-;-;-;%;-;-;0.0;106;-;250x0;192x792;24x8R;20x30;Temas;1;Estandar;No;-;-;-;-;-
Proyecto;10369;78x60 FLAGG COCHOLATE FDB/ SAP 49286/ COEMBAL/ NV 38684/ 240.000 UNID. , # Ref NV 38684;Facturado;26-01-2022;26-01-2022;04-02-2022;28-02-2022;09-08-2022;09-08-2022;F-0001;COEMBAL CHILE S.A;-;COEMBAL CHILE S.A;-;Marco Antonio Palacios Diaz;1 PRM PRIME;-;240000;723036;309045;-;20392;5941;1058414;-;123082;1181496;1291200;B;-34,4;-34,5;-;-;%;-;-;5.0;7405,28;-;;192x409.58;5x3R;60x78;Temas;1;Estandar;No;1;-;-;-;-
Proyecto;10370;COTIZACION CENTROVET - 5 DISEÑOS;RechazadoCancela Compra;26-01-2022;-;-;-;-;-;-;CENTRO VETERINARIO Y AGRICOLA LIMITADA;-;CENTRO VETERINARIO Y AGRICOLA LIMITADA;-;Matias Silva Morales;3 PRM DG PRIME DIGITAL;-;13600;195863;44862;-;2864;8713;278468;-;77409;355877;802400;A+;35,3;35,3;-;-;%;-;-;0.0;1120,27;-;330x2.000;312x812;4x3R;100x200;Temas;5;Estandar;No;-;-;-;-;
Proyecto;10371;REP.40X58 TERMICO/ SAP 686/ TECNOAPLICADA/ NV 38674/ 361.000 UNID., # Ref NV 38674;Facturado;26-01-2022;26-01-2022;04-02-2022;28-02-2022;09-08-2022;09-08-2022;F-0001;INNOPRINT 1;-;INNOPRINT 1;-;Marco Antonio Palacios Diaz;6 IND BLC INDUSTRIAL BLANCA;-;361000;447256;-;-;23777;11203;482236;-;58737;540973;613700;B;-31,9;-32;-;-;%;-;-;0.0;7871,17;-;;124x254;6x2R;58x40;Temas;1;Estandar;No;-;-;-;-;-
Proyecto;10372;REP.70X100 SB/ SV 38668AP 579/ LOS OLMOS/ N/ 1.000.000 UNID., # Ref NV 38668;Facturado;26-01-2022;26-01-2022;11-05-2022;-;09-08-2022;09-08-2022;F-0001;INNOPRINT 1;-;INNOPRINT 1;-;Marco Antonio Palacios Diaz;6 IND BLC INDUSTRIAL BLANCA;-;1000000;2516254;-;-;227235;-;2743489;-;278063;3021552;5320000;A;5,6;5,6;-;-;%;-;-;0.0;75217,67;-;;104x219.08;3x1R;100x70;Temas;1;Estandar;No;-;-;-;-;-
Proyecto;10373;REP.ETIQ.240X100 SB/ SAP 39934/ LOS OLMOS/ NV 38668/ 62.000 UNID., # Ref NV 38668;Facturado;26-01-2022;26-01-2022;04-02-2022;28-02-2022;09-08-2022;09-08-2022;F-0001;INNOPRINT 1;-;INNOPRINT 1;-;Marco Antonio Palacios Diaz;6 IND BLC INDUSTRIAL BLANCA;-;62000;482480;-;-;15723;18986;517189;-;166600;683789;585900;B;-48,6;-48,6;-;-;%;-;-;0.0;5154,81;-;;312x488.95;2x3R;100x240;Temas;1;Estandar;No;-;-;-;-;-
Proyecto;10374;REP.CIRCULAR 50MMGRAPPA/ SAP 49732/ MAITENAL/ 66.600 UNID.;RechazadoCancela Compra;27-01-2022;-;-;-;-;-;-;AGRICOLA EL MAITENAL S.A.;-;AGRICOLA EL MAITENAL S.A.;-;Marco Antonio Palacios Diaz;3 PRM DG PRIME DIGITAL;-;66600;77273;37662;-;2197;8059;125191;-;62547;187738;542790;A+;73,5;73,4;-;-;%;-;-;0.0;769,96;-;;265x742;14x5R;50x50;Temas;1;Estandar;No;-;-;-;-;
Proyecto;10375;REP.CIRCULAR GRAPA50MM / SAP 49732/ MAITENAL/ 88.800 UNID., # Ref NV 38686;Facturado;27-01-2022;27-01-2022;03-02-2022;03-02-2022;09-08-2022;09-08-2022;F-0001;AGRICOLA EL MAITENAL S.A.;-;AGRICOLA EL MAITENAL S.A.;-;Marco Antonio Palacios Diaz;3 PRM DG PRIME DIGITAL;-;88800;102997;50202;-;2929;9701;165829;-;73074;238903;723720;A+;81,8;81,5;-;-;%;-;-;0.0;1026,28;-;;265x742;14x5R;50x50;Temas;1;Estandar;No;-;-;-;-;-
Proyecto;10376;REP.ETIQ.60X80 SB CONO 1/ SAP 44401/ DOLE/ NV 38689/ 1.500.000 UNID. , # Ref NV 38689;Facturado;27-01-2022;27-01-2022;03-02-2022;03-02-2022;09-08-2022;09-08-2022;F-0001;INNOPRINT 1;-;INNOPRINT 1;-;Marco Antonio Palacios Diaz;6 IND BLC INDUSTRIAL BLANCA;-;1500000;2954657;-;-;-;-;2954657;-;800800;3755457;3225000;B;-48,5;-48,6;-;-;%;-;-;0.0;32385;-;300x2.000;255x254;4x3R;80x60;Temas;1;Estandar;No;-;-;-;-;-
Proyecto;10377;REP.22X32 SB CONO 1/ SAP 39395/ DOLE/  NV 38689/ 2.000.000 UNID.;RechazadoCancela Compra;27-01-2022;-;-;-;-;-;-;INNOPRINT 1;-;-;-;Marco Antonio Palacios Diaz;6 IND BLC INDUSTRIAL BLANCA;-;2000000;-;-;-;-;-;-;-;-;-;1000000;A;-;-;-;-;$;-;-;;;-;;;;32x22;Temas;1;-;No;-;-;-;-;
Proyecto;10378;REP.22X32 SB CONO 1/ SAP 39395/ DOLE/  NV 38689/ 2.000.000 UNID., # Ref NV 38689;Facturado;27-01-2022;27-01-2022;03-02-2022;03-02-2022;09-08-2022;09-08-2022;F-0001;INNOPRINT 1;-;INNOPRINT 1;-;Marco Antonio Palacios Diaz;6 IND BLC INDUSTRIAL BLANCA;-;2000000;519426;-;-;50296;21103;590825;-;87168;677993;1000000;B;-11,5;-12,3;-;-;%;-;-;0.0;16648,64;-;;108x266.7;11x3R;32x22;Temas;1;Estandar;No;-;-;-;-;-
Proyecto;10379;REP.150X100 TRANSFER/ NV 38692/ SAP 41477/ CYT /  262.400 UNID., # Ref NV 38692;Facturado;27-01-2022;27-01-2022;03-02-2022;03-02-2022;09-08-2022;09-08-2022;F-0001;INNOPRINT 1;-;INNOPRINT 1;-;Marco Antonio Palacios Diaz;6 IND BLC INDUSTRIAL BLANCA;-;262400;1845425;-;-;63947;51444;1960816;-;534800;2495616;2120192;B;-49;-49,1;-;-;%;-;-;0.0;20962,61;-;250x2.000;208x469.9;3x2R;100x150;Temas;1;Estandar;No;-;-;-;-;-
Proyecto;10380;REP.70X100 TRANSFER/ SAP 41479/ APL/ NV  38695/136.000 UNID. , # Ref NV 38695;Facturado;27-01-2022;27-01-2022;03-02-2022;03-02-2022;09-08-2022;09-08-2022;F-0001;INNOPRINT 1;-;INNOPRINT 1;-;Marco Antonio Palacios Diaz;6 IND BLC INDUSTRIAL BLANCA;-;136000;396245;-;-;30904;12524;439673;-;66548;506221;587520;B;-30,4;-30,4;-;-;%;-;-;0.0;10229,63;-;;104x219.08;3x1R;100x70;Temas;1;Estandar;No;-;-;-;-;-
Proyecto;10381;ET TC YARIENERGY 250 CC 122,7 x 196, # Ref NV 39250;Facturado;27-01-2022;22-03-2022;23-03-2022;25-03-2022;09-08-2022;09-08-2022;F-0001;INNOPRINT 1;-;INNOPRINT 1;-;Francisco Javier Urzua Ramirez;10 TMC TERMOCONTRAIBLE;-;40000;246139;118201;-;178043;-;542383;-;240340;782723;1062000;B;-18,6;-4,3;-;-;%;-;-;16.0;5549,67;-;240x0;200x368.3;3x1R;196x122,7;Temas;2;Estandar;No;-;-;-;-;-
Proyecto;10382;ET TC AMA 300 , # Ref nv 38992;Facturado;27-01-2022;25-02-2022;11-05-2022;-;09-08-2022;09-08-2022;F-0001;AMA TIME SPA;-;AMA TIME SPA;-;Francisco Javier Urzua Ramirez;10 TMC TERMOCONTRAIBLE;-;200000;959231;515000;-;538876;-;2116007;-;682784;2798791;3934000;B;-15,7;-0,8;-;-;%;-;-;32.0;26550;-;240x0;230x234.95;2x1R;226x117,4;Temas;4;Estandar;No;-;-;-;-;-
Proyecto;10383;100x50 TRANSFER UNA COLUMAN/ SAP 51844/ SANTA RITA/ NV 38698/ 250000, # Ref NV 38698;Facturado;27-01-2022;27-01-2022;11-05-2022;-;09-08-2022;09-08-2022;F-0001;INNOPRINT 1;-;INNOPRINT 1;-;Marco Antonio Palacios Diaz;6 IND BLC INDUSTRIAL BLANCA;-;250000;674106;-;-;27829924;16612;28520642;-;106964;28627606;1562500;B;-96,7;-96,7;-;-;%;-;-;0.0;5801;-;;270x307.98;3x5R;50x100;Temas;1;Estandar;No;-;-;-;-;-
Proyecto;10384;ETQ CABEZAL DIAMOND GREENEX;RechazadoCancela Compra;28-01-2022;-;-;-;-;-;-;GREENEX SPA;-;GREENEX SPA;-;Francisco Javier Urzua Ramirez;1 PRM PRIME;-;50000;592771;28737;-;9139;247012;907659;-;100127;1007786;1680000;A;-;-;-;-;%;-;-;3.0;3318,92;-;320x2.000;270x352.43;2x3R;86x172;Temas;1;Estandar;No;-;-;-;-;
Proyecto;10385;ET TC GOOD LIMON 380 CC PET,  Ref NV 39292-39293-39294;Facturado;28-01-2022;28-03-2022;11-05-2022;13-05-2022;09-08-2022;09-08-2022;F-0001;IMPORTADORA INTER ASIAN FOOD SPA;-;IMPORTADORA INTER ASIAN FOOD SPA;-;Francisco Javier Urzua Ramirez;10 TMC TERMOCONTRAIBLE;-;600000;5524546;1228500;-;1210748;-;9604064;-;2146176;11750240;18534000;B+;-2;-5,4;-;-;%;-;-;40.0;109786;-;280x0;202x323.86;2x1R;198x161,9;Temas;5;Estandar;No;-;-;-;-;-
Proyecto;10386;ET TC GOOD LEMON 355 ML LATA;RechazadoCancela Compra;28-01-2022;-;-;-;-;-;-;IMPORTADORA INTER ASIAN FOOD SPA;-;IMPORTADORA INTER ASIAN FOOD SPA;-;Francisco Javier Urzua Ramirez;10 TMC TERMOCONTRAIBLE;-;300000;1924919;682500;-;1058160;-;5113849;-;1071102;6184951;9795000;B+;-5;-;-;-;%;-;-;24.0;53278,75;-;240x0;198x314.33;2x1R;194x157,15;Temas;3;Estandar;No;-;-;-;-;
Proyecto;10387;ET TC PLAY 30 GR;RechazadoCancela Compra;28-01-2022;-;-;-;-;-;-;LABORATORIOS PRATER S.A.;-;LABORATORIOS PRATER S.A.;-;Francisco Javier Urzua Ramirez;10 TMC TERMOCONTRAIBLE;-;30000;62844;82434;-;107923;-;253201;-;102799;356000;684600;A+;15,4;-7;-;-;%;-;-;0.0;1739,4;-;240x0;122x957.24;18x1R;118x53,18;Temas;1;Estandar;No;-;-;-;-;
Proyecto;10388;ET TERMO 106,36 X 228 LF110 BENTLEY 250 ML  DIS072021, # Ref NV 38801;Facturado;28-01-2022;15-03-2022;15-03-2022;24-04-2022;09-08-2022;09-08-2022;F-0001;LABORATORIOS PRATER S.A.;-;LABORATORIOS PRATER S.A.;-;Francisco Javier Urzua Ramirez;10 TMC TERMOCONTRAIBLE;-;30000;175547;82890;-;118211;-;376648;-;151951;528599;882600;A;0,2;0,2;-;-;%;-;-;8.0;3617,4;-;260x0;245x533.4;5x1R;230x106,3;Temas;1;Estandar;No;-;-;-;-;-
Proyecto;10389;SELLO TC HUNZA 35 X 148, # Ref NV 38845;Facturado;28-01-2022;15-03-2022;15-03-2022;24-04-2022;09-08-2022;09-08-2022;F-0001;INNOPRINT 1;-;INNOPRINT 1;-;Francisco Javier Urzua Ramirez;10 TMC TERMOCONTRAIBLE;-;85000;117167;60053;-;123069;-;353414;-;163488;516902;861900;A;-;-;-;-;%;-;-;0.0;3243;-;240x0;148x980;28x1R;148x35;Temas;4;Estandar;No;-;-;-;-;-
Proyecto;10391;ET TC 166,7 x 196 MIAGUITA 240 ML, # Ref NV 39045;Facturado;28-01-2022;02-03-2022;11-05-2022;-;09-08-2022;09-08-2022;F-0001;INNOPRINT 1;-;INNOPRINT 1;-;Francisco Javier Urzua Ramirez;10 TMC TERMOCONTRAIBLE;-;30000;205103;159000;-;174568;-;538671;-;193166;731837;1077900;B;-11,6;-1,8;-;-;%;-;-;8.0;5651,7;-;240x0;200x333.38;2x1R;196x166,69;Temas;1;Estandar;No;-;-;-;-;-
Proyecto;10392;Formato: 70x120mm, LAMINADO  POLIPROPILENO ADH ESTANDAR GLASSINE ARC, # Ref 38706;Facturado;28-01-2022;28-01-2022;11-05-2022;-;09-08-2022;09-08-2022;F-0001;LABORATORIO MAVER S.A.;-;LABORATORIO MAVER S.A.;-;Marco Antonio Palacios Diaz;3 PRM DG PRIME DIGITAL;-;20000;117315;32994;-;1914;6885;159108;-;58831;217939;420000;A+;15,6;15,6;-;-;%;-;-;0.0;671;-;330x2.000;296x738;6x4R;70x120;Temas;1;Estandar;No;-;-;-;-;-
Proyecto;10393;[REPETICION, # Ref NV 38747;Facturado;31-01-2022;11-03-2022;15-03-2022;27-03-2022;09-08-2022;09-08-2022;F-0001;EMBOTELLADORA DOS BANDERAS SPA;-;EMBOTELLADORA DOS BANDERAS SPA;-;Mauricio Fernando Medina Leon;1 PRM PRIME;-;40000;20919;5926;12567;1171;404;48912;-;33118;82030;136800;A;0,1;-;-;-;%;-;-;2.0;396,3;-;111x2.000;87x254;9x3R;25x25;Temas;1;Estandar;No;-;-;-;-;-
Proyecto;10394;ETIQ.70X15 PREP.AMARILLO (SAP 44696) ;RechazadoCancela Compra;31-01-2022;-;-;-;-;-;-;MADERAS ARAUCO S.A.;-;MADERAS ARAUCO S.A.;-;Marco Antonio Palacios Diaz;6 IND BLC INDUSTRIAL BLANCA;-;54776;26056;7304;-;2490;933;40783;-;34680;75463;125984;A;0,2;-;-;-;%;-;-;1.0;825,02;-;110x2.000;95x219.08;3x5R;15x70;Temas;1;Estandar;No;-;-;-;-;
Proyecto;10395;ETIQUETA CIERRE CAMISA 52 X 25MM OVALADA LOS OLMOS SAP 52074;RechazadoCancela Compra;31-01-2022;-;-;-;-;-;-;EXPORTADORA LOS OLMOS LTDA.;-;EXPORTADORA LOS OLMOS LTDA.;-;Marco Antonio Palacios Diaz;5 IND IMP INDUSTRIAL IMPRESAS;-;2000000;890826;250000;-;85213;34512;1260551;-;124972;1385523;2780000;A+;20,4;-;-;-;%;-;-;1.0;28207;-;110x2.000;106x219.08;4x4R;25x52;Temas;1;Estandar;No;-;-;-;-;
Proyecto;10397;ETQ 150 x 100 SB - GIDDINGS;RechazadoCancela Compra;01-02-2022;-;-;-;-;-;-;GIDDINGS BERRIES CHILE S.A.;-;GIDDINGS BERRIES CHILE S.A.;-;Felipe Rodrigo Maira;5 IND IMP INDUSTRIAL IMPRESAS;-;47500;233691;122143;-;22526;9132;387492;-;54051;441543;736250;A;-;-;-;-;%;-;-;1.0;7457;-;110x2.000;104x304.8;2x1R;100x150;Temas;1;Estandar;No;-;-;-;-;
Proyecto;10399;[Repeticion] [SAP 49261] Rollo] ET. 100 x 100 SINTETICA Blanca con 2 PREPICADOS DE 20 MM, 200 micras (600 et/rollo), # Ref NV 39186;Facturado;01-02-2022;15-03-2022;29-03-2022;31-03-2022;09-08-2022;09-08-2022;F-0001;FORESTAL LEON LTDA.;-;FORESTAL LEON LTDA.;-;Mauricio Fernando Medina Leon;5 IND IMP INDUSTRIAL IMPRESAS;-;90000;1118159;60000;-;28454;11532;1218145;-;64049;1282194;2665800;A+;24,7;24,7;-;-;%;-;-;1.0;9419;-;109,09x2.000;104x304.8;3x1R;100x101,6;Temas;1;Estandar;No;-;-;-;-;-
Proyecto;10400;ET. BOBINAS PROYECTO2;RechazadoCancela Compra;01-02-2022;-;-;-;-;-;-;FAENADORA SAN VICENTE LTDA.;-;FAENADORA SAN VICENTE LTDA.;-;Matias Silva Morales;5 IND IMP INDUSTRIAL IMPRESAS;-;5025000;4952857;918858;21888;416807;94080;6404490;-;213390;6617880;11055000;A;0,2;-;-;-;%;-;-;2.0;55215,7;-;160x2.000;145x266.7;5x5R;25x50;Temas;1;Estandar;No;-;-;-;-;
Proyecto;10401;COTIZACIÓN TRES ERRES - V1 610572-610457;RechazadoCancela Compra;02-02-2022;-;-;-;-;-;-;AGROINDUSTRIAL LAS TRES ERRE LTDA.;-;AGROINDUSTRIAL LAS TRES ERRE LTDA.;-;Matias Silva Morales;3 PRM DG PRIME DIGITAL;-;20000;116281;36643;-;2054;6886;177548;-;61308;238856;398200;A;-;-;-;-;%;-;-;0.0;740;-;333x2.000;297x891;9x3R;95x95;Temas;2;Estandar;No;-;-;-;-;
