Info;Código;Nombre;Estado;Fecha cotización;Fecha venta.;Fecha Visto bueno;Fecha compromiso;Fecha despacho;Fecha factura;# Factura;Cliente directo;Clasificación c directo;Cliente final;Clasificación c final;Vendedor;Producto;Puntos;Cantidad;Costo papel;Costo impresión + bz;Costo planchas;Costo Servicios;Costo Terminación;Costo directo;Costo general;Costo hora máquina;Costo total;Precio venta;Clase;Des/Inc (%) venta;Des/Inc OT (%);Comisión vendedor (%);Comisión cliente;Unidad;Máquina;Papel;Matrices;Tiraje;Colores;Area Sustrato;Área de impresión;Imposicion;Dimensiones;Cotizado como;#;Servicio;VB cliente por PDF;Barniz;BRC;Costo pieza;Precio pieza;Comentario
Proyecto;10139;130X30 BOPP TRANSPARENTE (SAP 48824), # Ref NV 38350;Facturado;03-01-2022;05-01-2022;19-01-2022;21-01-2022;09-08-2022;09-08-2022;F-0001;EXPONORT LTDA.;-;EXPONORT LTDA.;-;Marco Antonio Palacios Diaz;6 IND BLC INDUSTRIAL BLANCA;-;740000;1864670;-;-;102353;39972;2006995;-;130815;2137810;3922000;A+;10,1;10;-;-;%;-;-;0.0;33880;-;111x2.000;102x266.7;2x3R;30x130;Temas;1;Estandar;No;-;-;-;-;-
Proyecto;10140;ETIQ PRIME CLAM 80x50 MOSCATEL 1LB AGRICOM, # Ref NV 38419;Facturado;03-01-2022;06-01-2022;11-05-2022;-;09-08-2022;09-08-2022;F-0001;SOCIEDAD AGRICOLA Y COMERCIAL LTDA;-;SOCIEDAD AGRICOLA Y COMERCIAL LTDA;-;Sebastian Schon;2 PRM CL PRIME CLAMSHELL;-;100000;162552;98900;-;5166;13224;279842;-;87564;367406;613000;A;0,1;-;-;-;%;-;-;0.0;1810;-;300x2.000;270x664;8x5R;50x80;Temas;1;Estandar;No;-;-;-;-;-
Proyecto;10141;REP GARDEN NV 38194 SAP 54598 ETIQUETA PRIME 176 X 50 PPB AE SMOOTH LAXATIVE 300 GR ME3900 A4 C3 700 ETR 31.500, # Ref NV 38194;Facturado;03-01-2022;03-01-2022;04-01-2022;10-01-2022;09-08-2022;09-08-2022;F-0001;LABORATORIO GARDEN HOUSE FARMACEUTICA S.A;-;LABORATORIO GARDEN HOUSE FARMACEUTICA S.A;-;Ivonne Cecilia Corvalan Leon;4 PRM EF PRIME EASY FLAP;-;31500;280506;63000;-;3642;5852;353000;-;52245;405245;1531845;A+;126,8;126,7;-;-;%;-;-;8.0;1510,16;-;;300x371.48;2x5R;50x176;Temas;1;Estandar;No;-;-;-;-;-
Proyecto;10142;rep.40x58 TERMICO/ SAP 686/ TECNOAPLICADA/ NV 38358/ 240.000 UNID., # Ref NV 38358;Facturado;03-01-2022;03-01-2022;04-01-2022;10-01-2022;09-08-2022;09-08-2022;F-0001;INNOPRINT 1;-;INNOPRINT 1;-;Marco Antonio Palacios Diaz;6 IND BLC INDUSTRIAL BLANCA;-;240000;294214;-;-;15808;7452;317474;-;45885;363359;408000;B;-32,6;-32,8;-;-;%;-;-;0.0;5233;-;;124x254;6x2R;58x40;Temas;1;Estandar;No;-;-;-;-;-
Proyecto;10143;ET TERMO SECRETO 700 FOLIA FULL, # Ref NV 38444;Facturado;03-01-2022;10-01-2022;11-05-2022;-;09-08-2022;09-08-2022;F-0001;INNOPRINT 1;-;INNOPRINT 1;-;Francisco Javier Urzua Ramirez;10 TMC TERMOCONTRAIBLE;-;340000;3298392;1504500;-;2310483;-;10455575;-;1454454;11910029;17520200;B;-11,7;-6,1;-;-;%;-;-;28.0;74410,5;-;280x0;266x387.35;2x1R;262x193,6;Temas;4;Estandar;No;-;-;-;-;-
Proyecto;10144;REP. ETIQUETA INDUSTRIAL 300 x 100 TRANSFER	 , # Ref STOCK MINIMO;Facturado;03-01-2022;03-01-2022;03-01-2022;10-01-2022;09-08-2022;09-08-2022;F-0001;MADERAS ARAUCO S.A.;-;MADERAS ARAUCO S.A.;-;Omar Alejandro Vergara;6 IND BLC INDUSTRIAL BLANCA;-;157440;1974827;-;-;149322;-;2124149;-;176985;2301134;2811879;B;-26,7;-26,7;-;-;%;-;-;0.0;49427,71;-;;104x304.8;1x1R;100x300;Temas;1;Estandar;No;-;-;-;-;-
Proyecto;10145;REP. ETIQUETA INDUSTRIAL 60 x 25 SEMIBRILLO (rollo de 9.548 unid.) (93075) -SAP-44646, # Ref STOCK MINIMO;Facturado;03-01-2022;03-01-2022;03-01-2022;10-01-2022;09-08-2022;09-08-2022;F-0001;INNOPRINT 1;-;INNOPRINT 1;-;Omar Alejandro Vergara;6 IND BLC INDUSTRIAL BLANCA;-;1985984;1434650;-;-;130805;-;1565455;-;158745;1724200;5997672;A+;108,7;108,3;-;-;%;-;-;0.0;43298,66;-;110x2.000;85.5x254;4x3N;60x25;Temas;1;Estandar;No;-;-;-;-;-
Proyecto;10146;REP. ETI. IND. 70 x 15 SB PREPIC. (6mm) CON PREP.DE SEG. EN 4 ESQUINAS (cod. 008030)-SAP-42875, # Ref STOCK MINIMO;Facturado;03-01-2022;03-01-2022;04-01-2022;10-01-2022;09-08-2022;09-08-2022;F-0001;INNOPRINT 1;-;INNOPRINT 1;-;Omar Alejandro Vergara;6 IND BLC INDUSTRIAL BLANCA;-;2738800;2295003;-;-;209250;46024;2550277;-;235980;2786257;4902452;A;5,6;5,3;-;-;%;-;-;0.0;69264,67;-;110x2.000;57x368.3;5x3R;15x70;Temas;1;Estandar;No;-;-;-;-;-
Proyecto;10147;ET 68X100 PREPICADA BLANCA, # Ref NV 38401;Facturado;03-01-2022;04-01-2022;11-05-2022;-;09-08-2022;09-08-2022;F-0001;COMERCIAL GREENVIC S.A.;-;COMERCIAL GREENVIC S.A.;-;Rodrigo Abuter;6 IND BLC INDUSTRIAL BLANCA;-;120000;290784;-;-;26675;10812;328271;-;56430;384701;642000;A;0,1;-;-;-;%;-;-;0.0;8830,5;-;110x2.000;103.4x285.75;4x1R;100x68;Temas;1;Estandar;No;-;-;-;-;-
Proyecto;10148;CLONAR 7987;RechazadoCancela Compra;03-01-2022;-;-;-;-;-;-;AXIS LOGISTICA DE CHILE S.A.;-;AXIS LOGISTICA DE CHILE S.A.;-;Francisco Javier Urzua Ramirez;1 PRM PRIME;-;1000000;1353309;94701;-;41495;60132;1583137;-;166860;1749997;2920000;A;0,1;-;-;-;%;-;-;2.0;15069;-;300x2.000;270x266.7;4x5R;50x63;Temas;1;Estandar;No;1;-;-;-;
Proyecto;10149;REP.ETIQ.CIRCULAR 30MM. REGINA/ SAP 54629/ GREENVIC/ NV 38389/ 210.000 UNID., # Ref NV 38389;Facturado;03-01-2022;03-01-2022;05-01-2022;10-01-2022;09-08-2022;09-08-2022;F-0001;COMERCIAL GREENVIC S.A.;-;COMERCIAL GREENVIC S.A.;-;Marco Antonio Palacios Diaz;1 PRM PRIME;-;210000;92961;16407;-;2724;74747;186839;-;48195;235034;556500;A+;42,1;41,7;-;-;%;-;-;2.0;1035,11;-;;272x266.7;8x8R;30x30;Temas;1;Estandar;No;-;-;-;-;-
Proyecto;10151;REP. ETIQ.90x60 PLUMS 2LB./ SAP 5509/ GREENVIC/ NV 38388/ 50.000 UNID., # Ref NV 38388;Facturado;04-01-2022;04-01-2022;04-02-2022;28-02-2022;09-08-2022;09-08-2022;F-0001;COMERCIAL GREENVIC S.A.;-;COMERCIAL GREENVIC S.A.;-;Marco Antonio Palacios Diaz;1 PRM PRIME;-;50000;130450;47461;-;3613;4918;186442;-;51840;238282;371500;B;-6,5;-6,5;-;-;%;-;-;6.0;1440,88;-;;252x371.48;4x4R;60x90;Temas;1;Estandar;No;1;-;-;-;-
Proyecto;10152;REP.ETIQ.120X0 CHOCLO DULCE/ SAP 54308/ DOS MARIAS/ NV 38386/ 200.000 UNID., # Ref NV 38386;Facturado;04-01-2022;04-01-2022;06-01-2022;11-01-2022;09-08-2022;09-08-2022;F-0001;AGRICOLA LAS DOS MARIAS S.A.;-;AGRICOLA LAS DOS MARIAS S.A.;-;Marco Antonio Palacios Diaz;1 PRM PRIME;-;200000;1146681;295333;-;19266;30629;1491909;-;98820;1590729;1976001;B;-25,5;-25,5;-;-;%;-;-;7.0;6996,33;-;;296x371.48;3x4R;70x120;Temas;1;Estandar;No;1;-;-;-;-
Proyecto;10153;REP. WINEGLASS ROSALES/ SAP 52305/ AGRIC. ROSALES/ NV 38394/ 100.000 UNID., # Ref NV 38394;Facturado;04-01-2022;04-01-2022;04-02-2022;28-02-2022;09-08-2022;09-08-2022;F-0001;EXPORTADORA Y COMERCIALIZADORA ROSALES S.A;-;EXPORTADORA Y COMERCIALIZADORA ROSALES S.A;-;Marco Antonio Palacios Diaz;12 PRM WG PRIME WINEGLASS;-;100000;282107;5720;-;9979;6012;303818;-;23085;326903;636000;A+;16,7;16,7;-;-;%;-;-;2.0;3367,8;-;;155x320.68;2x5R;31x160,34;Temas;1;Estandar;No;-;-;-;-;-
Proyecto;10154;REP. ETIQ.63x63 DOLE EUROPA 250 GR./ SAP 54480/ DOLE/ NV 38363/ 220.000 UNID., # Ref NV 38363;Facturado;04-01-2022;04-01-2022;04-02-2022;28-02-2022;09-08-2022;09-08-2022;F-0001;DOLE CHILE S.A.;-;DOLE CHILE S.A.;-;Marco Antonio Palacios Diaz;1 PRM PRIME;-;220000;375187;173870;-;11411;16775;577243;-;74520;651763;596200;B;-45,1;-45,1;-;-;%;-;-;5.0;4144,13;-;;272x266.7;4x4R;63x63;Temas;1;Estandar;No;1;-;-;-;-
Proyecto;10155;REP. ETIQ.60X60 DOLE PRIMORE/ SAP 54475/ DOLE/ NV 38363/ 220.000 UNID, # Ref NV 38363;Facturado;04-01-2022;04-01-2022;04-02-2022;28-02-2022;09-08-2022;09-08-2022;F-0001;DOLE CHILE S.A.;-;DOLE CHILE S.A.;-;Marco Antonio Palacios Diaz;1 PRM PRIME;-;220000;321720;146667;-;8839;15321;492547;-;66825;559372;869000;B;-6,8;-6,8;-;-;%;-;-;8.0;3210,57;-;;321.6x387.35;6x5R;60,32x60,32;Temas;1;Estandar;No;-;-;-;-;-
Proyecto;10156;ETIQUETA IND. 75 X 40 SB DOS COLUMNAS;RechazadoCancela Compra;04-01-2022;-;-;-;-;-;-;AGRICOLA LA PRIMAVERA S.A.;-;AGRICOLA LA PRIMAVERA S.A.;-;Waldo Waghorn;6 IND BLC INDUSTRIAL BLANCA;-;200000;456743;-;-;24699;7812;489254;-;54435;543689;908000;A;0,2;-;-;-;%;-;-;0.0;8176,5;-;160x2.000;83.2x158.75;2x2R;40x75;Temas;1;Estandar;No;-;-;-;-;
Proyecto;10157;CLONAR 10037 ;RechazadoCancela Compra;04-01-2022;-;-;-;-;-;-;INNOPRINT 1;-;INNOPRINT 1;-;Francisco Javier Urzua Ramirez;3 PRM DG PRIME DIGITAL;-;30000;413721;98900;-;6348;14754;533723;-;101390;635113;1058700;A;-;-;-;-;%;-;-;0.0;2224;-;330x2.000;282x816;4x3R;90x200;Temas;3;Estandar;No;-;-;-;-;
Proyecto;10158;ETIQUETA INDUSTRIAL 30 X 50 SEMIBRILLO VERDE 348, # Ref NV 38387;Facturado;04-01-2022;05-01-2022;04-02-2022;28-02-2022;09-08-2022;09-08-2022;F-0001;EXPORTADORA E INVERSIONES AGROBERRIES LTDA.;-;EXPORTADORA E INVERSIONES AGROBERRIES LTDA.;-;Marco Antonio Palacios Diaz;5 IND IMP INDUSTRIAL IMPRESAS;-;200000;80487;3575;8171;10374;4362;106969;-;23940;130909;220000;A;0,8;-;-;-;%;-;-;1.0;3500,75;-;110x500;108x266.7;8x2R;50x30;Temas;1;Estandar;No;-;-;-;-;-
Proyecto;10161;RECSTEO - WINEGLASS - RODRIGO FERNANDEZ;RechazadoCancela Compra;04-01-2022;-;-;-;-;-;-;RODRIGO FERNANDEZ F. Y CIA. LTDA;-;RODRIGO FERNANDEZ F. Y CIA. LTDA;-;Hernan Lara Alvarez;12 PRM WG PRIME WINEGLASS;-;560000;1579493;73216;-;55880;33612;1742201;-;70680;1812881;3024000;A;0,1;-;-;-;%;-;-;5.0;18856,08;-;158x0;155x320.68;2x5N;160,34x31;Temas;1;Estandar;No;-;-;-;-;
Proyecto;10162;[REPETICION] [SAP 51727]  ETIQUETA INDUSTRIAL 75 X 50 TERMICO PROTEGIDO LINER AMARILLO ADH.FRIO (3030441) 2MM. SEPARACION;RechazadoCancela Compra;04-01-2022;-;-;-;-;-;-;SALMONES BLUMAR S.A.;-;SALMONES BLUMAR S.A.;-;Mauricio Fernando Medina Leon;6 IND BLC INDUSTRIAL BLANCA;-;100000;264909;-;-;3994;5013;273916;-;75600;349516;583000;A;0,1;-;-;-;%;-;-;0.0;1309,33;-;330x2.000;324x307.98;4x6N;75x50;Temas;1;Estandar;No;-;-;-;-;
Proyecto;10163;[REPETICION] [SAP 54459] ETIQUETA PRIME 200 X 100 FILE DE SALMAO BLUMAR (LINER AMAR.) NVO DISEÑO 2021 (3050426);RechazadoCancela Compra;04-01-2022;-;-;-;-;-;-;SALMONES BLUMAR S.A.;-;SALMONES BLUMAR S.A.;-;Mauricio Fernando Medina Leon;1 PRM PRIME;-;15000;251681;6889;-;3187;5356;267113;-;70470;337583;562650;A;-;-;-;-;%;-;-;4.0;1243,95;-;330x2.000;312x409.58;2x3R;100x200;Temas;1;Estandar;No;1;-;-;-;
Proyecto;10164;ET CIRCULAR KORDIA SIN FOLIA;RechazadoCancela Compra;04-01-2022;-;-;-;-;-;-;COMERCIAL GREENVIC S.A.;-;COMERCIAL GREENVIC S.A.;-;Rodrigo Abuter;1 PRM PRIME;-;310000;132243;19448;40926;4020;5918;297386;-;74729;372115;623099;A;0,5;-;-;-;%;-;-;2.0;1459,83;-;300x2.000;272x266.7;8x8R;30x30;Temas;1;Estandar;No;1;-;-;-;
Proyecto;10165;RECOSTE - WINEGLASS RANDU 160 x 40, # Ref NV 38411;Facturado;04-01-2022;05-01-2022;04-02-2022;28-02-2022;09-08-2022;09-08-2022;F-0001;SOCIEDAD AGRICOLA RANDU LTDA;-;SOCIEDAD AGRICOLA RANDU LTDA;-;Hernan Lara Alvarez;12 PRM WG PRIME WINEGLASS;-;450000;1270014;-;-;44904;27012;1341930;-;63736;1405666;2344500;A;0,1;-;-;-;%;-;-;0.0;15152,6;-;158x0;155x320.68;2x5N;160,34x31;Temas;1;Estandar;No;-;-;-;-;-
Proyecto;10166;REP. ETIQUETA IND. 30 X 100 SEMIBRIILO-SAP-551, # Ref STOCK MINIMO;Facturado;05-01-2022;05-01-2022;05-01-2022;12-01-2022;09-08-2022;09-08-2022;F-0001;INNOPRINT 1;-;INNOPRINT 1;-;Omar Alejandro Vergara;6 IND BLC INDUSTRIAL BLANCA;-;504000;572886;-;-;17428;-;590314;-;179200;769514;806400;B;-32,1;-37,3;-;-;%;-;-;0.0;5713,7;-;330x2.000;312x266.7;8x3R;100x30;Temas;1;Estandar;No;-;-;-;-;-
Proyecto;10167;REP.ETIQ. CIRULAR 50MM GRAPA/49732/ BAUZA/ NV 38399/ 300.000 UNID., # Ref NV 38399;Facturado;05-01-2022;05-01-2022;11-05-2022;-;09-08-2022;09-08-2022;F-0001;AGRICOLA EL MAITENAL S.A.;-;AGRICOLA EL MAITENAL S.A.;-;Marco Antonio Palacios Diaz;3 PRM DG PRIME DIGITAL;-;300000;347620;169555;-;9896;25329;552400;-;143892;696292;2445000;A+;110,7;110,6;-;-;%;-;-;0.0;3467;-;;265x742;14x5R;50x50;Temas;1;Estandar;No;-;-;-;-;-
Proyecto;10168;REP.ETIQ.80X100 PP/ SAP 36234/ COPEVAL/ NV 38405/ 229.152 UNID. , # Ref NV 38304;Facturado;05-01-2022;05-01-2022;04-02-2022;28-02-2022;09-08-2022;09-08-2022;F-0001;INNOPRINT 1;-;INNOPRINT 1;-;Marco Antonio Palacios Diaz;6 IND BLC INDUSTRIAL BLANCA;-;229152;1178191;-;-;20125;24150;1222466;-;200200;1422666;1856132;B;-21,7;-21,7;-;-;%;-;-;0.0;6597,35;-;;312x254;3x3R;100x80;Temas;1;Estandar;No;-;-;-;-;-
Proyecto;10169;ETIQUETA INDUSTRIAL 35 X 100 SB Cono 1;RechazadoIngresa otra OT;05-01-2022;-;-;-;-;-;-;EXPORTADORA E INVERSIONES AGROBERRIES LTDA.;-;EXPORTADORA E INVERSIONES AGROBERRIES LTDA.;-;Marco Antonio Palacios Diaz;6 IND BLC INDUSTRIAL BLANCA;-;100000;130371;-;-;11856;4812;147039;-;45928;192967;240000;B;-25,4;-25,5;-;-;%;-;-;0.0;3925;-;110x2.000;104x266.7;7x1R;100x35;Temas;1;Estandar;No;-;-;-;-;
Proyecto;10170;ETIQUETA IND. 80X80 SB, # Ref NV 38383;Facturado;05-01-2022;05-01-2022;19-01-2022;21-01-2022;09-08-2022;09-08-2022;F-0001;AGRICOLA LA PRIMAVERA S.A.;-;AGRICOLA LA PRIMAVERA S.A.;-;Marco Antonio Palacios Diaz;6 IND BLC INDUSTRIAL BLANCA;-;15000;42415;-;-;-;1302;43717;-;61600;105317;127500;B;-27,4;-27,4;-;-;%;-;-;0.0;655;-;200x2.000;168x254;3x2R;80x80;Temas;1;Estandar;No;-;-;-;-;-
Proyecto;10171;RECOSTEO - ET ALTO EN SAP 51240 - DHL, # Ref NV 38418;Facturado;05-01-2022;06-01-2022;10-01-2022;31-01-2022;09-08-2022;09-08-2022;F-0001;DHL SUPPLY CHAIN CHILE S.A.;-;DHL SUPPLY CHAIN CHILE S.A.;-;Hernan Lara Alvarez;1 PRM PRIME;-;1323000;3241177;181044;-;60219;62382;3544822;-;310147;3854969;6429780;A;0,1;-;-;-;%;-;-;2.0;21868,65;-;300x2.000;268x409.58;7x4R;63x55;Temas;1;Estandar;No;-;-;-;-;-
Proyecto;10172;RECOSTEO - ET. WINEGLASS SANPERR;RechazadoCancela Compra;05-01-2022;-;-;-;-;-;-;SOCIEDAD COMERCIALIZADORA SANPERR LTDA;-;SOCIEDAD COMERCIALIZADORA SANPERR LTDA;-;Hernan Lara Alvarez;12 PRM WG PRIME WINEGLASS;-;600000;2288324;49029;56204;59871;36012;2489440;-;81545;2570985;4290000;A;0,1;-;-;-;%;-;-;4.0;20203,8;-;167x0;155x320.68;2x5R;31x160,34;Temas;1;Estandar;No;-;-;-;-;
Proyecto;10173;ET KRAFT 80X60 CNO 1;RechazadoCancela Compra;05-01-2022;-;-;-;-;-;-;COMERCIAL GREENVIC S.A.;-;COMERCIAL GREENVIC S.A.;-;Rodrigo Abuter;5 IND IMP INDUSTRIAL IMPRESAS;-;50000;105356;47620;18422;256587;3312;431297;-;40929;472226;787500;A;0,1;-;-;-;%;-;-;2.0;2180,67;-;160x2.000;128x254;3x2R;60x80;Temas;1;Estandar;No;-;-;-;-;
Proyecto;10174;ETQ CORONA TE ODIO 100ML , # Ref NV 38481;Facturado;05-01-2022;12-01-2022;11-05-2022;-;09-08-2022;09-08-2022;F-0001;INNOPRINT 1;-;INNOPRINT 1;-;Francisco Javier Urzua Ramirez;1 PRM PRIME;-;40000;212515;82434;-;3641;10599;309189;-;83602;392791;792800;A+;21,1;21,1;-;-;%;-;-;0.0;1276;-;333x2.000;308x702;6x4R;73x115;Temas;1;Estandar;No;-;-;-;-;-
Proyecto;10178;ET TERMO LOVE LEMON 385;RechazadoCancela Compra;05-01-2022;-;-;-;-;-;-;INNOPRINT 1;-;INNOPRINT 1;-;Francisco Javier Urzua Ramirez;10 TMC TERMOCONTRAIBLE;-;160000;1112367;442405;-;457952;-;2190068;-;719530;2909598;5336000;A+;10;22,3;-;-;%;-;-;18.0;29277;-;240x0;198x323.86;2x1R;198x161,93;Temas;3;Estandar;No;2;-;-;-;
Proyecto;10179;ET TERMO TULA 473 CC V2, # Ref NV 38775;Facturado;05-01-2022;18-03-2022;11-05-2022;-;09-08-2022;09-08-2022;F-0001;INNOPRINT 1;-;INNOPRINT 1;-;Francisco Javier Urzua Ramirez;10 TMC TERMOCONTRAIBLE;-;30000;200810;183750;-;190848;-;575408;-;178269;753677;1193400;B+;-5;-;-;-;%;-;-;7.0;5220,7;-;240x0;224x307.98;2x1R;224x153,99;Temas;1;Estandar;No;-;-;-;-;-
Proyecto;10180;ETQ SUGAR PLUMS 20X70 RECTANGULAR , # Ref NV 38526;Facturado;05-01-2022;14-01-2022;11-05-2022;-;09-08-2022;09-08-2022;F-0001;OLIVAR EXPORT SPA;-;OLIVAR EXPORT SPA;-;Francisco Javier Urzua Ramirez;1 PRM PRIME;-;500000;328040;45380;22812;30217;291522;717971;-;91823;809794;1350000;A;-;-;-;-;%;-;-;1.0;3710,24;-;300x2.000;280x288.93;11x4N;25x70;Temas;1;Estandar;No;1;-;-;-;-
Proyecto;10182;ET PRIME 70 x 100 2 colores  PP FRIO ;RechazadoCancela Compra;05-01-2022;-;-;-;-;-;-;CERMAQ CHILE S.A.;-;CERMAQ CHILE S.A.;-;Mauricio Fernando Medina Leon;5 IND IMP INDUSTRIAL IMPRESAS;-;50000;133960;47620;12941;11362;4612;210495;-;48740;259235;432500;A;0,1;-;-;-;%;-;-;2.0;3761,33;-;110x2.000;104x219.08;3x1R;100x70;Temas;1;Estandar;No;-;-;-;-;
Proyecto;10183;CLONAR NUEVAMENTE 10037 ETQ LIMONADA SALUM ;RechazadoCancela Compra;05-01-2022;-;-;-;-;-;-;INNOPRINT 1;-;INNOPRINT 1;-;Francisco Javier Urzua Ramirez;3 PRM DG PRIME DIGITAL;-;40000;551889;131894;-;8464;19629;711876;-;153579;865455;1442800;A;-;-;-;-;%;-;-;0.0;2965;-;330x2.000;312x816;4x3R;100x200;Temas;3;Estandar;No;-;-;-;-;
Proyecto;10184;ET CLAMSHELL 60 X 60 MM. WALLMART  TRIANGULAR CARSOL 18 OZ , # Ref NV 38431;Facturado;05-01-2022;10-01-2022;19-01-2022;01-02-2022;09-08-2022;09-08-2022;F-0001;CARSOL FRUIT EXPORT S.A;-;CARSOL FRUIT EXPORT S.A;-;Francisco Javier Urzua Ramirez;2 PRM CL PRIME CLAMSHELL;-;100000;144053;8478;-;4018;4892;161441;-;61053;222494;371000;A;-;-;-;-;%;-;-;3.0;1481,17;-;330x2.000;315x387.35;6x5R;60x60;Temas;1;Estandar;No;1;-;-;-;-
Proyecto;10186;ETQ GIUMARRA NATURE´S PARTNER 1 DRY PINT , # Ref NV 38341;Facturado;05-01-2022;10-01-2022;19-01-2022;01-02-2022;09-08-2022;09-08-2022;F-0001;CARSOL FRUIT EXPORT S.A;-;CARSOL FRUIT EXPORT S.A;-;Francisco Javier Urzua Ramirez;2 PRM CL PRIME CLAMSHELL;-;300000;322030;193309;-;8299;10332;533970;-;106476;640446;942000;B;-11,7;-;-;-;%;-;-;5.0;3014;-;330x2.000;324x266.7;5x6R;50x50;Temas;1;Estandar;No;1;-;-;-;-
Proyecto;10187;ET PRIME  80 x 100 PP FRIO 1 color  ATLANTIC SALMON SKIN ON PORTIONS  ENE 22, # Ref 38465;Facturado;05-01-2022;11-01-2022;11-05-2022;-;09-08-2022;09-08-2022;F-0001;SALMONES BLUMAR S.A.;-;SALMONES BLUMAR S.A.;-;Mauricio Fernando Medina Leon;3 PRM DG PRIME DIGITAL;-;32000;179931;13194;-;2789;9010;204924;-;71217;276141;510400;A+;10,9;10,8;-;-;%;-;-;0.0;977;-;330x2.000;312x672;8x3R;100x80;Temas;1;Estandar;No;-;-;-;-;-
Proyecto;10188;ETIQUETA 35X100 SB CONO 1, # Ref NV 38387;Facturado;05-01-2022;05-01-2022;06-01-2022;13-01-2022;09-08-2022;09-08-2022;F-0001;EXPORTADORA E INVERSIONES AGROBERRIES LTDA.;-;EXPORTADORA E INVERSIONES AGROBERRIES LTDA.;-;Marco Antonio Palacios Diaz;6 IND BLC INDUSTRIAL BLANCA;-;100000;130371;-;-;11856;4812;147039;-;45928;192967;274000;B;-14,8;-;-;-;%;-;-;0.0;3925;-;110x2.000;104x266.7;7x1R;100x35;Temas;1;Estandar;No;-;-;-;-;-
Proyecto;10190;"REP PRODEA NV 38410 SAP 54208 300.000 TOTAL54209 ETIQ. PRIME CO & COU CARNE MOLIDA 3% VACUNO  114 X 57 MM AE C1,5"" + 4% VACUNO, # Ref NV 38410";Facturado;05-01-2022;05-01-2022;07-01-2022;12-01-2022;09-08-2022;09-08-2022;F-0001;PRODEA S.A.;-;PRODEA S.A.;-;Ivonne Cecilia Corvalan Leon;1 PRM PRIME;-;300000;1589375;578970;-;27417;35501;2231263;-;148969;2380232;3024000;B;-23,8;-23,8;-;-;%;-;-;12.0;9956,75;-;;240x352.43;3x4R;57x114;Temas;2;Estandar;No;1;-;-;-;-
Proyecto;10191;"REP PRODEA NV 38408 SAP 54211 Y 54212 ETIQ. PRIME CO & COU CARNE MOLIDA 7% VACUNO 114 X 57 MM AE C1,5"" 120.000 +10% VACUNO 600.000, # Ref NV 38408";Facturado;05-01-2022;05-01-2022;17-01-2022;31-01-2022;09-08-2022;09-08-2022;F-0001;PRODEA S.A.;-;PRODEA S.A.;-;Ivonne Cecilia Corvalan Leon;1 PRM PRIME;-;720000;3814275;1389526;-;65799;85183;5354783;-;291099;5645882;7257600;B;-22,9;-22,9;-;-;%;-;-;12.0;23894,8;-;;240x352.43;3x4R;57x114;Temas;2;Estandar;No;1;-;-;-;-
Proyecto;10192;ETIQUETA PRIME 100 X 50 MM. AGUA LOS PIMIENTOS PURIFICADA 500 ML , # Ref NV 38406;Facturado;05-01-2022;07-01-2022;04-02-2022;28-02-2022;09-08-2022;09-08-2022;F-0001;DANILO ORESTE LATORRE NEYRA;-;DANILO ORESTE LATORRE NEYRA;-;Francisco Javier Urzua Ramirez;1 PRM PRIME;-;500000;1050910;171580;140673;31945;46216;1441324;-;202695;1644019;2745000;A;0,2;-;-;-;%;-;-;6.0;11601;-;300x2.000;270x307.98;3x5R;50x100;Temas;1;Estandar;No;1;-;-;-;-
Proyecto;10193;REP.ETIQ.30X100 SB/ SAP 551/ LAFRUT/ NV 38412/ 290.000 UNID. , # Ref NV 38412;Facturado;05-01-2022;05-01-2022;04-02-2022;28-02-2022;09-08-2022;09-08-2022;F-0001;MATERIALES DE EMBALAJE S.A.;-;MATERIALES DE EMBALAJE S.A.;-;Marco Antonio Palacios Diaz;6 IND BLC INDUSTRIAL BLANCA;-;290000;354684;-;-;30084;-;384768;-;65611;450379;435000;B;-42;-42,1;-;-;%;-;-;0.0;9958,88;-;;104x266.7;8x1R;100x30;Temas;1;Estandar;No;-;-;-;-;-
Proyecto;10194;REP.ETIQ.50X50 SB/ SAP 669/ LAFRUT/ NV 38412/ 300.000 UNID., # Ref NV 38412;Facturado;05-01-2022;05-01-2022;04-02-2022;28-02-2022;09-08-2022;09-08-2022;F-0001;BEST BERRY CHILE S.A.;-;BEST BERRY CHILE S.A.;-;Marco Antonio Palacios Diaz;6 IND BLC INDUSTRIAL BLANCA;-;300000;271139;-;-;8299;10332;289770;-;109200;398970;576000;B;-13,4;-13,5;-;-;%;-;-;0.0;2721;-;;324x266.7;5x6R;50x50;Temas;1;Estandar;No;-;-;-;-;-
Proyecto;10195;REP. ETIQUETA IND. 140 X 50 2 CL. FASC (COD. 11002533)-SAP-38919, # Ref STOCK MINIMO;Facturado;06-01-2022;06-01-2022;06-01-2022;13-01-2022;09-08-2022;09-08-2022;F-0001;VIÑA CONCHA Y TORO S.A.;-;VIÑA CONCHA Y TORO S.A.;-;Omar Alejandro Vergara;6 IND BLC INDUSTRIAL BLANCA;-;168000;1089136;-;-;37345;15636;1142117;-;73422;1215539;1629600;B;-19,6;-19,6;-;-;%;-;-;0.0;12362,5;-;110x1.500;108x285.75;2x2R;50x140;Temas;1;Estandar;No;-;-;-;-;-
