Codigo,Componente,Nombre_Componente
49288,CPS0019,CONSUMO DE LAMINADO
49289,43695,LAMINADO 333MM PP TRANSP. PPT50P-P1-G62S ARC
49289,CPS0019,CONSUMO DE LAMINADO
49290,CPS0019,CONSUMO DE LAMINADO
49290,46148,LAMINADO 330MM PPBB60-P1-G62S
49291,CPS0019,CONSUMO DE LAMINADO
49291,43695,LAMINADO 333MM PP TRANSP. PPT50P-P1-G62S ARC
49293,44928,LAMINADO 300MM PAPEL SEMIBRILLO L80-PH-G62S Exacto ARP
49293,CPS0019,CONSUMO DE LAMINADO
49295,CPS0019,CONSUMO DE LAMINADO
49295,44927,LAMINADO 330MM PAPEL SEMIBRILLO L80-PH-G62S ( EXACTO) ARP
49296,44928,LAMINADO 300MM PAPEL SEMIBRILLO L80-PH-G62S Exacto ARP
49296,CPS0019,CONSUMO DE LAMINADO
49297,44928,LAMINADO 300MM PAPEL SEMIBRILLO L80-PH-G62S Exacto ARP
49297,CPS0019,CONSUMO DE LAMINADO
49299,CPS0019,CONSUMO DE LAMINADO
49299,44927,LAMINADO 330MM PAPEL SEMIBRILLO L80-PH-G62S ( EXACTO) ARP
49300,44927,LAMINADO 330MM PAPEL SEMIBRILLO L80-PH-G62S ( EXACTO) ARP
49300,CPS0019,CONSUMO DE LAMINADO
49305,CPS0019,CONSUMO DE LAMINADO
49305,51344,LAMINADO 260MM PAPEL SEMIBRILLO 80 GR AP 904 ( 6770) RI
49306,CPS0019,CONSUMO DE LAMINADO
49306,45650,LAMINADO 260MM PAPEL SEMIBRILLO F0204B /AT20/40#SCK AD
49309,42674,LAMINADO 120MM PAPEL SINTETICO 80micras
49309,CPS0019,CONSUMO DE LAMINADO
49316,43573,LAMINADO 200MM PPBB60-P1-G62S
49316,CPS0019,CONSUMO DE LAMINADO
49316,44544,LAMINADO 200MM PPDL54P4 OPTIMA MATE AF1000 G60 ARC
49317,CPS0019,CONSUMO DE LAMINADO
49317,47363,LAMINADO 200MM PPDL54P1 OPTIMA MATE G60
49317,44892,LAMINADO 200MM PPBB60-P4-G62S
49318,CPS0019,CONSUMO DE LAMINADO
49318,47363,LAMINADO 200MM PPDL54P1 OPTIMA MATE G60
49318,43573,LAMINADO 200MM PPBB60-P1-G62S
49319,CPS0019,CONSUMO DE LAMINADO
49319,47363,LAMINADO 200MM PPDL54P1 OPTIMA MATE G60
49320,CPS0019,CONSUMO DE LAMINADO
49320,44928,LAMINADO 300MM PAPEL SEMIBRILLO L80-PH-G62S Exacto ARP
49321,CPS0019,CONSUMO DE LAMINADO
49321,46649,LAMINADO CINTA P/LAMINAR  PP TRANSP. 310MM OLPP24-M-1500
49321,46722,LAMINADO 320MM PPDL54BH OPTIMA MATE AF1000 G60
49323,44533,LAMINADO 320MM PPDL54P4 OPTIMA MATE AF1000 G60 ARC
49323,CPS0019,CONSUMO DE LAMINADO
49324,42817,LAMINADO 300MM BOPP BCO. BRILLANTE 60 TC (08065)
49324,CPS0019,CONSUMO DE LAMINADO
49325,42817,LAMINADO 300MM BOPP BCO. BRILLANTE 60 TC (08065)
49325,CPS0019,CONSUMO DE LAMINADO
49326,42817,LAMINADO 300MM BOPP BCO. BRILLANTE 60 TC (08065)
49326,CPS0019,CONSUMO DE LAMINADO
49327,42817,LAMINADO 300MM BOPP BCO. BRILLANTE 60 TC (08065)
49327,CPS0019,CONSUMO DE LAMINADO
49333,43695,LAMINADO 333MM PP TRANSP. PPT50P-P1-G62S ARC
49333,CPS0019,CONSUMO DE LAMINADO
49334,44533,LAMINADO 320MM PPDL54P4 OPTIMA MATE AF1000 G60 ARC
49334,CPS0019,CONSUMO DE LAMINADO
49335,44533,LAMINADO 320MM PPDL54P4 OPTIMA MATE AF1000 G60 ARC
49335,CPS0019,CONSUMO DE LAMINADO
49336,44533,LAMINADO 320MM PPDL54P4 OPTIMA MATE AF1000 G60 ARC
49336,CPS0019,CONSUMO DE LAMINADO
49343,44533,LAMINADO 320MM PPDL54P4 OPTIMA MATE AF1000 G60 ARC
49343,CPS0019,CONSUMO DE LAMINADO
49344,43299,LAMINADO 110MM PAPEL TRANSFER TT64/PH
49344,CPS0019,CONSUMO DE LAMINADO
49346,45506,LAMINADO 330MM PP TRANSPARENTE RESPALDO PET T50/P1 PST30
49346,CPS0019,CONSUMO DE LAMINADO
49347,CPS0019,CONSUMO DE LAMINADO
49347,45506,LAMINADO 330MM PP TRANSPARENTE RESPALDO PET T50/P1 PST30
49348,CPS0019,CONSUMO DE LAMINADO
49348,45585,LAMINADO 330MM BOPP  METALIZADO PLATA BRILLANTE RI 717/50
49349,CPS0019,CONSUMO DE LAMINADO
49349,48646,LAMINADO FILM PETG 290 MM 45 MIC
49350,CPS0019,CONSUMO DE LAMINADO
49350,48646,LAMINADO FILM PETG 290 MM 45 MIC
49351,CPS0019,CONSUMO DE LAMINADO
49351,48646,LAMINADO FILM PETG 290 MM 45 MIC
49354,39805,LAMINADO 230MM PAPEL SEMIBRILLO  80 GR 6770 AP904 RI
49354,CPS0019,CONSUMO DE LAMINADO
49355,CPS0019,CONSUMO DE LAMINADO
49355,46148,LAMINADO 330MM PPBB60-P1-G62S
49356,CPS0019,CONSUMO DE LAMINADO
49356,46118,LAMINADO 300MM PPBB60-P1-G62S
49357,CPS0019,CONSUMO DE LAMINADO
49357,710,LAMINADO 167 WINEGLASS (AUTOMATICO) PT220 ECO
49358,39805,LAMINADO 230MM PAPEL SEMIBRILLO  80 GR 6770 AP904 RI
49358,CPS0019,CONSUMO DE LAMINADO
49359,CPS0019,CONSUMO DE LAMINADO
49359,46344,LAMINADO 160MM PPBB60-P1-G62S (Samson)
49365,44533,LAMINADO 320MM PPDL54P4 OPTIMA MATE AF1000 G60 ARC
49365,CPS0019,CONSUMO DE LAMINADO
49366,44533,LAMINADO 320MM PPDL54P4 OPTIMA MATE AF1000 G60 ARC
49366,CPS0019,CONSUMO DE LAMINADO
49367,CPS0019,CONSUMO DE LAMINADO
49367,45506,LAMINADO 330MM PP TRANSPARENTE RESPALDO PET T50/P1 PST30
49368,44927,LAMINADO 330MM PAPEL SEMIBRILLO L80-PH-G62S ( EXACTO) ARP
49368,CPS0019,CONSUMO DE LAMINADO
49368,46187,LAMINADO FOLIA ORO COLDFOIL 320MM DGCF-613-OP
49369,44927,LAMINADO 330MM PAPEL SEMIBRILLO L80-PH-G62S ( EXACTO) ARP
49369,CPS0019,CONSUMO DE LAMINADO
49369,46187,LAMINADO FOLIA ORO COLDFOIL 320MM DGCF-613-OP
49370,CPS0019,CONSUMO DE LAMINADO
49370,46148,LAMINADO 330MM PPBB60-P1-G62S
49371,CPS0019,CONSUMO DE LAMINADO
49371,46148,LAMINADO 330MM PPBB60-P1-G62S
49372,46148,LAMINADO 330MM PPBB60-P1-G62S
49372,CPS0019,CONSUMO DE LAMINADO
49373,46148,LAMINADO 330MM PPBB60-P1-G62S
49373,CPS0019,CONSUMO DE LAMINADO
49375,46148,LAMINADO 330MM PPBB60-P1-G62S
49375,CPS0019,CONSUMO DE LAMINADO
49376,CPS0019,CONSUMO DE LAMINADO
49376,46148,LAMINADO 330MM PPBB60-P1-G62S
49377,46148,LAMINADO 330MM PPBB60-P1-G62S
49377,CPS0019,CONSUMO DE LAMINADO
49378,CPS0019,CONSUMO DE LAMINADO
49378,59937,LAMINADO 330MM PAPEL TERMICO T70-PH-ECO-G60 ARP
49380,44896,LAMINADO 300MM PP BLANCO PPBB60-P4-G62S
49380,CPS0019,CONSUMO DE LAMINADO
49381,44896,LAMINADO 300MM PP BLANCO PPBB60-P4-G62S
49381,CPS0019,CONSUMO DE LAMINADO
49384,CPS0019,CONSUMO DE LAMINADO
49384,51557,LAMINADO FILM PETG 280 MM 45 MIC
49385,CPS0019,CONSUMO DE LAMINADO
49385,48641,LAMINADO FILM PVC 330 MM 40 MIC
49386,CPS0019,CONSUMO DE LAMINADO
49386,48643,LAMINADO FILM PVC 290 MM 50 MIC
49388,43197,LAMINADO 200MM PAPEL SEMIBRILLO 80/P ARC
49388,CPS0019,CONSUMO DE LAMINADO
49398,43178,LAMINADO 330MM PAPEL SEMIBRILLO L80-P3H  EXACTO
49398,CPS0019,CONSUMO DE LAMINADO
49398,46168,LAMINADO FOLIA ORO COLDFOIL 330MM DGCF-613-OP
49416,CPS0019,CONSUMO DE LAMINADO
49416,48442,LAMINADO 100MM PAPEL TRANSFER TT64/PH
49423,46148,LAMINADO 330MM PPBB60-P1-G62S
49423,CPS0019,CONSUMO DE LAMINADO
49424,46148,LAMINADO 330MM PPBB60-P1-G62S
49424,CPS0019,CONSUMO DE LAMINADO
49425,46148,LAMINADO 330MM PPBB60-P1-G62S
49425,CPS0019,CONSUMO DE LAMINADO
49426,46148,LAMINADO 330MM PPBB60-P1-G62S
49426,CPS0019,CONSUMO DE LAMINADO
49430,44927,LAMINADO 330MM PAPEL SEMIBRILLO L80-PH-G62S ( EXACTO) ARP
49430,CPS0019,CONSUMO DE LAMINADO
49431,CPS0019,CONSUMO DE LAMINADO
49431,58892,LAMINADO 330MM PPBB57-P4-G58 ARC
49433,46148,LAMINADO 330MM PPBB60-P1-G62S
49433,CPS0019,CONSUMO DE LAMINADO
49439,44533,LAMINADO 320MM PPDL54P4 OPTIMA MATE AF1000 G60 ARC
49439,CPS0019,CONSUMO DE LAMINADO
49440,CPS0019,CONSUMO DE LAMINADO
49440,46036,LAMINADO 110MM PAPEL SEMIBRILLO L80-PH-G62S (EXACTO) ARP
49441,46036,LAMINADO 110MM PAPEL SEMIBRILLO L80-PH-G62S (EXACTO) ARP
49441,CPS0019,CONSUMO DE LAMINADO
49442,CPS0019,CONSUMO DE LAMINADO
49442,46192,LAMINADO 330MM PPBB60-P4-G62S
49444,40500,LAMINADO 160MM BOPP  BLACO. 60 UTC RI 707/BL 8065 EXACTO
49444,CPS0019,CONSUMO DE LAMINADO
49445,40500,LAMINADO 160MM BOPP  BLACO. 60 UTC RI 707/BL 8065 EXACTO
49445,CPS0019,CONSUMO DE LAMINADO
49446,40500,LAMINADO 160MM BOPP  BLACO. 60 UTC RI 707/BL 8065 EXACTO
49446,CPS0019,CONSUMO DE LAMINADO
49447,40500,LAMINADO 160MM BOPP  BLACO. 60 UTC RI 707/BL 8065 EXACTO
49447,CPS0019,CONSUMO DE LAMINADO
49448,40500,LAMINADO 160MM BOPP  BLACO. 60 UTC RI 707/BL 8065 EXACTO
49448,CPS0019,CONSUMO DE LAMINADO
49449,40500,LAMINADO 160MM BOPP  BLACO. 60 UTC RI 707/BL 8065 EXACTO
49449,43452,LAMINADO 160MM PP BCO BTE P4 38M G58 ARC
49449,CPS0019,CONSUMO DE LAMINADO
49450,CPS0019,CONSUMO DE LAMINADO
49450,49530,LAMINADO PP HOLOGRAFICO 320MM
49451,CPS0019,CONSUMO DE LAMINADO
49451,49530,LAMINADO PP HOLOGRAFICO 320MM
49452,CPS0019,CONSUMO DE LAMINADO
49452,49530,LAMINADO PP HOLOGRAFICO 320MM
49453,CPS0019,CONSUMO DE LAMINADO
49453,49530,LAMINADO PP HOLOGRAFICO 320MM
49454,CPS0019,CONSUMO DE LAMINADO
49454,49530,LAMINADO PP HOLOGRAFICO 320MM
49455,CPS0019,CONSUMO DE LAMINADO
49455,49530,LAMINADO PP HOLOGRAFICO 320MM
49456,CPS0019,CONSUMO DE LAMINADO
49456,49530,LAMINADO PP HOLOGRAFICO 320MM
49457,CPS0019,CONSUMO DE LAMINADO
49457,49530,LAMINADO PP HOLOGRAFICO 320MM
49458,CPS0019,CONSUMO DE LAMINADO
49458,49530,LAMINADO PP HOLOGRAFICO 320MM
49459,CPS0019,CONSUMO DE LAMINADO
49459,49530,LAMINADO PP HOLOGRAFICO 320MM
49462,43477,LAMINADO 110MM PP TRANSPARENTE 50/P1-G62S ARC
49462,CPS0019,CONSUMO DE LAMINADO
49464,CPS0019,CONSUMO DE LAMINADO
49464,46722,LAMINADO 320MM PPDL54BH OPTIMA MATE AF1000 G60
49465,CPS0019,CONSUMO DE LAMINADO
49465,46722,LAMINADO 320MM PPDL54BH OPTIMA MATE AF1000 G60
49466,CPS0019,CONSUMO DE LAMINADO
49466,46722,LAMINADO 320MM PPDL54BH OPTIMA MATE AF1000 G60
49467,CPS0019,CONSUMO DE LAMINADO
49467,48646,LAMINADO FILM PETG 290 MM 45 MIC
49468,46888,LAMINADO 160MM GREEN PAPER 120µ HP 2300/GL62 INNO
49468,CPS0019,CONSUMO DE LAMINADO
49473,45051,LAMINADO 330MM PAPEL TRANSFER TT64/PH
49473,CPS0019,CONSUMO DE LAMINADO
49474,CPS0019,CONSUMO DE LAMINADO
49474,49200,LAMINADO 160MM GREEN PAPER 100µ AE500 GL62 INNO
49476,CPS0019,CONSUMO DE LAMINADO
49476,48308,LAMINADO 330MM TERMAL  TOP HS AP903 YG60
49479,CPS0019,CONSUMO DE LAMINADO
49479,49493,LAMINADO 220MM PAPEL SEMIBRILLO RAPIDJET 7978 AP904 RI
49480,CPS0019,CONSUMO DE LAMINADO
49480,49493,LAMINADO 220MM PAPEL SEMIBRILLO RAPIDJET 7978 AP904 RI
49481,CPS0019,CONSUMO DE LAMINADO
49481,49493,LAMINADO 220MM PAPEL SEMIBRILLO RAPIDJET 7978 AP904 RI
49490,CPS0019,CONSUMO DE LAMINADO
49490,48442,LAMINADO 100MM PAPEL TRANSFER TT64/PH
49496,42282,LAMINADO 110MM PAPEL TRANSFER  AT20 F13600
49496,CPS0019,CONSUMO DE LAMINADO
49497,CPS0019,CONSUMO DE LAMINADO
49497,50754,LAMINADO 320MM PPDL54P4 OPTIMA MATE 2 G60 (F9CG3 ) MIC
49498,CPS0019,CONSUMO DE LAMINADO
49498,46722,LAMINADO 320MM PPDL54BH OPTIMA MATE AF1000 G60
49499,CPS0019,CONSUMO DE LAMINADO
49499,46722,LAMINADO 320MM PPDL54BH OPTIMA MATE AF1000 G60
49500,CPS0019,CONSUMO DE LAMINADO
49500,46722,LAMINADO 320MM PPDL54BH OPTIMA MATE AF1000 G60
49501,CPS0019,CONSUMO DE LAMINADO
49501,46722,LAMINADO 320MM PPDL54BH OPTIMA MATE AF1000 G60
49502,CPS0019,CONSUMO DE LAMINADO
49502,46722,LAMINADO 320MM PPDL54BH OPTIMA MATE AF1000 G60
49503,CPS0019,CONSUMO DE LAMINADO
49503,44927,LAMINADO 330MM PAPEL SEMIBRILLO L80-PH-G62S ( EXACTO) ARP
49503,46168,LAMINADO FOLIA ORO COLDFOIL 330MM DGCF-613-OP
49504,CPS0019,CONSUMO DE LAMINADO
49504,44928,LAMINADO 300MM PAPEL SEMIBRILLO L80-PH-G62S Exacto ARP
49505,44927,LAMINADO 330MM PAPEL SEMIBRILLO L80-PH-G62S ( EXACTO) ARP
49505,CPS0019,CONSUMO DE LAMINADO
49506,44927,LAMINADO 330MM PAPEL SEMIBRILLO L80-PH-G62S ( EXACTO) ARP
49506,CPS0019,CONSUMO DE LAMINADO
49508,CPS0019,CONSUMO DE LAMINADO
49508,44927,LAMINADO 330MM PAPEL SEMIBRILLO L80-PH-G62S ( EXACTO) ARP
49509,44927,LAMINADO 330MM PAPEL SEMIBRILLO L80-PH-G62S ( EXACTO) ARP
49509,CPS0019,CONSUMO DE LAMINADO
49510,44927,LAMINADO 330MM PAPEL SEMIBRILLO L80-PH-G62S ( EXACTO) ARP
49510,CPS0019,CONSUMO DE LAMINADO
49511,44927,LAMINADO 330MM PAPEL SEMIBRILLO L80-PH-G62S ( EXACTO) ARP
49511,CPS0019,CONSUMO DE LAMINADO
49512,44927,LAMINADO 330MM PAPEL SEMIBRILLO L80-PH-G62S ( EXACTO) ARP
49512,CPS0019,CONSUMO DE LAMINADO
49513,44927,LAMINADO 330MM PAPEL SEMIBRILLO L80-PH-G62S ( EXACTO) ARP
49513,CPS0019,CONSUMO DE LAMINADO
49514,44927,LAMINADO 330MM PAPEL SEMIBRILLO L80-PH-G62S ( EXACTO) ARP
49514,CPS0019,CONSUMO DE LAMINADO
49515,44927,LAMINADO 330MM PAPEL SEMIBRILLO L80-PH-G62S ( EXACTO) ARP
49515,CPS0019,CONSUMO DE LAMINADO
49516,44927,LAMINADO 330MM PAPEL SEMIBRILLO L80-PH-G62S ( EXACTO) ARP
49516,CPS0019,CONSUMO DE LAMINADO
49517,44927,LAMINADO 330MM PAPEL SEMIBRILLO L80-PH-G62S ( EXACTO) ARP
49517,CPS0019,CONSUMO DE LAMINADO
49518,44927,LAMINADO 330MM PAPEL SEMIBRILLO L80-PH-G62S ( EXACTO) ARP
49518,CPS0019,CONSUMO DE LAMINADO
49519,44927,LAMINADO 330MM PAPEL SEMIBRILLO L80-PH-G62S ( EXACTO) ARP
49519,CPS0019,CONSUMO DE LAMINADO
49520,CPS0019,CONSUMO DE LAMINADO
49520,44927,LAMINADO 330MM PAPEL SEMIBRILLO L80-PH-G62S ( EXACTO) ARP
49521,44927,LAMINADO 330MM PAPEL SEMIBRILLO L80-PH-G62S ( EXACTO) ARP
49521,CPS0019,CONSUMO DE LAMINADO
49522,CPS0019,CONSUMO DE LAMINADO
49522,44927,LAMINADO 330MM PAPEL SEMIBRILLO L80-PH-G62S ( EXACTO) ARP
49526,50359,LAMINADO FILM PETG 240 MM 45 MIC
49526,CPS0019,CONSUMO DE LAMINADO
49528,CPS0019,CONSUMO DE LAMINADO
49528,50359,LAMINADO FILM PETG 240 MM 45 MIC
49529,CPS0019,CONSUMO DE LAMINADO
49529,50359,LAMINADO FILM PETG 240 MM 45 MIC
49530,CPS0019,CONSUMO DE LAMINADO
49530,49487,LAMINADO FOLIA HOLOGRAFICA HOT STAMPING 320MM
49530,46148,LAMINADO 330MM PPBB60-P1-G62S
49532,CPS0019,CONSUMO DE LAMINADO
49532,50359,LAMINADO FILM PETG 240 MM 45 MIC
49533,CPS0019,CONSUMO DE LAMINADO
49533,50359,LAMINADO FILM PETG 240 MM 45 MIC
49539,38688,LAMINADO 100MM PAPEL SINTETICO 250 micras MIC
49539,CPS0019,CONSUMO DE LAMINADO
49540,42252,LAMINADO CINTA P/LAM  PP TRANSP. 300MM BRILLANTE 24M
49540,CPS0019,CONSUMO DE LAMINADO
49540,46452,LAMINADO 300MM PAPEL SEMIBRILLO 6770 80 GR AP 904 RI
49541,42252,LAMINADO CINTA P/LAM  PP TRANSP. 300MM BRILLANTE 24M
49541,CPS0019,CONSUMO DE LAMINADO
49541,46452,LAMINADO 300MM PAPEL SEMIBRILLO 6770 80 GR AP 904 RI
49542,40500,LAMINADO 160MM BOPP  BLACO. 60 UTC RI 707/BL 8065 EXACTO
49542,CPS0019,CONSUMO DE LAMINADO
49543,CPS0019,CONSUMO DE LAMINADO
49543,47383,LAMINADO FILM PVC 215 MM SOPLADO 40 MIC
49545,CPS0019,CONSUMO DE LAMINADO
49545,45654,LAMINADO FILM 230 MM PETG 40 MIC
49548,CPS0019,CONSUMO DE LAMINADO
49548,46452,LAMINADO 300MM PAPEL SEMIBRILLO 6770 80 GR AP 904 RI
49549,CPS0019,CONSUMO DE LAMINADO
49549,46452,LAMINADO 300MM PAPEL SEMIBRILLO 6770 80 GR AP 904 RI
49551,CPS0019,CONSUMO DE LAMINADO
49551,47383,LAMINADO FILM PVC 215 MM SOPLADO 40 MIC
49555,44928,LAMINADO 300MM PAPEL SEMIBRILLO L80-PH-G62S Exacto ARP
49555,CPS0019,CONSUMO DE LAMINADO
49557,CPS0019,CONSUMO DE LAMINADO
49557,49536,LAMINADO FILM PETG TERMOCONTRAIBLE 40 MIC 340 MM
49558,CPS0019,CONSUMO DE LAMINADO
49558,48514,LAMINADO FILM PETG TERMOCONTRAIBLE 40 MIC 228 MM
49559,CPS0019,CONSUMO DE LAMINADO
49559,710,LAMINADO 167 WINEGLASS (AUTOMATICO) PT220 ECO
49561,CPS0019,CONSUMO DE LAMINADO
49561,57755,LAMINADO 160MM PP BCO BTE PPBB60-P ARP (SAMSON/ARP)
49565,44927,LAMINADO 330MM PAPEL SEMIBRILLO L80-PH-G62S ( EXACTO) ARP
49565,CPS0019,CONSUMO DE LAMINADO
49566,44927,LAMINADO 330MM PAPEL SEMIBRILLO L80-PH-G62S ( EXACTO) ARP
49566,CPS0019,CONSUMO DE LAMINADO
49567,44927,LAMINADO 330MM PAPEL SEMIBRILLO L80-PH-G62S ( EXACTO) ARP
49567,CPS0019,CONSUMO DE LAMINADO
49568,44927,LAMINADO 330MM PAPEL SEMIBRILLO L80-PH-G62S ( EXACTO) ARP
49568,CPS0019,CONSUMO DE LAMINADO
49569,42252,LAMINADO CINTA P/LAM  PP TRANSP. 300MM BRILLANTE 24M
49569,44533,LAMINADO 320MM PPDL54P4 OPTIMA MATE AF1000 G60 ARC
49569,CPS0019,CONSUMO DE LAMINADO
49570,42252,LAMINADO CINTA P/LAM  PP TRANSP. 300MM BRILLANTE 24M
49570,44533,LAMINADO 320MM PPDL54P4 OPTIMA MATE AF1000 G60 ARC
49570,CPS0019,CONSUMO DE LAMINADO
49571,42252,LAMINADO CINTA P/LAM  PP TRANSP. 300MM BRILLANTE 24M
49571,44533,LAMINADO 320MM PPDL54P4 OPTIMA MATE AF1000 G60 ARC
49571,CPS0019,CONSUMO DE LAMINADO
49572,42252,LAMINADO CINTA P/LAM  PP TRANSP. 300MM BRILLANTE 24M
49572,CPS0019,CONSUMO DE LAMINADO
49572,44533,LAMINADO 320MM PPDL54P4 OPTIMA MATE AF1000 G60 ARC
49574,44927,LAMINADO 330MM PAPEL SEMIBRILLO L80-PH-G62S ( EXACTO) ARP
49574,CPS0019,CONSUMO DE LAMINADO
49575,44928,LAMINADO 300MM PAPEL SEMIBRILLO L80-PH-G62S Exacto ARP
49575,CPS0019,CONSUMO DE LAMINADO
49576,45585,LAMINADO 330MM BOPP  METALIZADO PLATA BRILLANTE RI 717/50
49576,CPS0019,CONSUMO DE LAMINADO
49577,45585,LAMINADO 330MM BOPP  METALIZADO PLATA BRILLANTE RI 717/50
49577,CPS0019,CONSUMO DE LAMINADO
49585,CPS0019,CONSUMO DE LAMINADO
49585,46452,LAMINADO 300MM PAPEL SEMIBRILLO 6770 80 GR AP 904 RI
49586,46452,LAMINADO 300MM PAPEL SEMIBRILLO 6770 80 GR AP 904 RI
49586,CPS0019,CONSUMO DE LAMINADO
49587,43196,LAMINADO 160MM PAPEL SEMIBRILLO 80/P4 ARC
49587,CPS0019,CONSUMO DE LAMINADO
49588,CPS0019,CONSUMO DE LAMINADO
49588,44626,LAMINADO 110MM PPDL54P4 OPTIMA MATE AF1000 G60 ARC
49592,44927,LAMINADO 330MM PAPEL SEMIBRILLO L80-PH-G62S ( EXACTO) ARP
49592,CPS0019,CONSUMO DE LAMINADO
49592,46168,LAMINADO FOLIA ORO COLDFOIL 330MM DGCF-613-OP
49594,40500,LAMINADO 160MM BOPP  BLACO. 60 UTC RI 707/BL 8065 EXACTO
49594,43452,LAMINADO 160MM PP BCO BTE P4 38M G58 ARC
49594,CPS0019,CONSUMO DE LAMINADO
49595,44533,LAMINADO 320MM PPDL54P4 OPTIMA MATE AF1000 G60 ARC
49595,CPS0019,CONSUMO DE LAMINADO
49596,CPS0019,CONSUMO DE LAMINADO
49596,44533,LAMINADO 320MM PPDL54P4 OPTIMA MATE AF1000 G60 ARC
49597,44533,LAMINADO 320MM PPDL54P4 OPTIMA MATE AF1000 G60 ARC
49597,CPS0019,CONSUMO DE LAMINADO
49600,44927,LAMINADO 330MM PAPEL SEMIBRILLO L80-PH-G62S ( EXACTO) ARP
49600,CPS0019,CONSUMO DE LAMINADO
49601,CPS0019,CONSUMO DE LAMINADO
49601,44928,LAMINADO 300MM PAPEL SEMIBRILLO L80-PH-G62S Exacto ARP
49602,44927,LAMINADO 330MM PAPEL SEMIBRILLO L80-PH-G62S ( EXACTO) ARP
49602,CPS0019,CONSUMO DE LAMINADO
49603,44927,LAMINADO 330MM PAPEL SEMIBRILLO L80-PH-G62S ( EXACTO) ARP
49603,CPS0019,CONSUMO DE LAMINADO
49604,44927,LAMINADO 330MM PAPEL SEMIBRILLO L80-PH-G62S ( EXACTO) ARP
49604,CPS0019,CONSUMO DE LAMINADO
49606,46888,LAMINADO 160MM GREEN PAPER 120µ HP 2300/GL62 INNO
49606,CPS0019,CONSUMO DE LAMINADO
49607,CPS0019,CONSUMO DE LAMINADO
49607,46888,LAMINADO 160MM GREEN PAPER 120µ HP 2300/GL62 INNO
49608,CPS0019,CONSUMO DE LAMINADO
49608,44927,LAMINADO 330MM PAPEL SEMIBRILLO L80-PH-G62S ( EXACTO) ARP
49609,44927,LAMINADO 330MM PAPEL SEMIBRILLO L80-PH-G62S ( EXACTO) ARP
49609,CPS0019,CONSUMO DE LAMINADO
49611,44927,LAMINADO 330MM PAPEL SEMIBRILLO L80-PH-G62S ( EXACTO) ARP
49611,CPS0019,CONSUMO DE LAMINADO
49611,46168,LAMINADO FOLIA ORO COLDFOIL 330MM DGCF-613-OP
49612,43695,LAMINADO 333MM PP TRANSP. PPT50P-P1-G62S ARC
49612,CPS0019,CONSUMO DE LAMINADO
49612,49673,LAMINADO FOLIA PLATA COLDFOIL 320MM
49613,43695,LAMINADO 333MM PP TRANSP. PPT50P-P1-G62S ARC
49613,CPS0019,CONSUMO DE LAMINADO
49613,49673,LAMINADO FOLIA PLATA COLDFOIL 320MM
49614,44928,LAMINADO 300MM PAPEL SEMIBRILLO L80-PH-G62S Exacto ARP
49614,CPS0019,CONSUMO DE LAMINADO
49618,CPS0019,CONSUMO DE LAMINADO
49618,44927,LAMINADO 330MM PAPEL SEMIBRILLO L80-PH-G62S ( EXACTO) ARP
49619,44928,LAMINADO 300MM PAPEL SEMIBRILLO L80-PH-G62S Exacto ARP
49619,CPS0019,CONSUMO DE LAMINADO
49620,44928,LAMINADO 300MM PAPEL SEMIBRILLO L80-PH-G62S Exacto ARP
49620,CPS0019,CONSUMO DE LAMINADO
49621,43310,LAMINADO 250 MM PAPEL SEMIBRILLO 80/P ARC
49621,CPS0019,CONSUMO DE LAMINADO
49622,43310,LAMINADO 250 MM PAPEL SEMIBRILLO 80/P ARC
49622,CPS0019,CONSUMO DE LAMINADO
49623,43310,LAMINADO 250 MM PAPEL SEMIBRILLO 80/P ARC
49623,CPS0019,CONSUMO DE LAMINADO
49624,43310,LAMINADO 250 MM PAPEL SEMIBRILLO 80/P ARC
49624,CPS0019,CONSUMO DE LAMINADO
49625,43310,LAMINADO 250 MM PAPEL SEMIBRILLO 80/P ARC
49625,CPS0019,CONSUMO DE LAMINADO
49626,43310,LAMINADO 250 MM PAPEL SEMIBRILLO 80/P ARC
49626,CPS0019,CONSUMO DE LAMINADO
49627,43310,LAMINADO 250 MM PAPEL SEMIBRILLO 80/P ARC
49627,CPS0019,CONSUMO DE LAMINADO
49628,43310,LAMINADO 250 MM PAPEL SEMIBRILLO 80/P ARC
49628,CPS0019,CONSUMO DE LAMINADO
49629,43310,LAMINADO 250 MM PAPEL SEMIBRILLO 80/P ARC
49629,CPS0019,CONSUMO DE LAMINADO
49630,43310,LAMINADO 250 MM PAPEL SEMIBRILLO 80/P ARC
49630,CPS0019,CONSUMO DE LAMINADO
49631,43310,LAMINADO 250 MM PAPEL SEMIBRILLO 80/P ARC
49631,CPS0019,CONSUMO DE LAMINADO
49632,43310,LAMINADO 250 MM PAPEL SEMIBRILLO 80/P ARC
49632,CPS0019,CONSUMO DE LAMINADO
49633,43310,LAMINADO 250 MM PAPEL SEMIBRILLO 80/P ARC
49633,CPS0019,CONSUMO DE LAMINADO
49634,43310,LAMINADO 250 MM PAPEL SEMIBRILLO 80/P ARC
49634,CPS0019,CONSUMO DE LAMINADO
49635,43310,LAMINADO 250 MM PAPEL SEMIBRILLO 80/P ARC
49635,CPS0019,CONSUMO DE LAMINADO
