Codigo,Nombre,Cantidad_Disponible,Unidad_Medida,Costo_Unitario,Valor_Stock_Total,Categoria,Bodega,Comprometido,Proveedor
47612,ETIQ.INDUST.B 22 X 32 TERMICO C1 S1 1.400ETR,109.19999999999999,MILES,674.6154,73668.0,INDUST. BLANCA,PRODUCTOS TERMINADOS,200.0,- Ningún fabricante -
47646,CICLOHEXANONA PURA 1LT.,9.0,UN,5500.0,49500.0,PROD. INSUMOS,CONTAINER,0.0,WINKLER
47657,P1058930-001 Kit Control Panel ZT410,2.0,UNIDAD,221010.0,442020.0,ST-ETIQUETADO,SERVICIO TECNICO,0.0,- Ningún fabricante -
47677,ETIQUETA PRIME 110 x 50 MM PASAS RUBIAS 250 G  (610526) *OBSOLETO*,0.0,,0.0,0.0,Artículos,"BODEGA COSTEO, MATERIAS PRIMAS E INSUMOS, PRODUCTOS TERMINADOS, RECLAMO PROVEEDOR, PRODUCCION, PRODUCTOS RECHAZADOS, NOTAS DE CREDITO, DIFERENCIAS DE INV. P.T., BOG.LOGICA APL, BOG.LOGICA CyT ESPEJO, MPRIMA SOBRE STOCK, SERVICIO TECNICO, TALLER SERV.TECNICO, TDP STOCK, BOG.LOGICA CyT VESPUCIO, BOG.LOGICA COCA-COLA, BODEGA CLIENTES, MAURICIO MEDINA, TINTAS, POSCOSECHA MUESTRAS, MAURICIO DAVIS, SIEGWERK, OBSOLETOS COMERCIAL, SALDO MATERIAS PRIMAS, RRHH, BODEGA GESLOG INTEGRAL, SERV.TECNICO SINCLAIR, CONTAINER, ST CONCEPCION, MP MAQUINA WEBER, BODEGA PROVEEDOR, SINCLAIR STOCK, PERU STOCK ENVIO, BODEGA DURAMET, BODEGA ESQUIM, GESLOG PUDAHUEL, SERV.TECNICO SAMSON, BOG. LOGICA ARAUCO, POSCOSECHA, ST IMPRESORAS Y EQUIPOS",0.0,- Ningún fabricante -
47692,"CINTA TT CERA 50 X 300 OUT CONO 1""""  F",0.0,UN,1061.0,0.0,INDUST. CINTAS,"BODEGA COSTEO, MATERIAS PRIMAS E INSUMOS, PRODUCTOS RECHAZADOS, NOTAS DE CREDITO, RECLAMO PROVEEDOR, PRODUCTOS TERMINADOS, PRODUCCION, TALLER SERV.TECNICO, SERVICIO TECNICO, BOG.LOGICA COCA-COLA, TDP STOCK, BOG.LOGICA CyT VESPUCIO, MPRIMA SOBRE STOCK, BOG.LOGICA APL, BOG.LOGICA CyT ESPEJO, DIFERENCIAS DE INV. P.T., RRHH, CONTAINER, ST CONCEPCION, OBSOLETOS COMERCIAL, BODEGA DURAMET, SERV.TECNICO SINCLAIR, BODEGA GESLOG INTEGRAL, BODEGA CLIENTES, TINTAS, MAURICIO MEDINA, MAURICIO DAVIS, SIEGWERK, SALDO MATERIAS PRIMAS, POSCOSECHA MUESTRAS, BOG. LOGICA ARAUCO, BODEGA PROVEEDOR, SINCLAIR STOCK, POSCOSECHA, SERV.TECNICO SAMSON, MP MAQUINA WEBER, ST IMPRESORAS Y EQUIPOS, PERU STOCK ENVIO, GESLOG PUDAHUEL, BODEGA ESQUIM",0.0,- Ningún fabricante -
47731,TINTA UV VIOLETA PMS 518 ( 81-100518N )SIEGW.,0.0,KG,14870.55,0.0,PROD. TINTAS,"ST IMPRESORAS Y EQUIPOS, POSCOSECHA, BOG. LOGICA ARAUCO, SERV.TECNICO SAMSON, GESLOG PUDAHUEL, BODEGA ESQUIM, BODEGA DURAMET, PERU STOCK ENVIO, SINCLAIR STOCK, BODEGA PROVEEDOR, MP MAQUINA WEBER, ST CONCEPCION, RRHH, CONTAINER, SERV.TECNICO SINCLAIR, BODEGA GESLOG INTEGRAL, SALDO MATERIAS PRIMAS, OBSOLETOS COMERCIAL, SIEGWERK, MAURICIO DAVIS, POSCOSECHA MUESTRAS, TINTAS, MAURICIO MEDINA, BODEGA CLIENTES, BOG.LOGICA COCA-COLA, BOG.LOGICA CyT VESPUCIO, TDP STOCK, TALLER SERV.TECNICO, SERVICIO TECNICO, MPRIMA SOBRE STOCK, BOG.LOGICA CyT ESPEJO, BOG.LOGICA APL, DIFERENCIAS DE INV. P.T., NOTAS DE CREDITO, PRODUCTOS RECHAZADOS, PRODUCCION, RECLAMO PROVEEDOR, PRODUCTOS TERMINADOS, MATERIAS PRIMAS E INSUMOS, BODEGA COSTEO",0.0,SIEGWERK
47732,TINTA ROJO PMS 1945 ( 81-801945N ) SIEGW.,0.0,KG,13896.0714,0.0,PROD. TINTAS,"BODEGA ESQUIM, GESLOG PUDAHUEL, PERU STOCK ENVIO, ST IMPRESORAS Y EQUIPOS, MP MAQUINA WEBER, SERV.TECNICO SAMSON, POSCOSECHA, SINCLAIR STOCK, BODEGA PROVEEDOR, BOG. LOGICA ARAUCO, POSCOSECHA MUESTRAS, SALDO MATERIAS PRIMAS, SIEGWERK, MAURICIO DAVIS, MAURICIO MEDINA, TINTAS, BODEGA CLIENTES, BODEGA GESLOG INTEGRAL, SERV.TECNICO SINCLAIR, BODEGA DURAMET, OBSOLETOS COMERCIAL, ST CONCEPCION, CONTAINER, RRHH, DIFERENCIAS DE INV. P.T., BOG.LOGICA CyT ESPEJO, BOG.LOGICA APL, MPRIMA SOBRE STOCK, BOG.LOGICA CyT VESPUCIO, TDP STOCK, BOG.LOGICA COCA-COLA, SERVICIO TECNICO, TALLER SERV.TECNICO, PRODUCCION, PRODUCTOS TERMINADOS, RECLAMO PROVEEDOR, NOTAS DE CREDITO, PRODUCTOS RECHAZADOS, MATERIAS PRIMAS E INSUMOS, BODEGA COSTEO",0.0,SIEGWERK
47758,ETIQUETA PRIME  72 X 72 TOTTUS GENERICA OBSOLETO *OBSOLETO*,0.0,,0.0,0.0,Artículos,"BODEGA COSTEO, MATERIAS PRIMAS E INSUMOS, PRODUCTOS TERMINADOS, RECLAMO PROVEEDOR, PRODUCCION, PRODUCTOS RECHAZADOS, NOTAS DE CREDITO, DIFERENCIAS DE INV. P.T., BOG.LOGICA APL, BOG.LOGICA CyT ESPEJO, MPRIMA SOBRE STOCK, SERVICIO TECNICO, TALLER SERV.TECNICO, TDP STOCK, BOG.LOGICA CyT VESPUCIO, BOG.LOGICA COCA-COLA, BODEGA CLIENTES, MAURICIO MEDINA, TINTAS, POSCOSECHA MUESTRAS, MAURICIO DAVIS, SIEGWERK, OBSOLETOS COMERCIAL, SALDO MATERIAS PRIMAS, BODEGA GESLOG INTEGRAL, SERV.TECNICO SINCLAIR, CONTAINER, RRHH, ST CONCEPCION, MP MAQUINA WEBER, BODEGA PROVEEDOR, SINCLAIR STOCK, PERU STOCK ENVIO, BODEGA DURAMET, BODEGA ESQUIM, GESLOG PUDAHUEL, SERV.TECNICO SAMSON, BOG. LOGICA ARAUCO, POSCOSECHA, ST IMPRESORAS Y EQUIPOS",0.0,- Ningún fabricante -
47759,ETIQUETA PRIME  90 X 60 TOTTUS GENERICA OBSOLETO *OBSOLETO*,0.0,,0.0,0.0,Artículos,"ST IMPRESORAS Y EQUIPOS, POSCOSECHA, BOG. LOGICA ARAUCO, SERV.TECNICO SAMSON, GESLOG PUDAHUEL, BODEGA ESQUIM, BODEGA DURAMET, PERU STOCK ENVIO, SINCLAIR STOCK, BODEGA PROVEEDOR, MP MAQUINA WEBER, ST CONCEPCION, RRHH, CONTAINER, SERV.TECNICO SINCLAIR, BODEGA GESLOG INTEGRAL, SALDO MATERIAS PRIMAS, OBSOLETOS COMERCIAL, SIEGWERK, MAURICIO DAVIS, POSCOSECHA MUESTRAS, TINTAS, MAURICIO MEDINA, BODEGA CLIENTES, BOG.LOGICA COCA-COLA, BOG.LOGICA CyT VESPUCIO, TDP STOCK, TALLER SERV.TECNICO, SERVICIO TECNICO, MPRIMA SOBRE STOCK, BOG.LOGICA CyT ESPEJO, BOG.LOGICA APL, DIFERENCIAS DE INV. P.T., NOTAS DE CREDITO, PRODUCTOS RECHAZADOS, PRODUCCION, RECLAMO PROVEEDOR, PRODUCTOS TERMINADOS, MATERIAS PRIMAS E INSUMOS, BODEGA COSTEO",0.0,- Ningún fabricante -
47760,ETIQUETA PRIME  55 X 55 TOTTUS GENERICA  OBSOLETO *OBSOLETO*,0.0,,0.0,0.0,Artículos,"BODEGA COSTEO, MATERIAS PRIMAS E INSUMOS, RECLAMO PROVEEDOR, PRODUCTOS TERMINADOS, NOTAS DE CREDITO, PRODUCTOS RECHAZADOS, PRODUCCION, SERVICIO TECNICO, BOG.LOGICA COCA-COLA, TALLER SERV.TECNICO, DIFERENCIAS DE INV. P.T., BOG.LOGICA APL, MPRIMA SOBRE STOCK, TDP STOCK, BOG.LOGICA CyT VESPUCIO, BOG.LOGICA CyT ESPEJO, MAURICIO DAVIS, MAURICIO MEDINA, BODEGA CLIENTES, SALDO MATERIAS PRIMAS, TINTAS, OBSOLETOS COMERCIAL, SIEGWERK, POSCOSECHA MUESTRAS, SINCLAIR STOCK, SERV.TECNICO SINCLAIR, ST CONCEPCION, BODEGA PROVEEDOR, BODEGA DURAMET, CONTAINER, RRHH, BODEGA GESLOG INTEGRAL, MP MAQUINA WEBER, POSCOSECHA, BOG. LOGICA ARAUCO, SERV.TECNICO SAMSON, BODEGA ESQUIM, ST IMPRESORAS Y EQUIPOS, PERU STOCK ENVIO, GESLOG PUDAHUEL",0.0,- Ningún fabricante -
47761,ETIQUETA PRIME  60 X 60 TOTTUS GENERICA  OBSOLETO *OBSOLETO*,0.0,,0.0,0.0,Artículos,"BODEGA COSTEO, MATERIAS PRIMAS E INSUMOS, PRODUCTOS RECHAZADOS, NOTAS DE CREDITO, RECLAMO PROVEEDOR, PRODUCTOS TERMINADOS, PRODUCCION, TALLER SERV.TECNICO, SERVICIO TECNICO, BOG.LOGICA COCA-COLA, TDP STOCK, BOG.LOGICA CyT VESPUCIO, MPRIMA SOBRE STOCK, BOG.LOGICA APL, BOG.LOGICA CyT ESPEJO, DIFERENCIAS DE INV. P.T., RRHH, CONTAINER, ST CONCEPCION, OBSOLETOS COMERCIAL, BODEGA DURAMET, SERV.TECNICO SINCLAIR, BODEGA GESLOG INTEGRAL, BODEGA CLIENTES, TINTAS, MAURICIO MEDINA, MAURICIO DAVIS, SIEGWERK, SALDO MATERIAS PRIMAS, POSCOSECHA MUESTRAS, BOG. LOGICA ARAUCO, BODEGA PROVEEDOR, SINCLAIR STOCK, POSCOSECHA, SERV.TECNICO SAMSON, MP MAQUINA WEBER, ST IMPRESORAS Y EQUIPOS, PERU STOCK ENVIO, GESLOG PUDAHUEL, BODEGA ESQUIM",0.0,- Ningún fabricante -
47762,ETIQUETA PRIME 215 X 50 TOTTUS GENERICA OBSOLETO *OBSOLETO*,0.0,,0.0,0.0,Artículos,"BODEGA COSTEO, MATERIAS PRIMAS E INSUMOS, PRODUCTOS TERMINADOS, RECLAMO PROVEEDOR, PRODUCCION, PRODUCTOS RECHAZADOS, NOTAS DE CREDITO, DIFERENCIAS DE INV. P.T., BOG.LOGICA APL, BOG.LOGICA CyT ESPEJO, MPRIMA SOBRE STOCK, SERVICIO TECNICO, TALLER SERV.TECNICO, TDP STOCK, BOG.LOGICA CyT VESPUCIO, BOG.LOGICA COCA-COLA, BODEGA CLIENTES, MAURICIO MEDINA, TINTAS, POSCOSECHA MUESTRAS, MAURICIO DAVIS, SIEGWERK, OBSOLETOS COMERCIAL, SALDO MATERIAS PRIMAS, BODEGA GESLOG INTEGRAL, SERV.TECNICO SINCLAIR, CONTAINER, RRHH, ST CONCEPCION, MP MAQUINA WEBER, BODEGA PROVEEDOR, SINCLAIR STOCK, PERU STOCK ENVIO, BODEGA DURAMET, BODEGA ESQUIM, GESLOG PUDAHUEL, SERV.TECNICO SAMSON, BOG. LOGICA ARAUCO, POSCOSECHA, ST IMPRESORAS Y EQUIPOS",0.0,- Ningún fabricante -
47763,ETIQUETA PRIME  80 X 80 TOTTUS GENERICAOBSOLETO *OBSOLETO*,0.0,,0.0,0.0,Artículos,"BODEGA ESQUIM, GESLOG PUDAHUEL, PERU STOCK ENVIO, ST IMPRESORAS Y EQUIPOS, SERV.TECNICO SAMSON, POSCOSECHA, SINCLAIR STOCK, BOG. LOGICA ARAUCO, BODEGA PROVEEDOR, SERV.TECNICO SINCLAIR, BODEGA DURAMET, ST CONCEPCION, CONTAINER, RRHH, BODEGA GESLOG INTEGRAL, POSCOSECHA MUESTRAS, SALDO MATERIAS PRIMAS, SIEGWERK, OBSOLETOS COMERCIAL, MP MAQUINA WEBER, TINTAS, MAURICIO MEDINA, MAURICIO DAVIS, BODEGA CLIENTES, TDP STOCK, BOG.LOGICA COCA-COLA, BOG.LOGICA CyT VESPUCIO, SERVICIO TECNICO, TALLER SERV.TECNICO, MPRIMA SOBRE STOCK, DIFERENCIAS DE INV. P.T., BOG.LOGICA CyT ESPEJO, BOG.LOGICA APL, PRODUCCION, RECLAMO PROVEEDOR, NOTAS DE CREDITO, PRODUCTOS RECHAZADOS, MATERIAS PRIMAS E INSUMOS, PRODUCTOS TERMINADOS, BODEGA COSTEO",0.0,- Ningún fabricante -
47768,ETIQUETA PRIME  110 x 30 TOTTUS GENERICA OBSOLETO *OBSOLETO*,0.0,,0.0,0.0,Artículos,"BODEGA COSTEO, PRODUCTOS TERMINADOS, MATERIAS PRIMAS E INSUMOS, PRODUCTOS RECHAZADOS, NOTAS DE CREDITO, RECLAMO PROVEEDOR, PRODUCCION, BOG.LOGICA APL, BOG.LOGICA CyT ESPEJO, DIFERENCIAS DE INV. P.T., MPRIMA SOBRE STOCK, TALLER SERV.TECNICO, SERVICIO TECNICO, BOG.LOGICA CyT VESPUCIO, BOG.LOGICA COCA-COLA, TDP STOCK, BODEGA CLIENTES, MAURICIO DAVIS, MAURICIO MEDINA, TINTAS, MP MAQUINA WEBER, OBSOLETOS COMERCIAL, SIEGWERK, SALDO MATERIAS PRIMAS, POSCOSECHA MUESTRAS, BODEGA GESLOG INTEGRAL, RRHH, CONTAINER, ST CONCEPCION, BODEGA DURAMET, SERV.TECNICO SINCLAIR, BODEGA PROVEEDOR, BOG. LOGICA ARAUCO, SINCLAIR STOCK, POSCOSECHA, SERV.TECNICO SAMSON, PERU STOCK ENVIO, GESLOG PUDAHUEL, BODEGA ESQUIM, ST IMPRESORAS Y EQUIPOS",0.0,- Ningún fabricante -
47788,TG120A035 BOTTOM CUTTING BLADE,5.0,UN,195881.8,979409.0,ST-ETIQUETADO,"GESLOG PUDAHUEL, PERU STOCK ENVIO, ST IMPRESORAS Y EQUIPOS, BODEGA ESQUIM, SERV.TECNICO SAMSON, BOG. LOGICA ARAUCO, POSCOSECHA, MP MAQUINA WEBER, BODEGA GESLOG INTEGRAL, RRHH, CONTAINER, BODEGA DURAMET, BODEGA PROVEEDOR, ST CONCEPCION, SERV.TECNICO SINCLAIR, SINCLAIR STOCK, POSCOSECHA MUESTRAS, SIEGWERK, OBSOLETOS COMERCIAL, TINTAS, SALDO MATERIAS PRIMAS, BODEGA CLIENTES, MAURICIO MEDINA, MAURICIO DAVIS, BOG.LOGICA CyT ESPEJO, BOG.LOGICA CyT VESPUCIO, TDP STOCK, MPRIMA SOBRE STOCK, BOG.LOGICA APL, DIFERENCIAS DE INV. P.T., TALLER SERV.TECNICO, BOG.LOGICA COCA-COLA, SERVICIO TECNICO, PRODUCCION, PRODUCTOS RECHAZADOS, NOTAS DE CREDITO, PRODUCTOS TERMINADOS, RECLAMO PROVEEDOR, MATERIAS PRIMAS E INSUMOS, BODEGA COSTEO",0.0,- Ningún fabricante -
47789,TG120D001 MOBILE CUTTING BLADE,5.0,UN,197099.4,985497.0,ST-ETIQUETADO,"BODEGA COSTEO, MATERIAS PRIMAS E INSUMOS, RECLAMO PROVEEDOR, PRODUCTOS TERMINADOS, NOTAS DE CREDITO, PRODUCTOS RECHAZADOS, PRODUCCION, SERVICIO TECNICO, BOG.LOGICA COCA-COLA, TALLER SERV.TECNICO, DIFERENCIAS DE INV. P.T., BOG.LOGICA APL, MPRIMA SOBRE STOCK, TDP STOCK, BOG.LOGICA CyT VESPUCIO, BOG.LOGICA CyT ESPEJO, MAURICIO DAVIS, MAURICIO MEDINA, BODEGA CLIENTES, SALDO MATERIAS PRIMAS, TINTAS, OBSOLETOS COMERCIAL, SIEGWERK, SINCLAIR STOCK, SERV.TECNICO SINCLAIR, ST CONCEPCION, BODEGA PROVEEDOR, BODEGA DURAMET, CONTAINER, RRHH, BODEGA GESLOG INTEGRAL, MP MAQUINA WEBER, POSCOSECHA MUESTRAS, POSCOSECHA, BOG. LOGICA ARAUCO, SERV.TECNICO SAMSON, BODEGA ESQUIM, ST IMPRESORAS Y EQUIPOS, PERU STOCK ENVIO, GESLOG PUDAHUEL",0.0,- Ningún fabricante -
47791,TG120D008 RULLO PER RINVIO RIBBON,13.0,UN,12220.0,158860.0,ST-ETIQUETADO,SERVICIO TECNICO,0.0,- Ningún fabricante -
47792,TG120D007 PERNO PER RULLO RINVIO RIBBON,6.0,UN,8258.0,49548.0,ST-ETIQUETADO,SERVICIO TECNICO,0.0,- Ningún fabricante -
47793,TG120D024 SUPPORTO RULLI RINVIO RIBBON,3.0,UN,73734.0,221202.0,ST-ETIQUETADO,SERVICIO TECNICO,0.0,- Ningún fabricante -
47835,"""D21B04A12 """"U"""" SOPORTE RODILLO DIAMANTADO STIPACK 190""",0.0,UN,118432.0,0.0,ST-ETIQUETADO,"MATERIAS PRIMAS E INSUMOS, BODEGA COSTEO, PRODUCTOS TERMINADOS, RECLAMO PROVEEDOR, PRODUCCION, PRODUCTOS RECHAZADOS, NOTAS DE CREDITO, BOG.LOGICA CyT ESPEJO, BOG.LOGICA CyT VESPUCIO, TDP STOCK, MPRIMA SOBRE STOCK, BOG.LOGICA APL, DIFERENCIAS DE INV. P.T., TALLER SERV.TECNICO, BOG.LOGICA COCA-COLA, SERVICIO TECNICO, POSCOSECHA MUESTRAS, MP MAQUINA WEBER, BODEGA GESLOG INTEGRAL, RRHH, CONTAINER, BODEGA DURAMET, BODEGA PROVEEDOR, ST CONCEPCION, SERV.TECNICO SINCLAIR, SINCLAIR STOCK, SIEGWERK, OBSOLETOS COMERCIAL, TINTAS, SALDO MATERIAS PRIMAS, BODEGA CLIENTES, MAURICIO MEDINA, MAURICIO DAVIS, GESLOG PUDAHUEL, PERU STOCK ENVIO, ST IMPRESORAS Y EQUIPOS, BODEGA ESQUIM, SERV.TECNICO SAMSON, BOG. LOGICA ARAUCO, POSCOSECHA",0.0,- Ningún fabricante -
47881,ETIQUETA CLAMSHELL 60 x 55 DOLE 125 GRS.C/B 4014071635289  (70080052) *OBSOLETO*,0.0,,0.0,0.0,Artículos,"ST IMPRESORAS Y EQUIPOS, POSCOSECHA, BOG. LOGICA ARAUCO, SERV.TECNICO SAMSON, GESLOG PUDAHUEL, BODEGA ESQUIM, BODEGA DURAMET, PERU STOCK ENVIO, MP MAQUINA WEBER, SINCLAIR STOCK, BODEGA PROVEEDOR, ST CONCEPCION, RRHH, CONTAINER, SERV.TECNICO SINCLAIR, BODEGA GESLOG INTEGRAL, SALDO MATERIAS PRIMAS, OBSOLETOS COMERCIAL, SIEGWERK, MAURICIO DAVIS, POSCOSECHA MUESTRAS, TINTAS, MAURICIO MEDINA, BODEGA CLIENTES, BOG.LOGICA COCA-COLA, BOG.LOGICA CyT VESPUCIO, TDP STOCK, TALLER SERV.TECNICO, SERVICIO TECNICO, MPRIMA SOBRE STOCK, BOG.LOGICA CyT ESPEJO, BOG.LOGICA APL, DIFERENCIAS DE INV. P.T., NOTAS DE CREDITO, PRODUCTOS RECHAZADOS, PRODUCCION, RECLAMO PROVEEDOR, PRODUCTOS TERMINADOS, MATERIAS PRIMAS E INSUMOS, BODEGA COSTEO",0.0,- Ningún fabricante -
47906,ETIQUETA PRIME 250 x 160 MM ROMBOS ROJO (1794394) *OBSOLETO*,0.0,,0.0,0.0,Artículos,"ST IMPRESORAS Y EQUIPOS, BODEGA ESQUIM, GESLOG PUDAHUEL, PERU STOCK ENVIO, SERV.TECNICO SAMSON, POSCOSECHA, SINCLAIR STOCK, BOG. LOGICA ARAUCO, BODEGA PROVEEDOR, SERV.TECNICO SINCLAIR, BODEGA DURAMET, ST CONCEPCION, CONTAINER, RRHH, BODEGA GESLOG INTEGRAL, POSCOSECHA MUESTRAS, SALDO MATERIAS PRIMAS, SIEGWERK, OBSOLETOS COMERCIAL, MP MAQUINA WEBER, TINTAS, MAURICIO MEDINA, MAURICIO DAVIS, BODEGA CLIENTES, TDP STOCK, BOG.LOGICA COCA-COLA, BOG.LOGICA CyT VESPUCIO, SERVICIO TECNICO, TALLER SERV.TECNICO, MPRIMA SOBRE STOCK, DIFERENCIAS DE INV. P.T., BOG.LOGICA CyT ESPEJO, BOG.LOGICA APL, PRODUCCION, RECLAMO PROVEEDOR, NOTAS DE CREDITO, PRODUCTOS RECHAZADOS, MATERIAS PRIMAS E INSUMOS, PRODUCTOS TERMINADOS, BODEGA COSTEO",0.0,- Ningún fabricante -
47920,"ETIQUETA PRIME EASY FLAP 170 X 24,5 mm CIRUELAX  150 MG COD ME2893 *OBSOLETO*",0.0,,0.0,0.0,Artículos,"POSCOSECHA, BOG. LOGICA ARAUCO, SERV.TECNICO SAMSON, BODEGA ESQUIM, ST IMPRESORAS Y EQUIPOS, PERU STOCK ENVIO, GESLOG PUDAHUEL, MAURICIO DAVIS, MAURICIO MEDINA, BODEGA CLIENTES, SALDO MATERIAS PRIMAS, TINTAS, OBSOLETOS COMERCIAL, SIEGWERK, MP MAQUINA WEBER, SINCLAIR STOCK, SERV.TECNICO SINCLAIR, ST CONCEPCION, BODEGA PROVEEDOR, BODEGA DURAMET, CONTAINER, RRHH, BODEGA GESLOG INTEGRAL, POSCOSECHA MUESTRAS, SERVICIO TECNICO, BOG.LOGICA COCA-COLA, TALLER SERV.TECNICO, DIFERENCIAS DE INV. P.T., BOG.LOGICA APL, MPRIMA SOBRE STOCK, TDP STOCK, BOG.LOGICA CyT VESPUCIO, BOG.LOGICA CyT ESPEJO, NOTAS DE CREDITO, PRODUCTOS RECHAZADOS, PRODUCCION, RECLAMO PROVEEDOR, PRODUCTOS TERMINADOS, BODEGA COSTEO, MATERIAS PRIMAS E INSUMOS",0.0,- Ningún fabricante -
47921,ETIQUETA PRIME EASY FLAP 176 X 50 mm CIRUELAX FORTE 300 MG COD ME2894 *OBSOLETO*,0.0,,0.0,0.0,Artículos,"BODEGA ESQUIM, GESLOG PUDAHUEL, PERU STOCK ENVIO, ST IMPRESORAS Y EQUIPOS, SERV.TECNICO SAMSON, POSCOSECHA, SINCLAIR STOCK, BODEGA PROVEEDOR, BOG. LOGICA ARAUCO, POSCOSECHA MUESTRAS, SALDO MATERIAS PRIMAS, SIEGWERK, MP MAQUINA WEBER, MAURICIO DAVIS, MAURICIO MEDINA, TINTAS, BODEGA CLIENTES, BODEGA GESLOG INTEGRAL, SERV.TECNICO SINCLAIR, BODEGA DURAMET, OBSOLETOS COMERCIAL, ST CONCEPCION, CONTAINER, RRHH, DIFERENCIAS DE INV. P.T., BOG.LOGICA CyT ESPEJO, BOG.LOGICA APL, MPRIMA SOBRE STOCK, BOG.LOGICA CyT VESPUCIO, TDP STOCK, BOG.LOGICA COCA-COLA, SERVICIO TECNICO, TALLER SERV.TECNICO, PRODUCCION, PRODUCTOS TERMINADOS, RECLAMO PROVEEDOR, NOTAS DE CREDITO, PRODUCTOS RECHAZADOS, MATERIAS PRIMAS E INSUMOS, BODEGA COSTEO",0.0,- Ningún fabricante -
47927,ETIQUETA PRIME EASY FLAP 176 x 50 mm CIRUELAX 600 MG COD ME2897 *OBSOLETO*,0.0,,0.0,0.0,Artículos,"BODEGA COSTEO, MATERIAS PRIMAS E INSUMOS, PRODUCTOS TERMINADOS, RECLAMO PROVEEDOR, PRODUCCION, PRODUCTOS RECHAZADOS, NOTAS DE CREDITO, DIFERENCIAS DE INV. P.T., BOG.LOGICA APL, BOG.LOGICA CyT ESPEJO, MPRIMA SOBRE STOCK, SERVICIO TECNICO, TALLER SERV.TECNICO, BOG.LOGICA CyT VESPUCIO, BOG.LOGICA COCA-COLA, BODEGA CLIENTES, MAURICIO MEDINA, TINTAS, POSCOSECHA MUESTRAS, MAURICIO DAVIS, SIEGWERK, OBSOLETOS COMERCIAL, SALDO MATERIAS PRIMAS, BODEGA GESLOG INTEGRAL, TDP STOCK, SERV.TECNICO SINCLAIR, CONTAINER, RRHH, ST CONCEPCION, BODEGA PROVEEDOR, SINCLAIR STOCK, MP MAQUINA WEBER, PERU STOCK ENVIO, BODEGA DURAMET, BODEGA ESQUIM, GESLOG PUDAHUEL, SERV.TECNICO SAMSON, BOG. LOGICA ARAUCO, POSCOSECHA, ST IMPRESORAS Y EQUIPOS",0.0,- Ningún fabricante -
47991,DSKC1094P CONNECTOR,0.0,UNIDAD,12204.0,0.0,ST-ETIQUETADO,"BODEGA COSTEO, PRODUCTOS TERMINADOS, MATERIAS PRIMAS E INSUMOS, PRODUCTOS RECHAZADOS, NOTAS DE CREDITO, RECLAMO PROVEEDOR, PRODUCCION, BOG.LOGICA APL, BOG.LOGICA CyT ESPEJO, DIFERENCIAS DE INV. P.T., MPRIMA SOBRE STOCK, TALLER SERV.TECNICO, SERVICIO TECNICO, BOG.LOGICA CyT VESPUCIO, BOG.LOGICA COCA-COLA, TDP STOCK, MAURICIO DAVIS, MAURICIO MEDINA, TINTAS, BODEGA CLIENTES, MP MAQUINA WEBER, OBSOLETOS COMERCIAL, SIEGWERK, SALDO MATERIAS PRIMAS, POSCOSECHA MUESTRAS, BODEGA GESLOG INTEGRAL, RRHH, CONTAINER, ST CONCEPCION, BODEGA DURAMET, SERV.TECNICO SINCLAIR, BODEGA PROVEEDOR, BOG. LOGICA ARAUCO, SINCLAIR STOCK, POSCOSECHA, SERV.TECNICO SAMSON, PERU STOCK ENVIO, GESLOG PUDAHUEL, BODEGA ESQUIM, ST IMPRESORAS Y EQUIPOS",0.0,- Ningún fabricante -
47992,AC802A001 PIASTRINA SUPPORTO FOTOCELLULA,0.0,UNIDAD,0.0,0.0,ST-ETIQUETADO,"MATERIAS PRIMAS E INSUMOS, BODEGA COSTEO, PRODUCTOS TERMINADOS, RECLAMO PROVEEDOR, PRODUCCION, PRODUCTOS RECHAZADOS, NOTAS DE CREDITO, BOG.LOGICA CyT ESPEJO, BOG.LOGICA CyT VESPUCIO, TDP STOCK, MPRIMA SOBRE STOCK, BOG.LOGICA APL, DIFERENCIAS DE INV. P.T., TALLER SERV.TECNICO, BOG.LOGICA COCA-COLA, SERVICIO TECNICO, POSCOSECHA MUESTRAS, BODEGA GESLOG INTEGRAL, RRHH, CONTAINER, BODEGA DURAMET, BODEGA PROVEEDOR, ST CONCEPCION, SERV.TECNICO SINCLAIR, SINCLAIR STOCK, MP MAQUINA WEBER, SIEGWERK, OBSOLETOS COMERCIAL, TINTAS, SALDO MATERIAS PRIMAS, BODEGA CLIENTES, MAURICIO MEDINA, MAURICIO DAVIS, GESLOG PUDAHUEL, PERU STOCK ENVIO, ST IMPRESORAS Y EQUIPOS, BODEGA ESQUIM, SERV.TECNICO SAMSON, BOG. LOGICA ARAUCO, POSCOSECHA",0.0,- Ningún fabricante -
