ItemCode,CodBodega,ItemName,Cantidad,Costo,ValorStockTotal,FechAdmis,Ancho
16279,24,G77112M KIT PRINT MECH LATCH ZXM + SERIES ZEBRA,0.0,59659.3333,0.0,1900-01-01,0.0
16279,26,G77112M KIT PRINT MECH LATCH ZXM + SERIES ZEBRA,0.0,59659.3333,0.0,1900-01-01,0.0
16279,34,G77112M KIT PRINT MECH LATCH ZXM + SERIES ZEBRA,0.0,59659.3333,0.0,1900-01-01,0.0
16279,35,G77112M KIT PRINT MECH LATCH ZXM + SERIES ZEBRA,0.0,59659.3333,0.0,1900-01-01,0.0
16279,36,G77112M KIT PRINT MECH LATCH ZXM + SERIES ZEBRA,0.0,59659.3333,0.0,1900-01-01,0.0
16279,38,G77112M KIT PRINT MECH LATCH ZXM + SERIES ZEBRA,0.0,59659.3333,0.0,1900-01-01,0.0
16279,40,G77112M KIT PRINT MECH LATCH ZXM + SERIES ZEBRA,0.0,59659.3333,0.0,1900-01-01,0.0
16279,42,G77112M KIT PRINT MECH LATCH ZXM + SERIES ZEBRA,0.0,59659.3333,0.0,1900-01-01,0.0
16279,44,G77112M KIT PRINT MECH LATCH ZXM + SERIES ZEBRA,0.0,59659.3333,0.0,1900-01-01,0.0
16279,45,G77112M KIT PRINT MECH LATCH ZXM + SERIES ZEBRA,0.0,59659.3333,0.0,1900-01-01,0.0
16279,46,G77112M KIT PRINT MECH LATCH ZXM + SERIES ZEBRA,0.0,59659.3333,0.0,1900-01-01,0.0
16279,48,G77112M KIT PRINT MECH LATCH ZXM + SERIES ZEBRA,0.0,59659.3333,0.0,1900-01-01,0.0
16279,49,G77112M KIT PRINT MECH LATCH ZXM + SERIES ZEBRA,0.0,59659.3333,0.0,1900-01-01,0.0
16279,50,G77112M KIT PRINT MECH LATCH ZXM + SERIES ZEBRA,0.0,59659.3333,0.0,1900-01-01,0.0
16279,51,G77112M KIT PRINT MECH LATCH ZXM + SERIES ZEBRA,0.0,59659.3333,0.0,1900-01-01,0.0
16279,52,G77112M KIT PRINT MECH LATCH ZXM + SERIES ZEBRA,0.0,59659.3333,0.0,1900-01-01,0.0
16279,53,G77112M KIT PRINT MECH LATCH ZXM + SERIES ZEBRA,0.0,59659.3333,0.0,1900-01-01,0.0
16279,54,G77112M KIT PRINT MECH LATCH ZXM + SERIES ZEBRA,0.0,59659.3333,0.0,1900-01-01,0.0
16477,01,G47490 PRINT SERVER EXTERNO ZEBRA,0.0,0.0,0.0,1900-01-01,0.0
16477,02,G47490 PRINT SERVER EXTERNO ZEBRA,0.0,0.0,0.0,1900-01-01,0.0
16477,03,G47490 PRINT SERVER EXTERNO ZEBRA,0.0,0.0,0.0,1900-01-01,0.0
16477,04,G47490 PRINT SERVER EXTERNO ZEBRA,0.0,0.0,0.0,1900-01-01,0.0
16477,05,G47490 PRINT SERVER EXTERNO ZEBRA,0.0,0.0,0.0,1900-01-01,0.0
16477,06,G47490 PRINT SERVER EXTERNO ZEBRA,0.0,0.0,0.0,1900-01-01,0.0
16477,07,G47490 PRINT SERVER EXTERNO ZEBRA,0.0,0.0,0.0,1900-01-01,0.0
16477,08,G47490 PRINT SERVER EXTERNO ZEBRA,0.0,0.0,0.0,1900-01-01,0.0
16477,09,G47490 PRINT SERVER EXTERNO ZEBRA,0.0,0.0,0.0,1900-01-01,0.0
16477,10,G47490 PRINT SERVER EXTERNO ZEBRA,0.0,0.0,0.0,1900-01-01,0.0
16477,11,G47490 PRINT SERVER EXTERNO ZEBRA,0.0,0.0,0.0,1900-01-01,0.0
16477,12,G47490 PRINT SERVER EXTERNO ZEBRA,0.0,0.0,0.0,1900-01-01,0.0
16477,13,G47490 PRINT SERVER EXTERNO ZEBRA,0.0,0.0,0.0,1900-01-01,0.0
16477,14,G47490 PRINT SERVER EXTERNO ZEBRA,0.0,0.0,0.0,1900-01-01,0.0
16477,15,G47490 PRINT SERVER EXTERNO ZEBRA,0.0,0.0,0.0,1900-01-01,0.0
16477,16,G47490 PRINT SERVER EXTERNO ZEBRA,0.0,0.0,0.0,1900-01-01,0.0
16477,17,G47490 PRINT SERVER EXTERNO ZEBRA,0.0,0.0,0.0,1900-01-01,0.0
16477,18,G47490 PRINT SERVER EXTERNO ZEBRA,0.0,0.0,0.0,1900-01-01,0.0
16477,19,G47490 PRINT SERVER EXTERNO ZEBRA,0.0,0.0,0.0,1900-01-01,0.0
16477,20,G47490 PRINT SERVER EXTERNO ZEBRA,0.0,0.0,0.0,1900-01-01,0.0
16477,21,G47490 PRINT SERVER EXTERNO ZEBRA,0.0,0.0,0.0,1900-01-01,0.0
16477,22,G47490 PRINT SERVER EXTERNO ZEBRA,0.0,0.0,0.0,1900-01-01,0.0
16477,24,G47490 PRINT SERVER EXTERNO ZEBRA,0.0,0.0,0.0,1900-01-01,0.0
16477,26,G47490 PRINT SERVER EXTERNO ZEBRA,0.0,0.0,0.0,1900-01-01,0.0
16477,34,G47490 PRINT SERVER EXTERNO ZEBRA,0.0,0.0,0.0,1900-01-01,0.0
16477,35,G47490 PRINT SERVER EXTERNO ZEBRA,0.0,0.0,0.0,1900-01-01,0.0
16477,36,G47490 PRINT SERVER EXTERNO ZEBRA,0.0,0.0,0.0,1900-01-01,0.0
16477,38,G47490 PRINT SERVER EXTERNO ZEBRA,0.0,0.0,0.0,1900-01-01,0.0
16477,40,G47490 PRINT SERVER EXTERNO ZEBRA,0.0,0.0,0.0,1900-01-01,0.0
16477,42,G47490 PRINT SERVER EXTERNO ZEBRA,0.0,0.0,0.0,1900-01-01,0.0
16477,44,G47490 PRINT SERVER EXTERNO ZEBRA,0.0,0.0,0.0,1900-01-01,0.0
