ItemName,Categoria,Cantidad,CodBodega,NomBodega,UMInv,Fecha_Ult_recep
TINTA UV BLANCO TRANSPARENTE UFO0-0061 FLINT,PROD. TINTAS,0.0,48,POSCOSECHA,KILOS,2026-07-27
TINTA UV BLANCO TRANSPARENTE UFO0-0061 FLINT,PROD. TINTAS,0.0,19,MAURICIO DAVIS,KILOS,2026-07-27
TINTA UV BLANCO TRANSPARENTE UFO0-0061 FLINT,PROD. TINTAS,0.0,13,TDP STOCK,KILOS,2026-07-27
TINTA UV BLANCO TRANSPARENTE UFO0-0061 FLINT,PROD. TINTAS,0.0,14,SERVICIO TECNICO,KILOS,2026-07-27
TINTA UV BLANCO TRANSPARENTE UFO0-0061 FLINT,PROD. TINTAS,0.0,15,TALLER SERV.TECNICO,KILOS,2026-07-27
TINTA UV BLANCO TRANSPARENTE UFO0-0061 FLINT,PROD. TINTAS,0.0,16,BOG.LOGICA COCA-COLA,KILOS,2026-07-27
TINTA UV BLANCO TRANSPARENTE UFO0-0061 FLINT,PROD. TINTAS,0.0,17,BODEGA CLIENTES,KILOS,2026-07-27
TINTA UV BLANCO TRANSPARENTE UFO0-0061 FLINT,PROD. TINTAS,0.0,18,MAURICIO MEDINA,KILOS,2026-07-27
TINTA UV BLANCO TRANSPARENTE UFO0-0061 FLINT,PROD. TINTAS,0.0,20,POSCOSECHA MUESTRAS,KILOS,2026-07-27
TINTA UV BLANCO TRANSPARENTE UFO0-0061 FLINT,PROD. TINTAS,0.0,36,CONTAINER,KILOS,2026-07-27
TINTA UV BLANCO TRANSPARENTE UFO0-0061 FLINT,PROD. TINTAS,85.0,21,TINTAS,KILOS,2026-07-27
TINTA UV BLANCO TRANSPARENTE UFO0-0061 FLINT,PROD. TINTAS,0.0,22,SIEGWERK,KILOS,2026-07-27
TINTA UV BLANCO TRANSPARENTE UFO0-0061 FLINT,PROD. TINTAS,0.0,24,SALDO MATERIAS PRIMAS,KILOS,2026-07-27
TINTA UV BLANCO TRANSPARENTE UFO0-0061 FLINT,PROD. TINTAS,0.0,26,OBSOLETOS COMERCIAL,KILOS,2026-07-27
TINTA UV BLANCO TRANSPARENTE UFO0-0061 FLINT,PROD. TINTAS,0.0,34,MP MAQUINA WEBER,KILOS,2026-07-27
TINTA DUAL BLANCO TRANSPARENTE SIEG,PROD. TINTAS,35.0,21,TINTAS,KILOS,2026-07-27
TINTA UV BLANCO TRANSPARENTE UFO0-0061 FLINT,PROD. TINTAS,0.0,11,BOG.LOGICA CyT VESPUCIO,KILOS,2026-07-27
TINTA UV BLANCO TRANSPARENTE UFO0-0061 FLINT,PROD. TINTAS,0.0,10,DIFERENCIAS DE INV. P.T.,KILOS,2026-07-27
TINTA UV BLANCO TRANSPARENTE UFO0-0061 FLINT,PROD. TINTAS,0.0,09,BOG.LOGICA APL,KILOS,2026-07-27
TINTA UV BLANCO TRANSPARENTE UFO0-0061 FLINT,PROD. TINTAS,0.0,08,MPRIMA SOBRE STOCK,KILOS,2026-07-27
TINTA UV BLANCO TRANSPARENTE UFO0-0061 FLINT,PROD. TINTAS,0.0,07,NOTAS DE CREDITO,KILOS,2026-07-27
TINTA UV BLANCO TRANSPARENTE UFO0-0061 FLINT,PROD. TINTAS,0.0,06,PRODUCTOS RECHAZADOS,KILOS,2026-07-27
TINTA UV BLANCO TRANSPARENTE UFO0-0061 FLINT,PROD. TINTAS,0.0,05,RECLAMO PROVEEDOR,KILOS,2026-07-27
TINTA UV BLANCO TRANSPARENTE UFO0-0061 FLINT,PROD. TINTAS,0.0,04,PRODUCCION,KILOS,2026-07-27
TINTA UV BLANCO TRANSPARENTE UFO0-0061 FLINT,PROD. TINTAS,0.0,03,PRODUCTOS TERMINADOS,KILOS,2026-07-27
TINTA UV BLANCO TRANSPARENTE UFO0-0061 FLINT,PROD. TINTAS,0.0,02,MATERIAS PRIMAS E INSUMOS,KILOS,2026-07-27
TINTA UV BLANCO TRANSPARENTE UFO0-0061 FLINT,PROD. TINTAS,0.0,01,BODEGA COSTEO,KILOS,2026-07-27
TINTA UV GREEN UFO6-0051 FLINT,PROD. TINTAS,5.5,21,TINTAS,KILOS,2026-07-27
TINTA UV GREEN UFO6-0051 FLINT,PROD. TINTAS,5.0,21,TINTAS,KILOS,2026-07-27
TINTA UV CYAN UFO5-0083 FLINT,PROD. TINTAS,22.0,21,TINTAS,KILOS,2026-07-27
TINTA UV BLANCO TRANSPARENTE UFO0-0061 FLINT,PROD. TINTAS,0.0,46,SINCLAIR STOCK,KILOS,2026-07-27
TINTA UV CYAN UFO5-0083 FLINT,PROD. TINTAS,11.0,21,TINTAS,KILOS,2026-07-27
TINTA DUAL BLANCO TRANSPARENTE SIEG,PROD. TINTAS,10.0,21,TINTAS,KILOS,2026-07-27
TINTA UV BLANCO TRANSPARENTE UFO0-0061 FLINT,PROD. TINTAS,0.0,35,BODEGA GESLOG INTEGRAL,KILOS,2026-07-27
TINTA UV BLANCO TRANSPARENTE UFO0-0061 FLINT,PROD. TINTAS,0.0,12,BOG.LOGICA CyT ESPEJO,KILOS,2026-07-27
TINTA UV BLANCO TRANSPARENTE UFO0-0061 FLINT,PROD. TINTAS,0.0,38,RRHH,KILOS,2026-07-27
TINTA UV BLANCO TRANSPARENTE UFO0-0061 FLINT,PROD. TINTAS,0.0,53,BODEGA ESQUIM,KILOS,2026-07-27
TINTA UV BLANCO TRANSPARENTE UFO0-0061 FLINT,PROD. TINTAS,0.0,50,SERV.TECNICO SAMSON,KILOS,2026-07-27
TINTA DUAL BLANCO TRANSPARENTE SIEG,PROD. TINTAS,20.0,21,TINTAS,KILOS,2026-07-27
TINTA UV BLANCO TRANSPARENTE UFO0-0061 FLINT,PROD. TINTAS,0.0,51,PERU STOCK ENVIO,KILOS,2026-07-27
TINTA UV BLANCO TRANSPARENTE UFO0-0061 FLINT,PROD. TINTAS,0.0,52,ST IMPRESORAS Y EQUIPOS,KILOS,2026-07-27
TINTA UV BLANCO TRANSPARENTE UFO0-0061 FLINT,PROD. TINTAS,0.0,49,BOG. LOGICA ARAUCO,KILOS,2026-07-27
TINTA UV BLANCO TRANSPARENTE UFO0-0061 FLINT,PROD. TINTAS,0.0,54,GESLOG MALLOA,KILOS,2026-07-27
TINTA UV BLANCO TRANSPARENTE UFO0-0061 FLINT,PROD. TINTAS,0.0,45,BODEGA PROVEEDOR,KILOS,2026-07-27
TINTA UV BLANCO TRANSPARENTE UFO0-0061 FLINT,PROD. TINTAS,0.0,44,SERV.TECNICO SINCLAIR,KILOS,2026-07-27
TINTA UV BLANCO TRANSPARENTE UFO0-0061 FLINT,PROD. TINTAS,0.0,42,BODEGA DURAMET,KILOS,2026-07-27
TINTA UV BLANCO TRANSPARENTE UFO0-0061 FLINT,PROD. TINTAS,0.0,40,ST CONCEPCION,KILOS,2026-07-27
TINTA UV FLEXO LUNA TINTING MEDIUM PARAGON TF001,PROD. TINTAS,30.0,01,BODEGA COSTEO,KILOS,2026-07-23
TINTA SOLVENTE NEGRO TRICROMIA 177418,PROD. TINTAS,10.0,21,TINTAS,KILOS,2026-07-23
TINTA UV PARAGON MAGENTA PROCESS RF0005,PROD. TINTAS,5.0,04,PRODUCCION,KILOS,2026-07-23
ADHESIVO PARA FOLIA (18VS8074),PROD. TINTAS,5.0,21,TINTAS,KG,2026-07-23
TINTA SOLVENTE VIOLETA 175578,PROD. TINTAS,18.0,21,TINTAS,KILOS,2026-07-23
TINTA SOLVENTE VIOLETA 175578,PROD. TINTAS,6.0,21,TINTAS,KILOS,2026-07-23
TINTA UV PARAGON LUNA METAL FREE PROCESS CYAN CF1985,PROD. TINTAS,5.0,04,PRODUCCION,KILOS,2026-07-23
TINTA UV PARAGON MAGENTA PROCESS RF0005,PROD. TINTAS,27.0,04,PRODUCCION,KILOS,2026-07-23
TINTA UV PARAGON MAGENTA PROCESS RF0005,PROD. TINTAS,30.0,01,BODEGA COSTEO,KILOS,2026-07-23
TINTA UV PARAGON LUNA METAL FREE PROCESS CYAN CF1985,PROD. TINTAS,15.0,01,BODEGA COSTEO,KILOS,2026-07-23
TINTA SOLVENTE NEGRO TRICROMIA 177418,PROD. TINTAS,18.0,21,TINTAS,KILOS,2026-07-23
TINTA UV WHITE 1690244 DURST A,PROD. TINTAS DIGITAL,0.0,05,RECLAMO PROVEEDOR,LITRO,2026-07-21
TINTA UV WHITE 1690244 DURST A,PROD. TINTAS DIGITAL,0.0,08,MPRIMA SOBRE STOCK,LITRO,2026-07-21
TINTA UV MAGENTA 1690276 DURST A,PROD. TINTAS DIGITAL,0.0,52,ST IMPRESORAS Y EQUIPOS,LITRO,2026-07-21
TINTA UV MAGENTA 1690276 DURST A,PROD. TINTAS DIGITAL,0.0,53,BODEGA ESQUIM,LITRO,2026-07-21
TINTA UV WHITE 1690244 DURST A,PROD. TINTAS DIGITAL,0.0,13,TDP STOCK,LITRO,2026-07-21
TINTA UV WHITE 1690244 DURST A,PROD. TINTAS DIGITAL,0.0,10,DIFERENCIAS DE INV. P.T.,LITRO,2026-07-21
TINTA UV MAGENTA 1690276 DURST A,PROD. TINTAS DIGITAL,0.0,54,GESLOG MALLOA,LITRO,2026-07-21
TINTA UV WHITE 1690244 DURST A,PROD. TINTAS DIGITAL,0.0,03,PRODUCTOS TERMINADOS,LITRO,2026-07-21
TINTA UV WHITE 1690244 DURST A,PROD. TINTAS DIGITAL,0.0,01,BODEGA COSTEO,LITRO,2026-07-21
TINTA UV WHITE 1690244 DURST A,PROD. TINTAS DIGITAL,0.0,02,MATERIAS PRIMAS E INSUMOS,LITRO,2026-07-21
TINTA UV MAGENTA 1690276 DURST A,PROD. TINTAS DIGITAL,0.0,50,SERV.TECNICO SAMSON,LITRO,2026-07-21
TINTA UV WHITE 1690244 DURST A,PROD. TINTAS DIGITAL,11.74,04,PRODUCCION,LITRO,2026-07-21
TINTA UV WHITE 1690244 DURST A,PROD. TINTAS DIGITAL,0.0,07,NOTAS DE CREDITO,LITRO,2026-07-21
TINTA UV WHITE 1690244 DURST A,PROD. TINTAS DIGITAL,0.0,06,PRODUCTOS RECHAZADOS,LITRO,2026-07-21
TINTA UV MAGENTA 1690276 DURST A,PROD. TINTAS DIGITAL,0.0,51,PERU STOCK ENVIO,LITRO,2026-07-21
TINTA UV MAGENTA 1690276 DURST A,PROD. TINTAS DIGITAL,0.0,01,BODEGA COSTEO,LITRO,2026-07-21
TINTA UV MAGENTA 1690276 DURST A,PROD. TINTAS DIGITAL,0.0,49,BOG. LOGICA ARAUCO,LITRO,2026-07-21
TINTA UV MAGENTA 1690276 DURST A,PROD. TINTAS DIGITAL,0.0,26,OBSOLETOS COMERCIAL,LITRO,2026-07-21
TINTA UV MAGENTA 1690276 DURST A,PROD. TINTAS DIGITAL,0.0,06,PRODUCTOS RECHAZADOS,LITRO,2026-07-21
TINTA UV MAGENTA 1690276 DURST A,PROD. TINTAS DIGITAL,0.0,07,NOTAS DE CREDITO,LITRO,2026-07-21
TINTA UV MAGENTA 1690276 DURST A,PROD. TINTAS DIGITAL,0.0,08,MPRIMA SOBRE STOCK,LITRO,2026-07-21
TINTA UV MAGENTA 1690276 DURST A,PROD. TINTAS DIGITAL,0.0,10,DIFERENCIAS DE INV. P.T.,LITRO,2026-07-21
TINTA UV MAGENTA 1690276 DURST A,PROD. TINTAS DIGITAL,0.0,13,TDP STOCK,LITRO,2026-07-21
TINTA UV MAGENTA 1690276 DURST A,PROD. TINTAS DIGITAL,0.0,14,SERVICIO TECNICO,LITRO,2026-07-21
TINTA UV MAGENTA 1690276 DURST A,PROD. TINTAS DIGITAL,0.0,15,TALLER SERV.TECNICO,LITRO,2026-07-21
TINTA UV MAGENTA 1690276 DURST A,PROD. TINTAS DIGITAL,0.0,17,BODEGA CLIENTES,LITRO,2026-07-21
TINTA UV MAGENTA 1690276 DURST A,PROD. TINTAS DIGITAL,0.0,20,POSCOSECHA MUESTRAS,LITRO,2026-07-21
TINTA UV MAGENTA 1690276 DURST A,PROD. TINTAS DIGITAL,0.0,21,TINTAS,LITRO,2026-07-21
TINTA UV MAGENTA 1690276 DURST A,PROD. TINTAS DIGITAL,0.0,22,SIEGWERK,LITRO,2026-07-21
TINTA UV MAGENTA 1690276 DURST A,PROD. TINTAS DIGITAL,0.0,24,SALDO MATERIAS PRIMAS,LITRO,2026-07-21
TINTA UV MAGENTA 1690276 DURST A,PROD. TINTAS DIGITAL,0.0,34,MP MAQUINA WEBER,LITRO,2026-07-21
TINTA UV MAGENTA 1690276 DURST A,PROD. TINTAS DIGITAL,0.0,48,POSCOSECHA,LITRO,2026-07-21
TINTA UV MAGENTA 1690276 DURST A,PROD. TINTAS DIGITAL,0.0,35,BODEGA GESLOG INTEGRAL,LITRO,2026-07-21
TINTA UV MAGENTA 1690276 DURST A,PROD. TINTAS DIGITAL,10.0,36,CONTAINER,LITRO,2026-07-21
TINTA UV MAGENTA 1690276 DURST A,PROD. TINTAS DIGITAL,0.0,38,RRHH,LITRO,2026-07-21
TINTA UV MAGENTA 1690276 DURST A,PROD. TINTAS DIGITAL,0.0,40,ST CONCEPCION,LITRO,2026-07-21
TINTA UV MAGENTA 1690276 DURST A,PROD. TINTAS DIGITAL,0.0,44,SERV.TECNICO SINCLAIR,LITRO,2026-07-21
TINTA UV MAGENTA 1690276 DURST A,PROD. TINTAS DIGITAL,0.0,45,BODEGA PROVEEDOR,LITRO,2026-07-21
TINTA UV MAGENTA 1690276 DURST A,PROD. TINTAS DIGITAL,0.0,05,RECLAMO PROVEEDOR,LITRO,2026-07-21
TINTA UV MAGENTA 1690276 DURST A,PROD. TINTAS DIGITAL,23.19,04,PRODUCCION,LITRO,2026-07-21
TINTA UV MAGENTA 1690276 DURST A,PROD. TINTAS DIGITAL,0.0,03,PRODUCTOS TERMINADOS,LITRO,2026-07-21
TINTA UV MAGENTA 1690276 DURST A,PROD. TINTAS DIGITAL,0.0,02,MATERIAS PRIMAS E INSUMOS,LITRO,2026-07-21
TINTA UV YELLOW 1690243 DURST A,PROD. TINTAS DIGITAL,0.0,49,BOG. LOGICA ARAUCO,LITRO,2026-07-21
TINTA UV MAGENTA 1690276 DURST A,PROD. TINTAS DIGITAL,0.0,46,SINCLAIR STOCK,LITRO,2026-07-21
TINTA UV WHITE 1690244 DURST A,PROD. TINTAS DIGITAL,0.0,14,SERVICIO TECNICO,LITRO,2026-07-21
TINTA UV YELLOW 1690243 DURST A,PROD. TINTAS DIGITAL,0.0,48,POSCOSECHA,LITRO,2026-07-21
TINTA UV YELLOW 1690243 DURST A,PROD. TINTAS DIGITAL,0.0,52,ST IMPRESORAS Y EQUIPOS,LITRO,2026-07-21
TINTA UV WHITE 1690244 DURST A,PROD. TINTAS DIGITAL,0.0,34,MP MAQUINA WEBER,LITRO,2026-07-21
TINTA UV WHITE 1690244 DURST A,PROD. TINTAS DIGITAL,0.0,35,BODEGA GESLOG INTEGRAL,LITRO,2026-07-21
TINTA UV YELLOW 1690243 DURST A,PROD. TINTAS DIGITAL,0.0,51,PERU STOCK ENVIO,LITRO,2026-07-21
TINTA UV WHITE 1690244 DURST A,PROD. TINTAS DIGITAL,0.0,46,SINCLAIR STOCK,LITRO,2026-07-21
TINTA UV WHITE 1690244 DURST A,PROD. TINTAS DIGITAL,0.0,22,SIEGWERK,LITRO,2026-07-21
TINTA UV YELLOW 1690243 DURST A,PROD. TINTAS DIGITAL,0.0,26,OBSOLETOS COMERCIAL,LITRO,2026-07-21
TINTA UV WHITE 1690244 DURST A,PROD. TINTAS DIGITAL,0.0,45,BODEGA PROVEEDOR,LITRO,2026-07-21
TINTA UV WHITE 1690244 DURST A,PROD. TINTAS DIGITAL,0.0,44,SERV.TECNICO SINCLAIR,LITRO,2026-07-21
TINTA UV YELLOW 1690243 DURST A,PROD. TINTAS DIGITAL,0.0,50,SERV.TECNICO SAMSON,LITRO,2026-07-21
TINTA UV YELLOW 1690243 DURST A,PROD. TINTAS DIGITAL,0.0,24,SALDO MATERIAS PRIMAS,LITRO,2026-07-21
TINTA UV YELLOW 1690243 DURST A,PROD. TINTAS DIGITAL,0.0,01,BODEGA COSTEO,LITRO,2026-07-21
TINTA UV YELLOW 1690243 DURST A,PROD. TINTAS DIGITAL,0.0,02,MATERIAS PRIMAS E INSUMOS,LITRO,2026-07-21
TINTA UV YELLOW 1690243 DURST A,PROD. TINTAS DIGITAL,0.0,03,PRODUCTOS TERMINADOS,LITRO,2026-07-21
TINTA UV YELLOW 1690243 DURST A,PROD. TINTAS DIGITAL,0.0,22,SIEGWERK,LITRO,2026-07-21
TINTA UV YELLOW 1690243 DURST A,PROD. TINTAS DIGITAL,0.0,21,TINTAS,LITRO,2026-07-21
TINTA UV YELLOW 1690243 DURST A,PROD. TINTAS DIGITAL,10.0,04,PRODUCCION,LITRO,2026-07-21
TINTA UV YELLOW 1690243 DURST A,PROD. TINTAS DIGITAL,0.0,20,POSCOSECHA MUESTRAS,LITRO,2026-07-21
TINTA UV YELLOW 1690243 DURST A,PROD. TINTAS DIGITAL,0.0,05,RECLAMO PROVEEDOR,LITRO,2026-07-21
TINTA UV YELLOW 1690243 DURST A,PROD. TINTAS DIGITAL,0.0,06,PRODUCTOS RECHAZADOS,LITRO,2026-07-21
TINTA UV YELLOW 1690243 DURST A,PROD. TINTAS DIGITAL,0.0,17,BODEGA CLIENTES,LITRO,2026-07-21
TINTA UV WHITE 1690244 DURST A,PROD. TINTAS DIGITAL,0.0,40,ST CONCEPCION,LITRO,2026-07-21
TINTA UV YELLOW 1690243 DURST A,PROD. TINTAS DIGITAL,0.0,15,TALLER SERV.TECNICO,LITRO,2026-07-21
TINTA UV YELLOW 1690243 DURST A,PROD. TINTAS DIGITAL,0.0,14,SERVICIO TECNICO,LITRO,2026-07-21
TINTA UV YELLOW 1690243 DURST A,PROD. TINTAS DIGITAL,0.0,07,NOTAS DE CREDITO,LITRO,2026-07-21
TINTA UV YELLOW 1690243 DURST A,PROD. TINTAS DIGITAL,0.0,13,TDP STOCK,LITRO,2026-07-21
TINTA UV YELLOW 1690243 DURST A,PROD. TINTAS DIGITAL,0.0,10,DIFERENCIAS DE INV. P.T.,LITRO,2026-07-21
TINTA UV WHITE 1690244 DURST A,PROD. TINTAS DIGITAL,0.0,38,RRHH,LITRO,2026-07-21
TINTA UV WHITE 1690244 DURST A,PROD. TINTAS DIGITAL,10.0,36,CONTAINER,LITRO,2026-07-21
TINTA UV WHITE 1690244 DURST A,PROD. TINTAS DIGITAL,0.0,21,TINTAS,LITRO,2026-07-21
TINTA UV YELLOW 1690243 DURST A,PROD. TINTAS DIGITAL,0.0,08,MPRIMA SOBRE STOCK,LITRO,2026-07-21
TINTA UV YELLOW 1690243 DURST A,PROD. TINTAS DIGITAL,0.0,34,MP MAQUINA WEBER,LITRO,2026-07-21
TINTA UV YELLOW 1690243 DURST A,PROD. TINTAS DIGITAL,0.0,38,RRHH,LITRO,2026-07-21
TINTA UV WHITE 1690244 DURST A,PROD. TINTAS DIGITAL,0.0,26,OBSOLETOS COMERCIAL,LITRO,2026-07-21
TINTA UV WHITE 1690244 DURST A,PROD. TINTAS DIGITAL,0.0,54,GESLOG MALLOA,LITRO,2026-07-21
TINTA UV WHITE 1690244 DURST A,PROD. TINTAS DIGITAL,0.0,53,BODEGA ESQUIM,LITRO,2026-07-21
TINTA UV WHITE 1690244 DURST A,PROD. TINTAS DIGITAL,0.0,52,ST IMPRESORAS Y EQUIPOS,LITRO,2026-07-21
TINTA UV YELLOW 1690243 DURST A,PROD. TINTAS DIGITAL,0.0,46,SINCLAIR STOCK,LITRO,2026-07-21
TINTA UV YELLOW 1690243 DURST A,PROD. TINTAS DIGITAL,0.0,45,BODEGA PROVEEDOR,LITRO,2026-07-21
TINTA UV WHITE 1690244 DURST A,PROD. TINTAS DIGITAL,0.0,15,TALLER SERV.TECNICO,LITRO,2026-07-21
TINTA UV YELLOW 1690243 DURST A,PROD. TINTAS DIGITAL,0.0,44,SERV.TECNICO SINCLAIR,LITRO,2026-07-21
TINTA UV YELLOW 1690243 DURST A,PROD. TINTAS DIGITAL,0.0,40,ST CONCEPCION,LITRO,2026-07-21
TINTA UV WHITE 1690244 DURST A,PROD. TINTAS DIGITAL,0.0,51,PERU STOCK ENVIO,LITRO,2026-07-21
TINTA UV WHITE 1690244 DURST A,PROD. TINTAS DIGITAL,0.0,17,BODEGA CLIENTES,LITRO,2026-07-21
TINTA UV WHITE 1690244 DURST A,PROD. TINTAS DIGITAL,0.0,50,SERV.TECNICO SAMSON,LITRO,2026-07-21
TINTA UV WHITE 1690244 DURST A,PROD. TINTAS DIGITAL,0.0,49,BOG. LOGICA ARAUCO,LITRO,2026-07-21
TINTA UV WHITE 1690244 DURST A,PROD. TINTAS DIGITAL,0.0,24,SALDO MATERIAS PRIMAS,LITRO,2026-07-21
TINTA UV YELLOW 1690243 DURST A,PROD. TINTAS DIGITAL,30.0,36,CONTAINER,LITRO,2026-07-21
TINTA UV YELLOW 1690243 DURST A,PROD. TINTAS DIGITAL,0.0,53,BODEGA ESQUIM,LITRO,2026-07-21
TINTA UV YELLOW 1690243 DURST A,PROD. TINTAS DIGITAL,0.0,35,BODEGA GESLOG INTEGRAL,LITRO,2026-07-21
TINTA UV WHITE 1690244 DURST A,PROD. TINTAS DIGITAL,0.0,48,POSCOSECHA,LITRO,2026-07-21
TINTA UV WHITE 1690244 DURST A,PROD. TINTAS DIGITAL,0.0,20,POSCOSECHA MUESTRAS,LITRO,2026-07-21
TINTA UV YELLOW 1690243 DURST A,PROD. TINTAS DIGITAL,0.0,54,GESLOG MALLOA,LITRO,2026-07-21
BARNIZ REDUCTOR SOLVENTE 171615,PROD. TINTAS,10.0,21,TINTAS,KILOS,2026-07-08
TINTA AL AGUA AMARILLO 177721,PROD. TINTAS,18.0,21,TINTAS,KILOS,2026-07-08
TINTA SOLVENTE WARN RED GF 177733,PROD. TINTAS,18.0,21,TINTAS,KILOS,2026-07-08
TINTA AL AGUA AMARILLO 177721,PROD. TINTAS,18.0,21,TINTAS,KILOS,2026-07-08
TINTA SOLVENTE AMARILLO TRICROMIA 177008,PROD. TINTAS,15.0,21,TINTAS,KILOS,2026-07-08
TINTA SOLVENTE AZUL REFLEJO 177556,PROD. TINTAS,18.0,21,TINTAS,KILOS,2026-07-08
TINTA SOLVENTE AZUL REFLEJO 177556,PROD. TINTAS,2.0,21,TINTAS,KILOS,2026-07-08
TINTA SOLVENTE AZUL REFLEJO 177556,PROD. TINTAS,10.0,21,TINTAS,KILOS,2026-07-08
TINTA SOLVENTE AZUL REFLEJO 177556,PROD. TINTAS,6.0,21,TINTAS,KILOS,2026-07-08
TINTA SOLVENTE AMARILLO TRICROMIA 177008,PROD. TINTAS,18.0,21,TINTAS,KILOS,2026-07-08
BARNIZ REDUCTOR SOLVENTE 171615,PROD. TINTAS,17.0,21,TINTAS,KILOS,2026-07-08
TINTA DUAL BLANCO OPACO FLX 225410 TERMO CONVERT (SEALANT),PROD. TINTAS,50.0,21,TINTAS,KILOS,2026-07-07
TINTA UV HI-TECH 265360 BLANCO OPACO TERMO CONVERT,PROD. TINTAS,50.0,21,TINTAS,KILOS,2026-07-07
TINTA DUAL GREEN C E01 81-501498-0.2730 SIEG,PROD. TINTAS,20.0,21,TINTAS,KILOS,2026-07-06
TINTA UV 81-010166-7 BLANCO OPACO  39-8 SIEGWERK,PROD. TINTAS,165.0,21,TINTAS,UN,2026-07-06
TINTA UV 81-000477-0.3512 SHRINK SEALANT WHITE SR3,PROD. TINTAS,54.4,36,CONTAINER,KILOS,2026-07-06
TINTA DUAL YELLOW 80-301432-3.2730 SIEG,PROD. TINTAS,40.0,21,TINTAS,KILOS,2026-07-06
TINTA DUAL DEEP BLACK 80-901096-0.2730 SIEG,PROD. TINTAS,40.0,21,TINTAS,KILOS,2026-07-06
TINTA DUAL YELLOW 80-301432-3.2730 SIEG,PROD. TINTAS,20.0,21,TINTAS,KILOS,2026-07-06
TINTA DUAL MAGENTA 80-802950-8.2730 SIEG,PROD. TINTAS,20.0,21,TINTAS,KILOS,2026-07-06
TINTA UV 81-000477-0.3512 SHRINK SEALANT WHITE SR3,PROD. TINTAS,48.96,21,TINTAS,KILOS,2026-07-06
TINTA DUAL DEEP BLACK 80-901096-0.2730 SIEG,PROD. TINTAS,50.0,21,TINTAS,KILOS,2026-07-06
TINTA UV 81-000477-0.3512 SHRINK SEALANT WHITE SR3,PROD. TINTAS,136.0,21,TINTAS,KILOS,2026-07-06
TINTA DUAL CYAN 80-141906-0.2730 SIEG,PROD. TINTAS,20.0,21,TINTAS,KILOS,2026-07-06
TINTA DUAL MAGENTA 80-802950-8.2730 SIEG,PROD. TINTAS,10.0,21,TINTAS,KILOS,2026-07-06
TINTA DUAL WARM RED 81-802960-5.2730 SIEG,PROD. TINTAS,15.0,21,TINTAS,KILOS,2026-07-06
TINTA UV 81-010166-7 BLANCO OPACO  39-8 SIEGWERK,PROD. TINTAS,45.0,21,TINTAS,UN,2026-07-06
TINTA DUAL RHODAMINE RED C E01 81-802961-3.2730 SIEG,PROD. TINTAS,20.0,21,TINTAS,KILOS,2026-07-06
TINTA DUAL CYAN 80-141906-0.2730 SIEG,PROD. TINTAS,20.0,21,TINTAS,KILOS,2026-07-06
TINTA DUAL REFLEX BLUE C E01 81-141914-2.2730 SIEG,PROD. TINTAS,25.0,21,TINTAS,KILOS,2026-07-06
TINTA DUAL CYAN 80-141906-0.2730 SIEG,PROD. TINTAS,20.0,21,TINTAS,KILOS,2026-07-06
TINTA DUAL REFLEX BLUE C E01 81-141914-2.2730 SIEG,PROD. TINTAS,20.0,21,TINTAS,KILOS,2026-07-06
TINTA UV VIOLET UFO4-0013 FLINT,PROD. TINTAS,0.0,52,ST IMPRESORAS Y EQUIPOS,UN,2026-07-03
TINTA UV VIOLET UFO4-0013 FLINT,PROD. TINTAS,0.0,53,BODEGA ESQUIM,UN,2026-07-03
TINTA UV VIOLET UFO4-0013 FLINT,PROD. TINTAS,0.0,54,GESLOG MALLOA,UN,2026-07-03
TINTA UV RUBINE UFO3-0002 FLINT,PROD. TINTAS,0.0,52,ST IMPRESORAS Y EQUIPOS,UN,2026-07-03
TINTA UV PURPLE UFO4-0011 FLINT,PROD. TINTAS,0.0,01,BODEGA COSTEO,UN,2026-07-03
TINTA UV RUBINE UFO3-0002 FLINT,PROD. TINTAS,0.0,48,POSCOSECHA,UN,2026-07-03
TINTA UV RUBINE UFO3-0002 FLINT,PROD. TINTAS,0.0,49,BOG. LOGICA ARAUCO,UN,2026-07-03
TINTA UV RUBINE UFO3-0002 FLINT,PROD. TINTAS,0.0,50,SERV.TECNICO SAMSON,UN,2026-07-03
TINTA UV RUBINE UFO3-0002 FLINT,PROD. TINTAS,0.0,51,PERU STOCK ENVIO,UN,2026-07-03
TINTA UV VIOLET UFO4-0013 FLINT,PROD. TINTAS,16.0,21,TINTAS,UN,2026-07-03
TINTA UV RUBINE UFO3-0002 FLINT,PROD. TINTAS,0.0,53,BODEGA ESQUIM,UN,2026-07-03
TINTA UV PURPLE UFO4-0011 FLINT,PROD. TINTAS,0.0,02,MATERIAS PRIMAS E INSUMOS,UN,2026-07-03
TINTA UV PURPLE UFO4-0011 FLINT,PROD. TINTAS,0.0,03,PRODUCTOS TERMINADOS,UN,2026-07-03
TINTA UV PURPLE UFO4-0011 FLINT,PROD. TINTAS,0.0,04,PRODUCCION,UN,2026-07-03
TINTA UV PURPLE UFO4-0011 FLINT,PROD. TINTAS,0.0,05,RECLAMO PROVEEDOR,UN,2026-07-03
TINTA UV PURPLE UFO4-0011 FLINT,PROD. TINTAS,0.0,06,PRODUCTOS RECHAZADOS,UN,2026-07-03
