"sap","corr","descripcion","codigo_sap","cliente","categoria","venta","troquelado_especial","tipo_tintas","release_inhibidor","barniz","tipo_barniz","folia","sap_barniz","adhesivo","troquel_largoxancho","tipo_troquel","imag_eje","imag_desarrollo","z","paso_engranaje","sustrato_n1","n1","ancho_mts","sap_n1","sustrato_n2","ancho_n2","sap_n2","cinta_p_laminar","ancho","sap_n3_cinta_p_lam","trabajo_3ro","proveedor","sap_folia","ancho_folia","vendedor","cantidad_colores","prov_lam_1","prov_lam_2","prov_cinta","prov_folia","corte","bcm","color","anilox","bcm2","color3","anilox4","bcm5","color6","anilox7","bcm8","color9","anilox10","bcm11","aisa_maquina","aisa_final","muestra_adjunta","pantone","sist_etiq","uso","avance_x_etiqueta","avance_troquel","mts_x_rollo","et_x_rollo","rollos_x_caja","et_x_caja","n_columnas","factor_consumo","cod_caja","cod_cono","observaciones","elaborado_por","fecha_elab","n_revision","muestras_etiquetas","muestra_envases","velocidad_objetivo","actualizado_por","detalle_actualizacion","fecha_actualizacion","diametro_cono","z_cilindro_impresion","ruta_fabricacion","disponibilidad_troquel","envase_disponible","material","color12","entregada_a_pre_prensa","consideraciones_termo_hp","descrpcion","cps","cantidad_etq_en_oi","total_metros_lineales","fact_consu_mat_2","fact_consu_cinta_p_laminar","fact_consu_folia","estado_de_vb","troquel_existente_nuevo","receta_en_sap","proyecto_tp","fabricacion_samson","sap_de_troquel"
"48847","2857","ETIQUETA IND. 12 X 30 SEMIBRILLO (diametro rollo 125 mm) 130114","48847","INVERSIONES DEL PACIFICO","INDUSTRIAL BLANCA","MILES","NO APLICA","--","NO APLICA","--","--","NO APLICA","NO APLICA","ESTANDAR","12 X 30","FLEXIBLE","3","20","90","3.175","LAMINADO 110MM PAPEL SEMIBRILLO L80-PH-G62S (EXACTO)","110","0.11","46036","--","--","--","--","--","--","--","--","--","--","ANDRES JIMENEZ","0","ARCLAD","--","--","--","RECTANGULAR","","","","","","","","","","","","","","1","2","--","--","MANUAL","SIN INFORMACION","14.2875","285.75","48","10080","8","80640","3","0.523875","716","708","ETIQUETA A 3 COLUMNAS","KATHERINE MONTESINO","43192","1","","","","--","--","--","","","","","","","","","","","","","","","","","","","","","",""
"48849","2858","OB-ETIQUETA PRIME 120 x 130 MM PULPA PIERNA AGROSUPER (cod.19708) NVO.DISEÑO","48849","AGROSUPER","PRIME","UNIDADES","NO APLICA","UV","NO APLICA","SI","CON RESERVA BARNIZ UV BRILLANTE UV6663 SIEGWERK SAP 45981","NO APLICA","NO APLICA","FRIO","120 X 130","FLEXIBLE","2","3","117","3.175","LAMINADO 280MM BOPP BLCO. BRITE. RITRAMA (8065)","280","0.28","44955","NO APLICA","--","--","NO APLICA","--","--","--","--","--","--","PAOLA SARABIA","7:C;M;Y;K;P-485C;P-2925C;P-BLACK C","RITRAMA","--","--","--","CUADRADO","","","","","","","","","","","","","","2","1","--","--","AUTOMATICO","SIN INFORMACION","123.82499999999999","371.47499999999997","372","3000","1","3000","1","0.0173355","716","708-40547","BARNIZ CON RESERVA. MATERIAL BOPP BLANCO 60 MICRAS NO CAVITADO","KATHERINE MONTESINO","43192","1","","","150","--","--","--","3","","","","","BOPP","BLANCO BRILLANTE","","","","","","","","","","","","","","",""
"48848","2859","OB-ETIQUETA PRIME 120 x 130 mm. POSTA NEGRA  AGROSUPER (cod.19703)NVO.DISEÑO","48848","AGROSUPER","PRIME","UNIDADES","NO APLICA","UV","NO APLICA","SI","CON RESERVA BARNIZ UV BRILLANTE UV6663 SIEGWERK SAP 45981","NO APLICA","NO APLICA","FRIO","120 X 130","FLEXIBLE","2","3","117","3.175","LAMINADO 280MM BOPP BLCO. BRITE. RITRAMA (8065)","280","0.28","44955","NO APLICA","--","--","NO APLICA","--","--","--","--","--","--","PAOLA SARABIA","7:C;M;Y;K;P-485C;P-2925C;P-BLACK C","RITRAMA","--","--","--","CUADRADO","","","","","","","","","","","","","","2","1","--","--","AUTOMATICO","SIN INFORMACION","123.82499999999999","371.47499999999997","372","3000","1","3000","1","0.0173355","43823","708-40547","BARNIZ CON RESERVA. MATERIAL BOPP BLANCO 60 MICRAS NO CAVITADO","KATHERINE MONTESINO","43192","1","","","150","--","--","--","3","","","","","BOPP","BLANCO BRILLANTE","","","","","","","","","","","","","","",""
"48851","2860","ET. CODIGO BARRA DUN TOALLA 60 X 38","48851","PAPELERA ADD LTDA","INDUSTRIAL IMPRESA","MILES","NO","--","NO APLICA","NO","NO APLICA","NO APLICA","NO APLICA","ESTANDAR","60 X 38","FLEXIBLE","2","4","80","3.175","LAMINADO 110MM PAPEL BCO. S.BRILLO 80G AP 904 (6770)","110","0.11","709","NO APLICA","--","--","NO APLICA","--","--","N/A","N/A","N/A","N/A","EDUARDO LUCO","1:NEGRO","ARCLAD","--","--","--","RECTANGULAR","","","","","","","","","","","","","","4","3","--","--","MANUAL","SIN INFORMACION","63.5","254","127","2000","5","10000","1","3.4925","716","701","IMPRESIÓN POR TERMOTRANSFERENCIA","KATHERINE MONTESINO","43192","1","","","","--","--","--","3","","","","","PAPEL SEMIBRILLO","BLANCO","","","","","","","","","","","","","","",""
"48852","2861","ET. CODIGO BARRA PILUCHO 60 X 38","48852","PAPELERA ADD LTDA","INDUSTRIAL IMPRESA","MILES","NO","--","NO APLICA","NO","NO APLICA","NO APLICA","NO APLICA","ESTANDAR","60 X 38","FLEXIBLE","2","4","80","3.175","LAMINADO 110MM PAPEL BCO. S.BRILLO 80G AP 904 (6770)","110","0.11","709","NO APLICA","--","--","NO APLICA","--","--","N/A","N/A","N/A","N/A","EDUARDO LUCO","1:NEGRO","ARCLAD","--","--","--","RECTANGULAR","","","","","","","","","","","","","","4","3","--","--","MANUAL","SIN INFORMACION","63.5","254","127","2000","5","10000","1","3.4925","716","701","IMPRESIÓN POR TERMOTRANSFERENCIA","KATHERINE MONTESINO","43192","1","","","","--","--","--","3","","","","","PAPEL SEMIBRILLO","BLANCO","","","","","","","","","","","","","","",""
"48853","2862","OB-ETIQUETA IND. 40 x 58 CHURRASCO VACUNO CARNES IKA","48853","CARNES IKA AGROSUPER","INDUSTRIAL BLANCA","MILES","NO","SOLVENTE","NO APLICA","SI","BARNIZ BRILLANTE FLEXO BASE AGUA 15-600463-2 SIEGWERK SAP 48343","NO APLICA","--","ESTANDAR","40 X 58","FLEXIBLE","2","6","80","3.175","LAMINADO 160MM BOPP  BLCO. 60 UTC RI 707/BL 8065","160","0.16","40500","NO APLICA","--","--","NO APLICA","--","--","N/A","N/A","N/A","--","PAOLA SARABIA","2:P.C GRAY;P.R. BLUE","ARCLAD","--","--","--","RECTANGULAR","","","","","","","","","","","","","","1","2","--","--","AUTOMATICO","SIN INFORMACION","42.333333333333336","254","450","10600","3","31800","1","3.3866666666666667","43823","39379","--","KATHERINE MONTESINO","43193","2","","","","KATHERINE MONTESINO","SE CAMBIA EL AISA DE 1 A 2 (CORREO DE M.PALACIOS 19-04-2018)","43209","3","","","","","BOPP","BLANCO","","","","","","","","","","","","","","",""
"48855","2863","OB-ETIQUETA IND. 55 X 55 CHURRASCO POLLO CARNES IKA","48855","CARNES IKA AGROSUPER","INDUSTRIAL IMPRESA","MILES","--","UV","--","SI","BARNIZ UV BRILLANTE UV6663 SIEGWERK SAP 45981","--","--","ESTANDAR","55 X 55","FLEXIBLE","3","6","111","3.175","LAMINADO 200MM BOPP  BLACO. 60 UTC RI 707/BL 8065","200","0.2","42814","--","--","--","--","--","--","--","--","--","--","PAOLA SARABIA","1:P-287C","ARCLAD","--","--","--","CUADRADO","","","","","","","","","","","","","","1","2","","","AUTOMATICO","SIN INFORMACION","58.73749999999999","352.42499999999995","441","7500","3","22500","1","3.9158333333333335","43823","39378","--","KATHERINE MONTESINO","43194","2","","","","KATHERINE MONTESINO","SE CAMBIA AISA DE 1 A 2 (CORREO M.PALACIOS 19-04-2018)","43209","3","","","","","BOPP","BLANCO","","","","","","","","","","","","","","",""
"48854","2864","OB-ETIQUETA IND.48 X 70 LOMITO DE CERDO CARNES IKA","48854","CARNES IKA AGROSUPER","INDUSTRIAL BLANCA","MILES","NO","SOLVENTE","NO APLICA","SI","BARNIZ BRILLANTE FLEXO BASE AGUA 15-600463-2 SIEGWERK SAP 48343","NO APLICA","--","ESTANDAR","48 X 70","FLEXIBLE","2","5","80","3.175","LAMINADO 160MM BOPP  BLCO. 60 UTC RI 707/BL 8065","160","0.16","40500","NO APLICA","--","--","NO APLICA","--","--","N/A","N/A","N/A","--","PAOLA SARABIA","2:P485;NEGRO","ARCLAD","--","--","--","RECTANGULAR","","","","","","","","","","","","","","1","2","--","--","AUTOMATICO","SIN INFORMACION","50.8","254","442","8700","3","26100","1","4.064","43823","722","--","KATHERINE MONTESINO","43194","2","","","","KATHERINE MONTESINO","SE CAMBIA AISA DE 1 A 2 (CORREO M.PALACIOS 19-04-2018)","43209","3","","","","","BOPP","BLANCO","","","","","","","","","","","","","","",""
"48859","2865","ETIQUETA PRIME 180 x 90 PROPAL GOLD KIWI (124080036)","48859","PROPAL","PRIME DIGITAL","UNIDADES","NO","HP","N/A","SI","BARNIZ UV BRILLANTE UV6663 SIEGWERK SAP 45981","NO APLICA","--","ESTANDAR","180 X 90","FLEXIBLE","3","2","117","3.175","LAMINADO 330MM PAPEL SEMIBRILLO L80-PH-G62S ( EXACTO)","330","0.33","44927","--","--","--","--","--","--","--","--","--","--","PAOLA SARABIA","2:P-102C;P-485C","ARCLAD","--","--","--","RECTANGULAR","3","4","AUTOMATICO","SIN INFORMACION","53.339999999999996","266.7","540","10124","4","40496","1","0.0029337","43823","3","4","--","--","MANUAL","SIN INFORMACION","185.73749999999998","371.47499999999997","93","500","4","2000","1","0.020431124999999998","718","720","--","KATHERINE MONTESINO","43194","1","","","","--","--","--","","","","","","","","","","","","","","","","","","","","","",""
"S/C","2866","48145 BOL PE 275X350X120 MANJAR LOS ALERCES  5KG LA2 2017","S/C","COLUN","PRIME","UNIDADES","NO","UV","N/A","NO","--","NO APLICA","--","NO APLICA","275X350X120","N/A","1","1","111","3.175","POLIETILENO 275MM 120 MICRAS","NO","Error","S/C","--","--","--","--","--","--","--","--","--","--","--","7:C;M;Y;K;BLANCO;P-1615C;P-287C","--","--","--","--","RECTANGULAR","3","4","AUTOMATICO","SIN INFORMACION","53.339999999999996","266.7","540","10124","4","40496","1","0.0029337","43823","1","2","--","--","AUTOMATICO","SIN INFORMACION","352.42499999999995","352.42499999999995","1317","3740","1","3740","1","0.096916875","--","--","DIAMETRO MAXIMO DE BOBINA 500MM","KATHERINE MONTESINO","43195","1","","","150","--","--","--","","","","","","","","","","","","","","","","","","","","","",""
"S/C","2867","BOL PE 275X350X120 MANJAR COLUN SEMIESPESO 5KG LA2 2017","S/C","COLUN","PRIME","UNIDADES","NO","UV","N/A","NO","--","NO APLICA","--","NO APLICA","275X350X120","N/A","1","1","111","3.175","POLIETILENO 275MM 120 MICRAS","NO","Error","S/C","--","--","--","--","--","--","--","--","--","--","--","8:C;M;Y;K;P-485C;P-731C;NEGRO;BLANCO","--","--","--","--","RECTANGULAR","3","4","AUTOMATICO","SIN INFORMACION","53.339999999999996","266.7","540","10124","4","40496","1","0.0029337","43823","1","2","--","--","AUTOMATICO","SIN INFORMACION","352.42499999999995","352.42499999999995","1317","3740","1","3740","1","0.096916875","--","--","DIAMETRO MAXIMO DE BOBINA 500MM","KATHERINE MONTESINO","43195","1","","","150","--","--","--","","","","","","","","","","","","","","","","","","","","","",""
"48865","2868","ETIQUETA PRIME 90 x 80 QUESOS LAMINADO RAFULCO 1 KL./DIS. 2018","48865","COMERCIAL PILLAHUE","PRIME","UNIDADES","NO","UV","NO APLICA","SI","BARNIZ UV BRILLANTE UV6663 SIEGWERK SAP 45981","--","--","ESTANDAR","90 X 80","FLEXIBLE","2","4","117","3.175","LAMINADO 200MM PAPEL SEMIBRILLO 80/P","200","0.2","43197","--","--","--","--","--","--","--","--","--","--","ALEJANDRO UGARTE","5:M;Y;K;P-2736C;P-485C","ARCLAD","--","--","--","RECTANGULAR","","","","","","","","","","","","","","1","2","","","AUTOMATICO","SIN INFORMACION","92.86874999999999","371.47499999999997","200","2150","4","8600","1","0.009286875","718","722","--","KATHERINE MONTESINO","43196","1","","","150","--","--","--","","","","","","","","","","","","","","","","","","","","","",""
"48866","2869","ETIQUETA PRIME 90 x 80 QUESOS LAMINADO RAFULCO 500 GR./DIS. 2018","48866","COMERCIAL PILLAHUE","PRIME","UNIDADES","NO","UV","NO APLICA","SI","BARNIZ UV BRILLANTE UV6663 SIEGWERK SAP 45981","--","--","ESTANDAR","90 X 80","FLEXIBLE","2","4","117","3.175","LAMINADO 200MM PAPEL SEMIBRILLO 80/P","200","0.2","43197","--","--","--","--","--","--","--","--","--","--","ALEJANDRO UGARTE","5:M;Y;K;P-2736C;P-485C","ARCLAD","--","--","--","RECTANGULAR","","","","","","","","","","","","","","1","2","","","AUTOMATICO","SIN INFORMACION","92.86874999999999","371.47499999999997","200","2150","4","8600","1","0.009286875","718","722","--","KATHERINE MONTESINO","43196","1","","","150","--","--","--","","","","","","","","","","","","","","","","","","","","","",""
"48867","2870","ETIQUETA PRIME 90 x 80 QUESOS LAMINADO RAFULCO 250 GR./DIS. 2018","48867","COMERCIAL PILLAHUE","PRIME","UNIDADES","NO","UV","NO APLICA","SI","BARNIZ UV BRILLANTE UV6663 SIEGWERK SAP 45981","--","--","ESTANDAR","90 X 80","FLEXIBLE","2","4","117","3.175","LAMINADO 200MM PAPEL SEMIBRILLO 80/P","200","0.2","43197","--","--","--","--","--","--","--","--","--","--","ALEJANDRO UGARTE","5:M;Y;K;P-2736C;P-485C","ARCLAD","--","--","--","RECTANGULAR","","","","","","","","","","","","","","1","2","","","AUTOMATICO","SIN INFORMACION","92.86874999999999","371.47499999999997","200","2150","4","8600","1","0.009286875","718","722","--","KATHERINE MONTESINO","43196","1","","","150","--","--","--","","","","","","","","","","","","","","","","","","","","","",""
"48868","2871","ETIQUETA PRIME 120 x 70 mm. PP TRANSP REPOLLO CRESPO ALPINA CON TACA ( VERSION ABRIL 2018)","48868","AGRICOLA LA ALPINA","PRIME","UNIDADES","NO APLICA","UV","NO APLICA","SI","BRILLANTE UV 6663 CURABLE GLOSS VARNISH cod. 45981","NO APLICA","NO APLICA","ESTANDAR","120 X 70","FLEXIBLE","4","3","117","3.175","LAMINADO 333MM PP TRANSP. PPT50P-P1-G62S","333","0.333","43695","NO APLICA","--","--","NO APLICA","--","--","N/A","N/A","N/A","N/A","HERNAN LARA","8:C;M;Y;K;P-485C;P-354C;BLANCO;NEGRO TACA","RITRAMA","","","","OVALADO","4","3","AUTOMATICO","SIN INFORMACION","123.82499999999999","371.47499999999997","200","1615","4","6460","1","0.010401299999999999","718","4","7","CLAUDIO BARRERA","42620","AUTOMATICO","SIN INFORMACION","123.82499999999999","371.47499999999997","300","2423","3","7269","1","0.01030843125","716","722","--","KATHERINE MONTESINO","43196","1","","","150","--","--","--","","","","","","","","","","","","","","","","","","","","","",""
"48862","2872","ETIQUETA PRIME 80 X 105 QUESO GAUDA 60 LAM. 1 KG.","48862","WATTS","PRIME","UNIDADES","NO","UV","NO APLICA","SI","BARNIZ UV BRILLANTE UV6663 SIEGWERK SAP 45981","--","--","ESTANDAR","80 X 105","FLEXIBLE","2","4","105","3.175","LAMINADO 280MM PP TRANSPARENTE 50TC S0208 BG62B","280","0.28","45699","--","--","--","--","--","--","--","--","--","--","PAOLA SARABIA","6:M;Y;P-286C;P-1205C;BLANCO;BLANCO","ARCLAD","--","--","--","RECTANGULAR","","","","","","","","","","","","","","1","2","","","AUTOMATICO","SIN INFORMACION","83.34375","333.375","434","5200","2","10400","1","0.011668125000000001","43823","708","--","KATHERINE MONTESINO","43196","2","","","150","KATHERINE MONTESINO","SE CAMBIA AISA DE 1 A 2 CORREO PAOLA SARABIA (17-04-2018)","43208","","","","","","","","","","","","","","","","","","","","","",""
"48864","2873","ETIQUETA PRIME 72 X 109 QUESO CALO 30 LAM. 500 GR.","48864","WATTS","PRIME","UNIDADES","NO","UV","NO APLICA","SI","BARNIZ UV BRILLANTE UV6663 SIEGWERK SAP 45981","--","--","ESTANDAR","72 X 109","FLEXIBLE","2","4","97","3.175","LAMINADO 280MM PP TRANSPARENTE 50TC S0208 BG62B","280","0.28","45699","--","--","--","--","--","--","--","--","--","--","PAOLA SARABIA","6:M;Y;P-286C;P-1205C;BLANCO;BLANCO","ARCLAD","--","--","--","RECTANGULAR","","","","","","","","","","","","","","1","2","","","AUTOMATICO","SIN INFORMACION","76.99374999999999","307.97499999999997","447","5800","1","5800","1","0.010779125","43823","39379/39378","--","KATHERINE MONTESINO","43196","2","","","150","KATHERINE MONTESINO","SE CAMBIA ASIA DE 1 A 2 CORREO PAOLA SARABIA (17-04-2018)","43208","","","","","","","","","","","","","","","","","","","","","",""
"48863","2874","ETIQUETA PRIME 50 X 106 QUESO SAN RAFAEL  15 LAM. 250 GR.","48863","WATTS","PRIME","UNIDADES","NO","UV","NO APLICA","SI","BARNIZ UV BRILLANTE UV6663 SIEGWERK SAP 45981","--","--","ESTANDAR","50 x 106","FLEXIBLE","2","5","84","3.175","LAMINADO 280MM BOPP BLCO. BRITE. RITRAMA (8065)","280","0.28","44955","--","--","--","--","--","--","--","--","--","--","PAOLA SARABIA","1;AZUL","ARCLAD","--","--","--","RECTANGULAR","","","","","","","","","","","","","","1","2","","","AUTOMATICO","SIN INFORMACION","53.339999999999996","266.7","448","8400","2","16800","1","0.0074676000000000005","43823","39379/39378","--","KATHERINE MONTESINO","43196","2","","","150","KATHERINE MONTESINO","SE CAMBIA AISA DE 1 A 2 CORREO PAOLA SARABIA (17-04-2018)","43208","3","","","","","BOPP","BLANCO BRILLANTE","","","","","","","","","","","","","","",""
"48872","2875","ETIQUETA PRIME 85 X 50 MM INFEX 250 MG SUS. FCO. SOL. 60 ML 3960481 DIS. ABRIL 2018","48872","RECALCINE","PRIME DIGITAL","UNIDADES","NO","HP","NO APLICA","SI","CON RESERVA BARNIZ UV BRILLANTE UV6663 SIEGWERK SAP 45981","NO APLICA","NO APLICA","ESTANDAR","85 X 50","FLEXIBLE","5","3","83","3.175","LAMINADO 330MM PAPEL SEMIBRILLO L80-PH-G62S ( EXACTO)","330","0.33","44927","NO APLICA","--","--","NO APLICA","--","--","N/A","N/A","N/A","N/A","EDUARDO LUCO","5:P-2945C;P-123C;P-158C;P-540C;NEGRO","ARCLAD","--","--","--","RECTANGULAR","","","","","","","","","","","","","","3","4","--","--","AUTOMATICO","SIN INFORMACION","87.84166666666665","263.525","88","1000","12","12000","1","0.00579755","716","48209 (2 CONOS)","CONO 2""/ CADA ROLLO CON BOLSAS PE TRANSP./PEGAR 1 ET.  EN EXTERIOR X CAJA JUNTO AL RÓTULO/ INCLUIR EN ET. DEL CONO (TRAZABILIDAD) Y CAJA  N° COD. CLIENTE(VER EN DESCRIPCION )","KATHERINE MONTESINO","43196","1","","","","--","--","--","","","","","","","","","","","","","","","","","","","","","",""
"48871","2876","ETIQUETA PRIME  85 X 50 MM BRONCOT  G.F.T 120 ML  (COD 3960466)","48871","RECALCINE","PRIME DIGITAL","UNIDADES","NO","HP","NO APLICA","SI","CON RESERVA BARNIZ UV BRILLANTE UV6663 SIEGWERK SAP 45981","NO APLICA","NO APLICA","ESTANDAR","85 X 50","FLEXIBLE","5","3","83","3.175","LAMINADO 330MM PAPEL SEMIBRILLO L80-PH-G62S ( EXACTO)","330","0.33","44927","NO APLICA","--","--","NO APLICA","--","--","N/A","N/A","N/A","N/A","EDUARDO LUCO","5:P-2945C;P-123C;P-540C;NEGRO","ARCLAD","--","--","--","RECTANGULAR","","","","","","","","","","","","","","3","4","--","--","AUTOMATICO","SIN INFORMACION","87.84166666666665","263.525","88","1000","12","12000","1","0.00579755","716","48209 (2 CONOS)","CONO 2""/ CADA ROLLO CON BOLSAS PE TRANSP./PEGAR 1 ET.  EN EXTERIOR X CAJA JUNTO AL RÓTULO/ INCLUIR EN ET. DEL CONO (TRAZABILIDAD) Y CAJA  N° COD. CLIENTE(VER EN DESCRIPCION )","KATHERINE MONTESINO","43196","1","","","","--","--","--","","","","","","","","","","","","","","","","","","","","","",""
"48874","2877","ETIQUETA PRIME 90 X 25 MM RICILINA SUSP. SOLV. SACHET 15 ML (3960494)","48874","RECALCINE","PRIME DIGITAL","UNIDADES","NO","HP","NO APLICA","SI","CON RESERVA SEGÚN ARTE UV 6663 CURABLE GLOSS VARNISH 45981","NO APLICA","NO APLICA","ESTANDAR","90 X 25","FLEXIBLE","10","3","88","3.175","LAMINADO 330MM PAPEL SEMIBRILLO L80-PH-G62S ( EXACTO)","330","0.33","44927","NO APLICA","--","--","NO APLICA","--","--","N/A","N/A","N/A","N/A","EDUARDO LUCO","4:P-123C;P-540C;P-2945C;NEGRO","ARCLAD","--","--","--","RECTANGULAR","","","","","","","","","","","","","","3","4","--","--","AUTOMATICO","SIN INFORMACION","93.13333333333333","279.4","93.1","1000","21","21000","1","0.0030734","718","48209","CONO 2 ""/ CADA ROLLO CON BOLSAS PE TRANSP./PEGAR 1 ET.  EN CADA CAJA JUNTO AL RÓTULO/ INCLUIR EN ETs. DEL CONO (TRAZABILIDAD) Y CAJA  N° COD. CLIENTE(VER EN DESCRIPCION )","KATHERINE MONTESINO","43196","1","","","","--","--","--","","","","","","","","","","","","","","","","","","","","","",""
"48876","2878","OB-ETIQUETA PRIME  80 x 80 MEDIALUNAS HORNEADAS TOTTUS","48876","TOTTUS","PRIME DIGITAL","UNIDADES","NO","HP","NO APLICA","SI","BARNIZ UV BRILLANTE UV6663 SIEGWERK SAP 45981","NO APLICA","--","ESTANDAR","80 x 80","FLEXIBLE","3","4","105","3.175","LAMINADO 300MM PAPEL SEMIBRILLO 80 GR AP 904( 6770 )","300","0.3","46452","NO APLICA","--","--","NO APLICA","--","NO APLICA","NO APLICA","--","--","--","PAOLA SARABIA","4:NEGRO;P-476C;P-631C;P-499C","ARCLAD","--","--","--","CIRCULAR","3","4","AUTOMATICO","SIN INFORMACION","53.339999999999996","266.7","540","10124","4","40496","1","0.0029337","43823","3","4","--","--","AUTOMATICO","SIN INFORMACION","83.34375","333.375","200","2400","4","9600","1","0.008334375","718","39378/40547","--","KATHERINE MONTESINO","43196","1","","","","--","--","--","","","","","","","","","","","","","","","","","","","","","",""
"48873","2879","ETIQUETA PRIME 65 X 125 KIWI SOFRUCO 2018","48873","SOFRUCO","PRIME DIGITAL","UNIDADES","NO APLICA","HP","NO APLICA","SI","BARNIZ UV BRILLANTE UV6663 SIEGWERK SAP 45981","NO APLICA","NO APLICA","NO APLICA","65 X 125","FLEXIBLE","2","6","129","3.175","LAMINADO 300MM PAPEL SEMIBRILLO 80 GR AP 904( 6770 )","300","0.3","46452","NO APLICA","--","--","NO APLICA","--","--","N/A","N/A","N/A","N/A","HERNAN LARA","5:C;M;Y;K;P-3425C","ARCLAD","","","","RECTANGULAR","","","","","","","","","","","","","","1","2","--","--","AUTOMATICO","SIN INFORMACION","68.2625","409.575","294","4300","1","4300","1","0.010239374999999998","716","708/40547","--","KATHERINE MONTESINO","43196","1","","","","--","--","--","","","","","","","","","","","","","","","","","","","","","",""
"48856","2880","SELLO DE SEGURIDAD 120 x 588 FAJA CALABAZA ARCOR (25242230)","48856","ARCOR","PRIME TERMOCONTRAIBLE FLEXO","UNIDADES","N/A","NO APLICA","N/A","NO","--","NO APLICA","NO APLICA","NO APLICA","120 X 588","N/A","1","1","N/A","3.175","FILM PETG 588 MM TERMOCONTRAIBLE 40 MIC","58","0.058","48858","NO APLICA","--","--","--","--","--","","","--","--","MAURICIO DAVIS","0","DASE-SING","--","--","--","RECTANGULAR","","","","","","","","","","","","","","2","1","--","--","MANUAL","SIN INFORMACION","120","588","N/A","200 UNID./ FAJO","12 FAJOS","2400","1","0.07056","718","NO APLICA","SELLAR EN LINEA. COLOCAR EN LA ETIQUETA DE IDENTIFICACIÓN EL NOMBRE DEL PRODUCTO:FAJA POTE CALABAZA PETG HW 2018.CODIGO DEL PRODUCTO 61500300686, LOTE, FECHA DE FABRICACIÓN, PESO.","KATHERINE MONTESINO","43199","1","","","80","--","--","--","N/A","","","","","PETG TERMOCONTRAIBLE","TRANSPARENTE","","","","","","","","","","","","","","",""
"48877","2881","ETIQUETA IND.40 X 30 FRANJA AZUL 2011073 (dis. 2018)","48877","DOLE","INDUSTRIAL IMPRESA","MILES","NO APLICA","SIN INFORMACION","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","FRIO","40 X 30","FLEXIBLE","3","6","80","3.175","LAMINADO 110MM PAPEL TRANSFER TT64/PH","110","0.11","43299","NO APLICA","--","--","NO APLICA","--","--","","","","","ANDRES JIMENEZ","1:AZUL","ARCLAD","--","--","--","RECTANGULAR","","","","","","","","","","","","","","1","2","--","--","MANUAL","ENVASES","42.333333333333336","254","199","14100","4","56400","3","1.5522222222222224","718","708","SIN OBSERVACIONES","KATHERINE MONTESINO","43199","1","","","","--","--","--","3","","","","","PAPEL TRANSFER","BLANCO","SETUP","","","","","","","","","","","","","",""
"48878","2882","ETIQUETA IND.40 X 30  FRANJA ROJA 2011075 (dis. 2018)","48878","DOLE","INDUSTRIAL IMPRESA","MILES","NO APLICA","SIN INFORMACION","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ESTANDAR","40 X 30","FLEXIBLE","3","6","80","3.175","LAMINADO 110MM PAPEL TRANSFER TT64/PH","110","0.11","43299","NO APLICA","--","--","NO APLICA","--","--","","","","","ANDRES JIMENEZ","1:ROJO","ARCLAD","--","--","--","RECTANGULAR","","","","","","","","","","","","","","1","2","--","--","MANUAL","ENVASES","42.333333333333336","254","199","14100","4","56400","3","1.5522222222222224","718","708","SIN OBSERVACIONES","KATHERINE MONTESINO","43199","1","","","","--","--","--","3","","","","","PAPEL TRANSFER","BLANCO","","","","","","","","","","","","","","",""
"48879","2883","ETIQUETA INDUSTRIAL I. 40 X 30 MM  FRANJA VERDE 1011080 ( dis. 2018)","48879","DOLE","INDUSTRIAL IMPRESA","MILES","NO APLICA","SIN INFORMACION","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","40 X 30","FLEXIBLE","3","6","80","3.175","LAMINADO 110MM PAPEL TRANSFER TT64/PH","110","0.11","43299","NO APLICA","--","--","NO APLICA","--","--","","","","","ANDRES JIMENEZ","1:VERDE","ARCLAD","--","--","--","RECTANGULAR","","","","","","","","","","","","","","1","2","--","--","MANUAL","ENVASES","42.333333333333336","254","199","14100","4","56400","3","1.5522222222222224","718","708","SIN OBSERVACIONES","KATHERINE MONTESINO","43199","1","","","","--","--","--","","","","","","","","","","","","","","","","","","","","","",""
"48880","2884","ETIQUETA INDUSTRIAL I.  40 X 30 MM  FRANJA AMARILLA 1011081 (dis. 2018)","48880","DOLE","INDUSTRIAL IMPRESA","MILES","NO APLICA","SIN INFORMACION","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","40 X 30","FLEXIBLE","3","6","80","3.175","LAMINADO 110MM PAPEL TRANSFER TT64/PH","110","0.11","43299","NO APLICA","--","--","NO APLICA","--","--","","","","","ANDRES JIMENEZ","1:AMARILLO","ARCLAD","--","--","--","RECTANGULAR","","","","","","","","","","","","","","1","2","--","--","MANUAL","ENVASES","42.333333333333336","254","199","14100","4","56400","3","1.5522222222222224","718","708","SIN OBSERVACIONES","KATHERINE MONTESINO","43199","1","","","","--","--","--","","","","","","","","","","","","","","","","","","","","","",""
